defined_class	defined_class_name	entity	entity_name	attribute	attribute_name	exact_synonyms	xrefs	orcid
OBA:0005519		GO:0001550	ovarian cumulus expansion	PATO:0000057	occurrence			
OBA:0005520		GO:0048144	fibroblast proliferation	PATO:0000161	rate			
OBA:0005521		GO:0048144	fibroblast proliferation	PATO:0000070	amount			
OBA:0005522		GO:0010761	fibroblast migration	PATO:0000057	occurrence			
OBA:0005523		GO:0010761	fibroblast migration	PATO:0000161	rate			
OBA:0005524		GO:0001649	osteoblast differentiation	PATO:0000161	rate			
OBA:0005525		GO:0001649	osteoblast differentiation	PATO:0000070	amount			
OBA:0005526		GO:0032637	interleukin-8 production	PATO:0000161	rate			
OBA:0005527		CL:0000540	neuron	PATO:0002181	displaced			
OBA:0005528		CL:0010012	neuron of cerebral cortex	PATO:0002181	displaced			
OBA:0005529		CL:0000695	Cajal-Retzius cell	PATO:0002181	displaced			
OBA:0005530		UBERON:0000992	female gonad	PATO:0002181	displaced			
OBA:0005531		GO:0043209	myelin sheath	PATO:0000117	size			
OBA:0005536		UBERON:0005356	Rathke's pouch	PATO:0000070	amount			
OBA:0005542		UBERON:0005876	undifferentiated genital tubercle	PATO:0000117	size			
OBA:0005545		UBERON:0001052	rectum	PATO:0000141	structure			
OBA:0005551		UBERON:0002366	bulbo-urethral gland	PATO:0001509	functionality			
OBA:0005557		UBERON:0000057	urethra	PATO:0000070	amount			
OBA:0005562		UBERON:0001255	urinary bladder	PATO:0000125	mass			
OBA:0005563		GO:0016477	cell migration	PATO:0000161	rate			
OBA:0005564		UBERON:0003128	cranium	PATO:0000122	length			
OBA:0005566		GO:0044342	type B pancreatic cell proliferation	PATO:0000161	rate			
OBA:0005567		GO:0060326	cell chemotaxis	PATO:0000161	rate			
OBA:0005568		GO:0048247	lymphocyte chemotaxis	PATO:0000161	rate			
OBA:0005569		GO:0030182	neuron differentiation	PATO:0000057	occurrence			
OBA:0005570		UBERON:0001255	urinary bladder	PATO:0000141	structure			
OBA:0005583		UBERON:0006440	os clitoris	PATO:0000070	amount			
OBA:0005585		UBERON:0000945	stomach	PATO:0000070	amount			
OBA:0005586		UBERON:0001103	diaphragm	PATO:0002083	altered number of			
OBA:0005587		UBERON:0001155	colon	PATO:0000070	amount			
OBA:0005588		GO:0071425	hematopoietic stem cell proliferation	PATO:0000161	rate			
OBA:0005589		GO:0014010	Schwann cell proliferation	PATO:0000161	rate			
OBA:0005591		UBERON:0000160	intestine	PATO:0000141	structure			
OBA:0005592		GO:0061517	macrophage proliferation	PATO:0000161	rate			
OBA:0005595		UBERON:0001997	olfactory epithelium	PATO:0001509	functionality			
OBA:0005600		CL:0000127	astrocyte	PATO:0000070	amount			
OBA:0005601		CL:0000127	astrocyte	PATO:0002083	altered number of			
OBA:0005605		GO:0007507	heart development	PATO:0002325	onset quality			
OBA:0005606		UBERON:0001041	foregut	PATO:0000070	amount			
OBA:0005607		UBERON:0001046	hindgut	PATO:0000070	amount			
OBA:0005608		UBERON:0004345	trophectoderm	PATO:0000070	amount			
OBA:0005610		GO:0007369	gastrulation	PATO:0002325	onset quality			
OBA:0005611		GO:0001833	inner cell mass cell proliferation	PATO:0000161	rate			
OBA:0005612		GO:0001833	inner cell mass cell proliferation	PATO:0000070	amount			
OBA:0005613		GO:0001834	trophectodermal cell proliferation	PATO:0000161	rate			
OBA:0005614		GO:0001834	trophectodermal cell proliferation	PATO:0000070	amount			
OBA:0005616		UBERON:0001890	forebrain	PATO:0000070	amount			
OBA:0005617		UBERON:0004877	visceral endoderm	PATO:0000070	amount			
OBA:0005618		UBERON:0004044	anterior visceral endoderm	PATO:0000070	amount			
OBA:0005619		UBERON:0008800	parietal endoderm	PATO:0000070	amount			
OBA:0005621		UBERON:0000173	amniotic fluid	PATO:0000025	composition			
OBA:0005622		GO:0060322	head development	PATO:0002325	onset quality			
OBA:0005626		GO:0051546	keratinocyte migration	PATO:0000161	rate			
OBA:0005627		GO:0036446	myofibroblast differentiation	PATO:0000161	rate			
OBA:0005628		GO:0001935	endothelial cell proliferation	PATO:0000161	rate			
OBA:0005634		CL:0005026	hepatoblast	PATO:0000070	amount			
OBA:0005640		UBERON:0005402	philtrum	PATO:0000070	amount			
OBA:0005641		UBERON:0002028	hindbrain	PATO:0000117	size			
OBA:0005646		UBERON:0001310	umbilical artery	PATO:0000141	structure			
OBA:0005647		UBERON:0002066	umbilical vein	PATO:0000141	structure			
OBA:0005650		UBERON:0001384	primary motor cortex	PATO:0000117	size			
OBA:0005652		UBERON:0014918	retrosplenial granular cortex	PATO:0000117	size			
OBA:0005654		UBERON:0002990	mammillothalamic tract of hypothalamus	PATO:0000117	size			
OBA:0005655		UBERON:0001885	dentate gyrus of hippocampal formation	PATO:0000117	size			
OBA:0005656		UBERON:0001887	internal capsule of telencephalon	PATO:0000117	size			
OBA:0005657		UBERON:0002310	hippocampus fimbria	PATO:0000117	size			
OBA:0005658		UBERON:0002435	striatum	PATO:0000117	size			
OBA:0005659		UBERON:0014915	genu of facial nerve	PATO:0000117	size			
OBA:0005660		UBERON:0004073	cerebellum interpositus nucleus	PATO:0000117	size			
OBA:0005661		UBERON:0004725	piriform cortex	PATO:0000117	size			
OBA:0005662		UBERON:0008934	secondary somatosensory cortex	PATO:0000117	size			
OBA:0005663		UBERON:0001876	amygdala	PATO:0000117	size			
OBA:0005664		UBERON:0001904	habenula	PATO:0000117	size			
OBA:0005665		UBERON:0001720	cochlear nucleus	PATO:0000117	size			
OBA:0005666		UBERON:0002132	dentate nucleus	PATO:0000117	size			
OBA:0005669		UBERON:0004363	pharyngeal arch artery	PATO:0000070	amount			
OBA:0005670		UBERON:0004363	pharyngeal arch artery	PATO:0000141	structure			
OBA:0005675		UBERON:0001894	diencephalon	PATO:0000070	amount			
OBA:0005677		UBERON:0001212	duodenal gland	PATO:0000117	size			
OBA:0005678		UBERON:0001212	duodenal gland	PATO:0000070	amount			
OBA:0005689		GO:0060173	limb development	PATO:0002325	onset quality			
OBA:0005696		GO:0008219	cell death	PATO:0000161	rate			
OBA:0005697		GO:0004601	peroxidase activity	PATO:0000161	rate			
OBA:0005698		GO:0016206	catechol O-methyltransferase activity	PATO:0000161	rate			
OBA:0005699		GO:0004102	choline O-acetyltransferase activity	PATO:0000161	rate			
OBA:0005700		GO:0004351	glutamate decarboxylase activity	PATO:0000161	rate			
OBA:0005701		GO:0008112	nicotinamide N-methyltransferase activity	PATO:0000161	rate			
OBA:0005702		GO:0003990	acetylcholinesterase activity	PATO:0000161	rate			
OBA:0005703		GO:0097621	monoamine oxidase activity	PATO:0000161	rate			
OBA:0005704		GO:0003870	5-aminolevulinate synthase activity	PATO:0000161	rate			
OBA:0005705		UBERON:0004086	brain ventricle	PATO:0000141	structure			
OBA:0005709		CL:0002418	hemangioblast	PATO:0000070	amount			
OBA:0005718		CL:0000789	alpha-beta T cell	PATO:0000070	amount			
OBA:0005720		UBERON:0005499	rhombomere 1	PATO:0000117	size			
OBA:0005721		UBERON:0005499	rhombomere 1	PATO:0000070	amount			
OBA:0005723		UBERON:0005569	rhombomere 2	PATO:0000117	size			
OBA:0005724		UBERON:0005569	rhombomere 2	PATO:0000070	amount			
OBA:0005726		UBERON:0005507	rhombomere 3	PATO:0000117	size			
OBA:0005727		UBERON:0005507	rhombomere 3	PATO:0000070	amount			
OBA:0005729		UBERON:0005511	rhombomere 4	PATO:0000117	size			
OBA:0005730		UBERON:0005511	rhombomere 4	PATO:0000070	amount			
OBA:0005732		UBERON:0005515	rhombomere 5	PATO:0000117	size			
OBA:0005733		UBERON:0005515	rhombomere 5	PATO:0000070	amount			
OBA:0005735		UBERON:0005519	rhombomere 6	PATO:0000117	size			
OBA:0005736		UBERON:0005519	rhombomere 6	PATO:0000070	amount			
OBA:0005738		UBERON:0005523	rhombomere 7	PATO:0000117	size			
OBA:0005739		UBERON:0005523	rhombomere 7	PATO:0000070	amount			
OBA:0005741		UBERON:0005527	rhombomere 8	PATO:0000117	size			
OBA:0005742		UBERON:0005527	rhombomere 8	PATO:0000070	amount			
OBA:0005744		UBERON:0001828	gingiva	PATO:0000014	color			
OBA:0005745		UBERON:0001828	gingiva	PATO:0000017	color saturation			
OBA:0005747		UBERON:0005417	forelimb bud	PATO:0000070	amount			
OBA:0005748		UBERON:0005417	forelimb bud	PATO:0000117	size			
OBA:0005750		UBERON:0005418	hindlimb bud	PATO:0000070	amount			
OBA:0005751		UBERON:0005418	hindlimb bud	PATO:0000117	size			
OBA:0005752		UBERON:0001675	trigeminal ganglion	PATO:0002037	degeneration			
OBA:0005753		UBERON:0001042	chordate pharynx	PATO:0000141	structure			
OBA:0005754		UBERON:0002415	tail	PATO:0002009	branchiness			
OBA:0005755		UBERON:0002415	tail	PATO:0000140	position			
OBA:0005757		UBERON:0002533	post-anal tail bud	PATO:0000122	length			
OBA:0005758		UBERON:0001987	placenta	PATO:0000070	amount			
OBA:0005759		UBERON:0001675	trigeminal ganglion	PATO:0000070	amount			
OBA:0005760		UBERON:0004046	anterior definitive endoderm	PATO:0000070	amount			
OBA:0005762		UBERON:0001633	basilar artery	PATO:0000117	size			
OBA:0005763		UBERON:0001821	sebaceous gland	PATO:0000070	amount			
OBA:0005764		UBERON:0005253	head mesenchyme	PATO:0000070	amount			
OBA:0005765		UBERON:0005253	head mesenchyme	PATO:0000117	size			
OBA:0005770		UBERON:0000925	endoderm	PATO:0000070	amount			
OBA:0005771		GO:0005929	cilium	PATO:0001509	functionality			
OBA:0005772		GO:0031514	motile cilium	PATO:0001509	functionality			
OBA:0005774		GO:0097730	non-motile cilium	PATO:0001509	functionality			
OBA:0005775		UBERON:0000924	ectoderm	PATO:0000070	amount			
OBA:0005780		UBERON:0007123	pharyngeal pouch 2	PATO:0000070	amount			
OBA:0005782		UBERON:0007124	pharyngeal pouch 3	PATO:0000070	amount			
OBA:0005787		UBERON:0000992	female gonad	PATO:0002037	degeneration			
OBA:0005788		GO:0043403	skeletal muscle tissue regeneration	PATO:0000161	rate			
OBA:0005789		GO:0061026	cardiac muscle tissue regeneration	PATO:0000161	rate			
OBA:0005795		UBERON:0007125	pharyngeal pouch 4	PATO:0000070	amount			
OBA:0005796		UBERON:0003114	pharyngeal arch 3	PATO:0000117	size			
OBA:0005797		UBERON:0003115	pharyngeal arch 4	PATO:0000117	size			
OBA:0005798		UBERON:0003117	pharyngeal arch 6	PATO:0000117	size			
OBA:0005799		GO:0001913	T cell mediated cytotoxicity	PATO:0000070	amount			
OBA:0005800		GO:0007340	acrosome reaction	PATO:0002325	onset quality			
OBA:0005801		UBERON:0001264	pancreas	PATO:0002181	displaced			
OBA:0005802		UBERON:0001736	submandibular gland	PATO:0001509	functionality			
OBA:0005805		UBERON:0001307	capsule of ovary	PATO:0000070	amount			
OBA:0005806		UBERON:0005302	female preputial gland	PATO:0000117	size			
OBA:0005810		UBERON:0005398	female reproductive gland	PATO:0001509	functionality			
OBA:0005811		UBERON:0005399	male reproductive gland	PATO:0001509	functionality			
OBA:0005812		UBERON:0017672	abdominal viscera	PATO:0000117	size			
OBA:0005816		UBERON:0005356	Rathke's pouch	PATO:0002009	branchiness			
OBA:0005817		UBERON:0005356	Rathke's pouch	PATO:0000117	size			
OBA:0005818		UBERON:0000007	pituitary gland	PATO:0002181	displaced			
OBA:0005820		UBERON:0001905	pineal body	PATO:0000070	amount			
OBA:0005821		UBERON:0001820	sweat gland	PATO:0001509	functionality			
OBA:0005823		CL:0002140	acinar cell of sebaceous gland	PATO:0000070	amount			
OBA:0005825		UBERON:0012281	perianal sebaceous gland	PATO:0000117	size			
OBA:0005826		UBERON:0001818	tarsal gland	PATO:0001509	functionality			
OBA:0005831		CL:0000916	dendritic epidermal T cell	PATO:0000070	amount			
OBA:0005832		CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	PATO:0000070	amount			
OBA:0005833		UBERON:0004187	Harderian gland	PATO:0000117	size			
OBA:0005834		UBERON:0001750	lacrimal apparatus	PATO:0001509	functionality			
OBA:0005835		UBERON:0002392	nasolacrimal duct	PATO:0000136	closure			
OBA:0005836		UBERON:0000423	eccrine sweat gland	PATO:0000070	amount			
OBA:0005842		CL:0000510	paneth cell	PATO:0000070	amount			
OBA:0005843		CL:0000510	paneth cell	PATO:0001509	functionality			
OBA:0005845		UBERON:0006250	infundibular recess of 3rd ventricle	PATO:0000070	amount			
OBA:0005848		UBERON:0005203	trachea gland	PATO:0000070	amount			
OBA:0005849		UBERON:0003126	trachea	PATO:0000136	closure			
OBA:0005851		UBERON:0001831	parotid gland	PATO:0001509	functionality			
OBA:0005852		UBERON:0001829	major salivary gland	PATO:0001509	functionality			
OBA:0005853		UBERON:0001830	minor salivary gland	PATO:0001509	functionality			
OBA:0005854		UBERON:0001832	sublingual gland	PATO:0001509	functionality			
OBA:0005857		GO:0021930	cerebellar granule cell precursor proliferation	PATO:0000161	rate			
OBA:0005859		UBERON:0008974	apocrine gland	PATO:0001509	functionality			
OBA:0005860		UBERON:0012344	holocrine gland	PATO:0001509	functionality			
OBA:0005861		UBERON:0010243	merocrine gland	PATO:0001509	functionality			
OBA:0005863		UBERON:0002365	exocrine gland	PATO:0001509	functionality			
OBA:0005865		UBERON:0002368	endocrine gland	PATO:0001509	functionality			
OBA:0005870		UBERON:0000325	gastric gland	PATO:0000117	size			
OBA:0005871		UBERON:0000325	gastric gland	PATO:0002037	degeneration			
OBA:0005872		UBERON:0010133	neuroendocrine gland	PATO:0001509	functionality			
OBA:0005874		UBERON:0001132	parathyroid gland	PATO:0002181	displaced			
OBA:0005876		UBERON:0008827	murine forestomach	PATO:0000117	size			
OBA:0005879		UBERON:0012278	gland of nasal mucosa	PATO:0002037	degeneration			
OBA:0005880		UBERON:0001044	saliva-secreting gland	PATO:0002037	degeneration			
OBA:0005881		UBERON:0001264	pancreas	PATO:0002037	degeneration			
OBA:0005882		UBERON:0002124	medulla of thymus	PATO:0000117	size			
OBA:0005883		UBERON:0002124	medulla of thymus	PATO:0000070	amount			
OBA:0005885		UBERON:0002255	vomeronasal organ	PATO:0000070	amount			
OBA:0005886		UBERON:0002255	vomeronasal organ	PATO:0001509	functionality			
OBA:0005887		UBERON:0002255	vomeronasal organ	PATO:0000117	size			
OBA:0005888		UBERON:0000473	testis	PATO:0002037	degeneration			
OBA:0005899		CL:0000763	myeloid cell	PATO:0000070	amount			
OBA:0005900		CL:0000823	immature natural killer cell	PATO:0000070	amount			
OBA:0005901		CL:0000824	mature natural killer cell	PATO:0000070	amount			
OBA:0005903		CL:0000557	granulocyte monocyte progenitor cell	PATO:0000070	amount			
OBA:0005907		CL:0000050	megakaryocyte-erythroid progenitor cell	PATO:0000070	amount			
OBA:0005909		CL:0008001	hematopoietic precursor cell	PATO:0000070	amount			
OBA:0005914		GO:0060156	milk ejection	PATO:0000070	amount			
OBA:0005915		UBERON:0001911	mammary gland	PATO:0000017	color saturation			
OBA:0005920		UBERON:0005083	nipple sheath	PATO:0000070	amount			
OBA:0005925		UBERON:0003604	trachea cartilage	PATO:0001031	elasticity			
OBA:0005927		GO:0060752	intestinal phytosterol absorption	PATO:0000161	rate			
OBA:0005928		GO:0001951	intestinal D-glucose absorption	PATO:0000161	rate			
OBA:0005930		CL:0000911	effector T cell	PATO:0000070	amount			
OBA:0005931		UBERON:0008799	transverse palatine fold	PATO:0000070	amount			
OBA:0005932		GO:0048539	bone marrow development	PATO:0000070	amount			
OBA:0005934		UBERON:0006954	mammary gland myoepithelium	PATO:0001509	functionality			
OBA:0005938		UBERON:0005928	external naris	PATO:0000136	closure			
OBA:0005945		UBERON:0005980	pectinate muscle	PATO:0000070	amount			
OBA:0005946		UBERON:0001529	brachiocephalic artery	PATO:0000070	amount			
OBA:0005947		UBERON:0001639	hepatic portal vein	PATO:0000117	size			
OBA:0005948		UBERON:0001707	nasal cavity	PATO:0000070	amount			
OBA:0005951		UBERON:0003072	optic cup	PATO:0000070	amount			
OBA:0005954		UBERON:0006682	hypoglossal canal	PATO:0000117	size			
OBA:0005955		UBERON:0006682	hypoglossal canal	PATO:0000070	amount			
OBA:0005956		UBERON:0001647	facial nerve	PATO:0000117	size			
OBA:0005957		UBERON:0003715	splanchnic nerve	PATO:0000117	size			
OBA:0005958		UBERON:0001759	vagus nerve	PATO:0000140	position			
OBA:0005959		UBERON:0001759	vagus nerve	PATO:0001591	curvature			
OBA:0005960		UBERON:0001759	vagus nerve	PATO:0000117	size			
OBA:0005961		UBERON:0001650	hypoglossal nerve	PATO:0000117	size			
OBA:0005962		UBERON:0001650	hypoglossal nerve	PATO:0000070	amount			
OBA:0005963		UBERON:0001650	hypoglossal nerve	PATO:0000140	position			
OBA:0005964		UBERON:0002083	ductus venosus	PATO:0000141	structure			
OBA:0005965		UBERON:0001639	hepatic portal vein	PATO:0000141	structure			
OBA:0005966		UBERON:0004277	eye muscle	PATO:0000140	position			
OBA:0005967		UBERON:0002072	hypodermis	PATO:0000025	composition			
OBA:0005968		UBERON:0001646	abducens nerve	PATO:0000070	amount			
OBA:0005969		UBERON:0000936	posterior commissure	PATO:0000070	amount			
OBA:0005970		UBERON:0003074	mesonephric duct	PATO:0000140	position			
OBA:0005972		UBERON:0001640	celiac artery	PATO:0000070	amount			
OBA:0005973		UBERON:0001640	celiac artery	PATO:0001591	curvature			
OBA:0005975		UBERON:0001594	azygos vein	PATO:0000140	position			
OBA:0005976		UBERON:0001264	pancreas	PATO:0000140	position			
OBA:0005977		UBERON:0003923	dorsal pancreatic bud	PATO:0000133	orientation			
OBA:0005980		UBERON:0003924	ventral pancreatic bud	PATO:0000133	orientation			
OBA:0005981		UBERON:0006345	stapedial artery	PATO:0000140	position			
OBA:0005984		UBERON:0002083	ductus venosus	PATO:0000140	position			
OBA:0005985		UBERON:0002083	ductus venosus	PATO:0000070	amount			
OBA:0005986		CL:0000051	common lymphoid progenitor	PATO:0000070	amount			
OBA:0005988		UBERON:0004805	seminal vesicle epithelium	PATO:0002037	degeneration			
OBA:0005989		UBERON:0005302	female preputial gland	PATO:0000070	amount			
OBA:0005990		UBERON:0000998	seminal vesicle	PATO:0001509	functionality			
OBA:0005991		UBERON:0010143	seminal vesicle fluid	PATO:0000025	composition			
OBA:0005993		UBERON:0002223	endolymphatic sac	PATO:0000140	position			
OBA:0005994		GO:0051602	response to electrical stimulus	PATO:0000161	rate			
OBA:0005996		CL:0000980	plasmablast	PATO:0000070	amount			
OBA:0005998		UBERON:0000414	mucous gland	PATO:0001509	functionality			
OBA:0005999		UBERON:0011148	submucosal gland	PATO:0001509	functionality			
OBA:0006001		UBERON:0001962	gut-associated lymphoid tissue	PATO:0001509	functionality			
OBA:0006002		CL:0002140	acinar cell of sebaceous gland	PATO:0001509	functionality			
OBA:0006004		CL:0000510	paneth cell	PATO:0002181	displaced			
OBA:0006005		UBERON:0001213	intestinal villus	PATO:0000070	amount			
OBA:0006006		UBERON:0001213	intestinal villus	PATO:0002009	branchiness			
OBA:0006007		UBERON:0001213	intestinal villus	PATO:0000119	height			
OBA:0006008		UBERON:0001213	intestinal villus	PATO:0000944	sharpness			
OBA:0006009		UBERON:0001213	intestinal villus	PATO:0000052	shape			
OBA:0006010		GO:0035988	chondrocyte proliferation	PATO:0000161	rate			
OBA:0006011		GO:0002062	chondrocyte differentiation	PATO:0002325	onset quality			
OBA:0006012		UBERON:0003924	ventral pancreatic bud	PATO:0000117	size			
OBA:0006013		UBERON:0003923	dorsal pancreatic bud	PATO:0000117	size			
OBA:0006014		GO:0050174	phenylalanine decarboxylase activity	PATO:0000161	rate			
OBA:0006015		GO:0004104	cholinesterase activity	PATO:0000161	rate			
OBA:0006016		GO:0004838	L-tyrosine-2-oxoglutarate transaminase activity	PATO:0000161	rate			
OBA:0006017		GO:0004656	procollagen-proline 4-dioxygenase activity	PATO:0000161	rate			
OBA:0006018		GO:0008119	thiopurine S-methyltransferase activity	PATO:0000161	rate			
OBA:0006019		GO:0004511	tyrosine 3-monooxygenase activity	PATO:0000161	rate			
OBA:0006020		UBERON:0004784	heart ventricle wall	PATO:0000915	thickness			
OBA:0006021		UBERON:0002094	interventricular septum	PATO:0000915	thickness			
OBA:0006022		UBERON:0009024	adrenal gland X zone	PATO:0000117	size			
OBA:0006023		GO:0004657	proline dehydrogenase activity	PATO:0000161	rate			
OBA:0006024		UBERON:0002190	subcutaneous adipose tissue	PATO:0002037	degeneration			
OBA:0006025		GO:0004743	pyruvate kinase activity	PATO:0000161	rate			
OBA:0006026		GO:0002185	creatine kinase complex	PATO:0000070	amount			
OBA:0006027		UBERON:0002101	limb	PATO:0000070	amount			
OBA:0006028		UBERON:0000378	tongue muscle	PATO:0000122	length			
OBA:0006029		UBERON:0006967	horn	PATO:0000117	size			
OBA:0006031		UBERON:0006967	horn	PATO:0000070	amount			
OBA:0006032		GO:0004111	creatine kinase activity	PATO:0000161	rate			
OBA:0006033		GO:0004418	hydroxymethylbilane synthase activity	PATO:0000161	rate			
OBA:0006102		UBERON:0007719	bone of reproductive structure	PATO:0000052	shape			
OBA:0006103		UBERON:0007719	bone of reproductive structure	PATO:0000921	width			
OBA:0006104		UBERON:0007719	bone of reproductive structure	PATO:0000122	length			
OBA:0006112		UBERON:0006435	os penis	PATO:0000052	shape			
OBA:0006113		UBERON:0006435	os penis	PATO:0000921	width			
OBA:0006114		UBERON:0006435	os penis	PATO:0000122	length			
OBA:0006122		UBERON:0006440	os clitoris	PATO:0000052	shape			
OBA:0006123		UBERON:0006440	os clitoris	PATO:0000921	width			
OBA:0006124		UBERON:0006440	os clitoris	PATO:0000122	length			
OBA:0007000	DNA stability	SO:0000352	DNA	OBA:0001001	macromolecular stability			
OBA:1000859	brood size trait	GO:0060378	regulation of brood size	PATO:0000276	brood size			
OBA:1000979		CL:0000681	radial glial cell	PATO:0000070	amount			
OBA:1001084		UBERON:0001988	feces	PATO:0002027	osmolality			
OBA:1001085	waist circumference	UBERON:0002417	abdominal section of trunk	PATO:0001648	circumference			
OBA:1001087	heart rate	GO:0060047	heart contraction	PATO:0000161	rate			
OBA:1001089	multicellular organism sex	UBERON:0000468	multicellular organism	PATO:0000047	sex			
OBA:1001090	feather color	UBERON:0000022	feather	PATO:0000014	color			
OBA:1001092	egg shell color	UBERON:0005079	eggshell	PATO:0000014	color			
OBA:2040144	beak length	UBERON:0005094	beak	PATO:0000122	length			https://orcid.org/0000-0001-8314-2140
OBA:2040145	cell length	CL:0000000	cell	PATO:0000122	length			https://orcid.org/0000-0001-8314-2140
OBA:2040146	cell width	CL:0000000	cell	PATO:0000921	width			https://orcid.org/0000-0001-8314-2140
OBA:2040151	shelled egg length	UBERON:0007379	shelled egg	PATO:0000122	length			https://orcid.org/0000-0001-8314-2140
OBA:2040152	shelled egg width	UBERON:0007379	shelled egg	PATO:0000921	width			https://orcid.org/0000-0001-8314-2140
OBA:2030002 		UBERON:0012111	diastema	PATO:0000117	size			
OBA:VT0010119		UBERON:0001134	skeletal muscle tissue	PATO:0000025	composition			
OBA:VT0007075	heart left ventricle wall thickness	UBERON:0036285	wall of left ventricle	PATO:0000915	thickness			
OBA:VT0007088	heart right ventricle wall thickness	UBERON:0036286	wall of right ventricle	PATO:0000915	thickness			
OBA:VT0002095	skin pigmentation	UBERON:0002097	skin of body	PATO:0002247	degree of pigmentation			
OBA:VT0005102	iris pigmentation	UBERON:0001769	iris	PATO:0002247	degree of pigmentation			
OBA:VT0010463	coat/hair pigmentation	UBERON:0010166	coat of hair	PATO:0002247	degree of pigmentation			
OBA:2050001	ascending aorta diameter	UBERON:0001496	ascending aorta	PATO:0001334	diameter			
OBA:2050002	descending aorta diameter	UBERON:0001514	descending aorta	PATO:0001334	diameter			
OBA:2050003	aorta diameter	UBERON:0000947	aorta	PATO:0001334	diameter			
OBA:2050004	precuneus cortex volume 	UBERON:0006093	precuneus cortex	PATO:0000918	volume			
OBA:2050005	parasubiculum volume	UBERON:0004683	parasubiculum	PATO:0000918	volume			
OBA:2050006	pancreas volume	UBERON:0001264	pancreas	PATO:0000918	volume			
OBA:2050007	superior parietal cortex volume 	UBERON:0006094	superior parietal cortex	PATO:0000918	volume			
OBA:2050008	paracentral lobule volume 	UBERON:0035933	paracentral lobule	PATO:0000918	volume			
OBA:2050009	brain volume 	UBERON:0000955	brain	PATO:0000918	volume			
OBA:2050010	third ventricle volume 	UBERON:0002286	third ventricle	PATO:0000918	volume			
OBA:2050011	frontal pole volume 	UBERON:0002795	frontal pole	PATO:0000918	volume			
OBA:2050012	temporal lobe volume 	UBERON:0001871	temporal lobe	PATO:0000918	volume			
OBA:2050013	pars triangularis volume 	UBERON:0002629	pars triangularis	PATO:0000918	volume			
OBA:2050014	parietal lobe volume 	UBERON:0001872	parietal lobe	PATO:0000918	volume			
OBA:2050015	kidney volume	UBERON:0002113	kidney	PATO:0000918	volume			
OBA:2050016	putamen volume	UBERON:0001874	putamen	PATO:0000918	volume			
OBA:2050017	rostral anterior cingulate cortex volume 	UBERON:0022438	rostral anterior cingulate cortex	PATO:0000918	volume			
OBA:2050018	limbic lobe volume 	UBERON:0002600	limbic lobe	PATO:0000918	volume			
OBA:2050019	superior temporal gyrus volume 	UBERON:0002769	superior temporal gyrus	PATO:0000918	volume			
OBA:2050020	nucleus accumbens volume	UBERON:0001882	nucleus accumbens	PATO:0000918	volume			
OBA:2050021	brain stem volume 	UBERON:0002298	brain stem	PATO:0000918	volume			
OBA:2050022	parahippocampal gyrus volume 	UBERON:0002973	parahippocampal gyrus	PATO:0000918	volume			
OBA:2050023	pericalcarine cortex volume 	UBERON:0022534	pericalcarine cortex	PATO:0000918	volume			
OBA:2050024	subiculum volume	UBERON:0002191	subiculum	PATO:0000918	volume			
OBA:2050025	cingulate cortex volume 	UBERON:0003027	cingulate cortex	PATO:0000918	volume			
OBA:2050026	rostral middle frontal gyrus volume 	UBERON:0006446	rostral middle frontal gyrus	PATO:0000918	volume			
OBA:2050027	pallidum volume	UBERON:0006514	pallidum	PATO:0000918	volume			
OBA:2050028	cuneus cortex volume 	UBERON:0006092	cuneus cortex	PATO:0000918	volume			
OBA:2050029	lingual gyrus volume 	UBERON:0002943	lingual gyrus	PATO:0000918	volume			
OBA:2050030	supramarginal gyrus volume 	UBERON:0002688	supramarginal gyrus	PATO:0000918	volume			
OBA:2050031	pars opercularis volume 	UBERON:0002980	pars opercularis	PATO:0000918	volume			
OBA:2050032	postcentral gyrus volume 	UBERON:0002581	postcentral gyrus	PATO:0000918	volume			
OBA:2050033	liver volume	UBERON:0002107	liver	PATO:0000918	volume			
OBA:2050034	amygdala volume	UBERON:0001876	amygdala	PATO:0000918	volume			
OBA:2050035	superior frontal gyrus volume 	UBERON:0002661	superior frontal gyrus	PATO:0000918	volume			
OBA:2050036	entorhinal cortex volume 	UBERON:0002728	entorhinal cortex	PATO:0000918	volume			
OBA:2050037	medial orbital frontal cortex volume 	UBERON:0022352	medial orbital frontal cortex	PATO:0000918	volume			
OBA:2050038	posterior cingulate cortex volume 	UBERON:0022353	posterior cingulate cortex	PATO:0000918	volume			
OBA:2050039	frontal lobe volume 	UBERON:0016525	frontal lobe	PATO:0000918	volume			
OBA:2050040	inferior parietal cortex volume 	UBERON:0006088	inferior parietal cortex	PATO:0000918	volume			
OBA:2050041	cerebellar cortex volume 	UBERON:0002129	cerebellar cortex	PATO:0000918	volume			
OBA:2050042	precentral gyrus volume 	UBERON:0002703	precentral gyrus	PATO:0000918	volume			
OBA:2050043	hippocampal fissure volume	UBERON:0002899	hippocampal fissure	PATO:0000918	volume			
OBA:2050044	middle temporal gyrus volume 	UBERON:0002771	middle temporal gyrus	PATO:0000918	volume			
OBA:2050045	insular cortex volume 	UBERON:0034891	insular cortex	PATO:0000918	volume			
OBA:2050046	temporal pole volume 	UBERON:0002576	temporal pole	PATO:0000918	volume			
