defined_class	defined_class_name	entity	entity_name	attribute	attribute_name
OBA:VT0001931	oogenesis trait	GO:0048477	oogenesis	PATO:0000001	quality
OBA:VT0001932	spermiogenesis trait	GO:0007286	spermatid development	PATO:0000001	quality
OBA:VT0001961	reflex trait	GO:0060004	reflex	PATO:0000001	quality
OBA:VT0001984	olfaction trait	GO:0007608	sensory perception of smell	PATO:0000001	quality
OBA:VT0002068	parental behavior trait	GO:0060746	parental behavior	PATO:0000001	quality
OBA:VT0002090	vision trait	GO:0007601	visual perception	PATO:0000001	quality
OBA:VT0002121	metabolism trait	GO:0008152	metabolic process	PATO:0000001	quality
OBA:VT0002123	hematopoiesis trait	GO:0030097	hemopoiesis	PATO:0000001	quality
OBA:VT0002144	B cell development trait	GO:0030183	B cell differentiation	PATO:0000001	quality
OBA:VT0002145	T cell development trait	GO:0030217	T cell differentiation	PATO:0000001	quality
OBA:VT0002210	sex determination trait	GO:0007530	sex determination	PATO:0000001	quality
OBA:VT0002211	primary sex determination trait	GO:0008406	gonad development	PATO:0000001	quality
OBA:VT0002419	innate immune response trait	GO:0045087	innate immune response	PATO:0000001	quality
OBA:VT0002551	blood coagulation trait	GO:0007596	blood coagulation	PATO:0000001	quality
OBA:VT0002656	keratinocyte development trait	GO:0003334	keratinocyte development	PATO:0000001	quality
OBA:VT0002658	liver regeneration trait	GO:0097421	liver regeneration	PATO:0000001	quality
OBA:VT0002674	sperm motility trait	GO:0030317	sperm motility	PATO:0000001	quality
OBA:VT0002713	glycogen catabolism trait	GO:0005980	glycogen catabolic process	PATO:0000001	quality
OBA:VT0002733	thermal nociception trait	GO:0050965	detection of temperature stimulus involved in sensory perception of pain	PATO:0000001	quality
OBA:VT0002734	mechanical nociception trait	GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	PATO:0000001	quality
OBA:VT0002735	chemical nociception trait	GO:0050968	detection of chemical stimulus involved in sensory perception of pain	PATO:0000001	quality
OBA:VT0002739	olfactory bulb development trait	GO:0021772	olfactory bulb development	PATO:0000001	quality
OBA:VT0002817	tooth mineralization trait	GO:0034505	tooth mineralization	PATO:0000001	quality
OBA:VT0002896	bone mineralization trait	GO:0030282	bone mineralization	PATO:0000001	quality
OBA:VT0002907	parturition trait	GO:0007567	parturition	PATO:0000001	quality
OBA:VT0002929	bile duct development trait	GO:0061009	common bile duct development	PATO:0000001	quality
OBA:VT0002949	neural crest cell development trait	GO:0014032	neural crest cell development	PATO:0000001	quality
OBA:VT0002950	neural crest cell migration trait	GO:0001755	neural crest cell migration	PATO:0000001	quality
OBA:VT0002961	axon guidance trait	GO:0007411	axon guidance	PATO:0000001	quality
OBA:VT0002982	germ cell migration trait	GO:0008354	germ cell migration	PATO:0000001	quality
OBA:VT0002998	bone remodeling trait	GO:0046849	bone remodeling	PATO:0000001	quality
OBA:VT0003009	cytokine secretion trait	GO:0001816	cytokine production	PATO:0000001	quality
OBA:VT0003088	prepulse inhibition trait	GO:0060134	prepulse inhibition	PATO:0000001	quality
OBA:VT0003115	respiratory system development trait	GO:0060541	respiratory system development	PATO:0000001	quality
OBA:VT0003156	leukocyte migration trait	GO:0050900	leukocyte migration	PATO:0000001	quality
OBA:VT0003232	forebrain development trait	GO:0030900	forebrain development	PATO:0000001	quality
OBA:VT0003356	luteinization trait	GO:0001553	luteinization	PATO:0000001	quality
OBA:VT0003357	granulosa cell differentiation trait	GO:0060014	granulosa cell differentiation	PATO:0000001	quality
OBA:VT0003383	gluconeogenesis trait	GO:0006094	gluconeogenesis	PATO:0000001	quality
OBA:VT0003396	embryonic hematopoiesis trait	GO:0035162	embryonic hemopoiesis	PATO:0000001	quality
OBA:VT0003421	thyroid gland development trait	GO:0030878	thyroid gland development	PATO:0000001	quality
OBA:VT0003444	neurotransmitter uptake trait	GO:0001504	neurotransmitter uptake	PATO:0000001	quality
OBA:VT0003501	iodide oxidation trait	GO:0004447	iodide peroxidase activity 	PATO:0000001	quality
OBA:VT0003506	growth hormone secretion trait	GO:0030252	growth hormone secretion	PATO:0000001	quality
OBA:VT0003531	vagina development trait	GO:0060068	vagina development	PATO:0000001	quality
OBA:VT0003564	insulin secretion trait	GO:0030073	insulin secretion	PATO:0000001	quality
OBA:VT0003565	glucagon secretion trait	GO:0070091	glucagon secretion	PATO:0000001	quality
OBA:VT0003572	uterus development trait	GO:0060065	uterus development	PATO:0000001	quality
OBA:VT0003627	leukocyte tethering or rolling trait	GO:0050901	leukocyte tethering or rolling	PATO:0000001	quality
OBA:VT0003628	leukocyte adhesion trait	GO:0007159	leukocyte cell-cell adhesion	PATO:0000001	quality
OBA:VT0003635	synaptic transmission trait	GO:0007268	synaptic transmission	PATO:0000001	quality
OBA:VT0003666	sperm capacitation trait	GO:0048240	sperm capacitation	PATO:0000001	quality
OBA:VT0003672	ureter development trait	GO:0072189	ureter development	PATO:0000001	quality
OBA:VT0003704	hair follicle development trait	GO:0001942	hair follicle development	PATO:0000001	quality
OBA:VT0003806	nucleotide metabolism trait	GO:0009117	nucleotide metabolic process	PATO:0000001	quality
OBA:VT0003816	pituitary gland development trait	GO:0021983	pituitary gland development	PATO:0000001	quality
OBA:VT0003861	nervous system development trait	GO:0007399	nervous system development	PATO:0000001	quality
OBA:VT0003864	midbrain development trait	GO:0030901	midbrain development	PATO:0000001	quality
OBA:VT0003893	hepatocyte proliferation trait	GO:0072574	hepatocyte proliferation	PATO:0000001	quality
OBA:VT0003934	pancreas development trait	GO:0031016	pancreas development	PATO:0000001	quality
OBA:VT0003936	reproductive system development trait	GO:0061458	reproductive system development	PATO:0000001	quality
OBA:VT0003938	ear development trait	GO:0043583	ear development	PATO:0000001	quality
OBA:VT0003941	skin development trait	GO:0043588	skin development	PATO:0000001	quality
OBA:VT0003943	hepatobiliary system development trait	GO:0061008	hepaticobiliary system development	PATO:0000001	quality
OBA:VT0004043	pH regulation trait	GO:0006885	regulation of pH	PATO:0000001	quality
OBA:VT0004096	midbrain-hindbrain boundary development trait	GO:0030917	midbrain-hindbrain boundary development	PATO:0000001	quality
OBA:VT0004109	Sertoli cell development trait	GO:0060009	Sertoli cell development	PATO:0000001	quality
OBA:VT0004171	pallium development trait	GO:0021543	pallium development	PATO:0000001	quality
OBA:VT0004172	subpallium development trait	GO:0021544	subpallium development	PATO:0000001	quality
OBA:VT0004209	sweet taste sensitivity trait	GO:0050916	sensory perception of sweet taste	PATO:0000001	quality
OBA:VT0004210	bitter taste sensitivity trait	GO:0050913	sensory perception of bitter taste	PATO:0000001	quality
OBA:VT0004211	sour taste sensitivity trait	GO:0050915	sensory perception of sour taste	PATO:0000001	quality
OBA:VT0004212	salty taste sensitivity trait	GO:0050914	sensory perception of salty taste	PATO:0000001	quality
OBA:VT0004213	umami taste sensitivity trait	GO:0050917	sensory perception of umami taste	PATO:0000001	quality
OBA:VT0004816	class switch recombination trait	GO:0045190	isotype switching	PATO:0000001	quality
OBA:VT0004917	T cell selection trait	GO:0045058	T cell selection	PATO:0000001	quality
OBA:VT0004918	negative T cell selection trait	GO:0043383	negative T cell selection	PATO:0000001	quality
OBA:VT0004919	positive T cell selection trait	GO:0043368	positive T cell selection	PATO:0000001	quality
OBA:VT0004942	B cell selection trait	GO:0002339	B cell selection	PATO:0000001	quality
OBA:VT0004943	B cell positive selection trait	GO:0002346	B cell positive selection	PATO:0000001	quality
OBA:VT0004944	B cell negative selection trait	GO:0002352	B cell negative selection	PATO:0000001	quality
OBA:VT0005004	lymphocyte anergy trait	GO:0002249	lymphocyte anergy	PATO:0000001	quality
OBA:VT0005008	osteoblast development trait	GO:0002076	osteoblast development	PATO:0000001	quality
OBA:VT0005153	B cell proliferation trait	GO:0042100	B cell proliferation	PATO:0000001	quality
OBA:VT0005316	tactition trait	GO:0050975	sensory perception of touch	PATO:0000001	quality
OBA:VT0005380	embryonic development trait	GO:0009790	embryo development	PATO:0000001	quality
OBA:VT0005382	head trait	UBERON:0000033	head	PATO:0000001	quality
OBA:VT0005410	fertilization trait	GO:0009566	fertilization	PATO:0000001	quality
OBA:VT0005443	ethanol metabolism trait	GO:0006067	ethanol metabolic process	PATO:0000001	quality
OBA:VT0005444	retinol metabolism trait	GO:0042572	retinol metabolic process	PATO:0000001	quality
OBA:VT0005445	neurotransmitter release trait	GO:0007269	neurotransmitter secretion	PATO:0000001	quality
OBA:VT0005545	lens development trait	GO:0002088	lens development in camera-type eye	PATO:0000001	quality
OBA:VT0005584	enzyme/coenzyme activity trait	GO:0003824	catalytic activity	PATO:0000001	quality
OBA:VT0006008	neurogenesis trait	GO:0022008	neurogenesis	PATO:0000001	quality
OBA:VT0006009	neuronal migration trait	GO:0001764	neuron migration	PATO:0000001	quality
OBA:VT0006108	hindbrain development trait	GO:0030902	hindbrain development	PATO:0000001	quality
OBA:VT0006279	limb development trait	GO:0060173	limb development	PATO:0000001	quality
OBA:VT0008088	T-helper 1 cell differentiation trait	GO:0045063	T-helper 1 cell differentiation	PATO:0000001	quality
OBA:VT0008092	T-helper 2 cell differentiation trait	GO:0045064	T-helper 2 cell differentiation	PATO:0000001	quality
OBA:VT0008557	interferon-alpha secretion trait	GO:0032607	interferon-alpha production	PATO:0000001	quality
OBA:VT0008558	interferon-beta secretion trait	GO:0032608	interferon-beta production	PATO:0000001	quality
OBA:VT0008559	interferon-gamma secretion trait	GO:0032609	interferon-gamma production	PATO:0000001	quality
OBA:VT0008650	interleukin-1 secretion trait	GO:0032612	interleukin-1 production	PATO:0000001	quality
OBA:VT0008653	interleukin-1 alpha secretion trait	GO:0032610	interleukin-1 alpha production	PATO:0000001	quality
OBA:VT0008656	interleukin-1 beta secretion trait	GO:0032611	interleukin-1 beta production	PATO:0000001	quality
OBA:VT0008659	interleukin-10 secretion trait	GO:0032613	interleukin-10 production	PATO:0000001	quality
OBA:VT0008662	interleukin-12 secretion trait	GO:0032615	interleukin-12 production	PATO:0000001	quality
OBA:VT0008671	interleukin-13 secretion trait	GO:0032616	interleukin-13 production	PATO:0000001	quality
OBA:VT0008674	interleukin-15 secretion trait	GO:0032618	interleukin-15 production	PATO:0000001	quality
OBA:VT0008677	interleukin-16 secretion trait	GO:0032619	interleukin-16 production	PATO:0000001	quality
OBA:VT0008680	interleukin-17 secretion trait	GO:0032620	interleukin-17 production	PATO:0000001	quality
OBA:VT0008683	interleukin-18 secretion trait	GO:0032621	interleukin-18 production	PATO:0000001	quality
OBA:VT0008686	interleukin-2 secretion trait	GO:0032623	interleukin-2 production	PATO:0000001	quality
OBA:VT0008689	interleukin-23 secretion trait	GO:0032627	interleukin-23 production	PATO:0000001	quality
OBA:VT0008695	interleukin-3 secretion trait	GO:0032632	interleukin-3 production	PATO:0000001	quality
OBA:VT0008698	interleukin-4 secretion trait	GO:0032633	interleukin-4 production	PATO:0000001	quality
OBA:VT0008701	interleukin-5 secretion trait	GO:0032634	interleukin-5 production	PATO:0000001	quality
OBA:VT0008704	interleukin-6 secretion trait	GO:0032635	interleukin-6 production	PATO:0000001	quality
OBA:VT0008707	interleukin-7 secretion trait	GO:0032636	interleukin-7 production	PATO:0000001	quality
OBA:VT0008710	interleukin-9 secretion trait	GO:0032638	interleukin-9 production	PATO:0000001	quality
OBA:VT0008724	eosinophil migration trait	GO:0072677	eosinophil migration	PATO:0000001	quality
OBA:VT0008744	B cell anergy trait	GO:0002515	B cell anergy	PATO:0000001	quality
OBA:VT0008745	central B cell anergy trait	GO:0002341	central B cell anergy	PATO:0000001	quality
OBA:VT0008747	T cell anergy trait	GO:0002870	T cell anergy	PATO:0000001	quality
OBA:VT0008754	T cell receptor V(D)J recombination trait	GO:0033153	T cell receptor V(D)J recombination	PATO:0000001	quality
OBA:VT0008755	immunoglobulin V(D)J recombination trait	GO:0033152	immunoglobulin V(D)J recombination	PATO:0000001	quality
OBA:VT0008761	immunoglobulin light chain V-J recombination trait	GO:0071708	immunoglobulin light chain V-J recombination	PATO:0000001	quality
OBA:VT0008766	B cell receptor editing trait	GO:0002452	B cell receptor editing	PATO:0000001	quality
OBA:VT0008778	lymphangiogenesis trait	GO:0001946	lymphangiogenesis	PATO:0000001	quality
OBA:VT0009056	interleukin-21 secretion trait	GO:0032625	interleukin-21 production	PATO:0000001	quality
OBA:VT0009323	spleen development trait	GO:0048536	spleen development	PATO:0000001	quality
OBA:VT0009858	cellular extravasation trait	GO:0045123	cellular extravasation	PATO:0000001	quality
OBA:VT0010005	bone development trait	GO:0060348	bone development	PATO:0000001	quality
OBA:VT0010032	chemokine secretion trait	GO:0032602	chemokine production	PATO:0000001	quality
OBA:VT0010065	connective tissue development trait	GO:0061448	connective tissue development	PATO:0000001	quality
OBA:VT0010139	immune response trait	GO:0006955	immune response	PATO:0000001	quality
OBA:VT0010179	immune system development trait	GO:0002520	immune system development	PATO:0000001	quality
OBA:VT0010184	lymphocyte proliferation trait	GO:0046651	lymphocyte proliferation	PATO:0000001	quality
OBA:VT0010413	luteinizing hormone secretion trait	GO:0032275	luteinizing hormone secretion	PATO:0000001	quality
OBA:VT0010414	follicle-stimulating hormone secretion trait	GO:0046884	follicle-stimulating hormone secretion	PATO:0000001	quality
OBA:VT0010415	prolactin secretion trait	GO:0070459	prolactin secretion	PATO:0000001	quality
OBA:VT0010417	leukocyte proliferation trait	GO:0070661	leukocyte proliferation	PATO:0000001	quality
OBA:VT0010442	behavior trait	GO:0007610	behavior	PATO:0000001	quality
OBA:VT0010455	rhythmic behavior trait	GO:0007622	rhythmic behavior	PATO:0000001	quality
OBA:VT0010471	exploratory behavior trait	GO:0035640	exploration behavior	PATO:0000001	quality
OBA:VT0010487	response to xenobiotic stimulus trait	GO:0009410	response to xenobiotic stimulus	PATO:0000001	quality
OBA:VT0010489	response to alcohol trait	GO:0097305	response to alcohol	PATO:0000001	quality
OBA:VT0010527	associative learning trait	GO:0008306	associative learning	PATO:0000001	quality
OBA:VT0015037	gland development trait	GO:0048732	gland development	PATO:0000001	quality
OBA:VT0015047	head development trait	GO:0060322	head development	PATO:0000001	quality
OBA:VT0015052	surface structure trait	UBERON:0003102	surface structure	PATO:0000001	quality
OBA:VT0015059	thorax trait	UBERON:0000915	thoracic segment of trunk	PATO:0000001	quality
OBA:VT0015069	appendage development trait	GO:0048736	appendage development	PATO:0000001	quality
OBA:VT0015073	fin regeneration trait	GO:0031101	fin regeneration	PATO:0000001	quality
OBA:VT0015087	vitamin metabolism trait	GO:0006766	vitamin metabolic process	PATO:0000001	quality
OBA:VT0015088	glucose metabolism trait	GO:0006006	glucose metabolic process	PATO:0000001	quality
OBA:VT0015089	alcohol metabolism trait	GO:0006066	alcohol metabolic process	PATO:0000001	quality
OBA:VT0015095	sensory trait	GO:0007600	sensory perception	PATO:0000001	quality
OBA:VT0015097	equilibrioception system physiology trait	GO:0050957	equilibrioception	PATO:0000001	quality
OBA:VT0015100	nociception system physiology trait	GO:0019233	sensory perception of pain	PATO:0000001	quality
OBA:VT0015111	inner ear development trait	GO:0048839	inner ear development	PATO:0000001	quality
OBA:VT0100002	connective tissue trait	UBERON:0002384	connective tissue	PATO:0000001	quality
OBA:VT0100003	organism subdivision trait	UBERON:0000475	organism subdivision	PATO:0000001	quality
OBA:VT0100007	growth trait	GO:0040007	growth	PATO:0000001	quality
OBA:VT0100015	circulatory system development trait	GO:0072359	circulatory system development	PATO:0000001	quality
OBA:VT3000001	platelet activation trait	GO:0030168	platelet activation	PATO:0000001	quality
OBA:VT3000002	platelet aggregation trait	GO:0070527	platelet aggregation	PATO:0000001	quality
OBA:1000147		UBERON:0004105	subungual region	PATO:0000001	quality
OBA:1000148		UBERON:0008772	proximal epiphysis of tibia	PATO:0000001	quality
OBA:1000149		UBERON:0005409	gastrointestinal system	PATO:0000001	quality
OBA:1000150		UBERON:0004331	proximal phalanx of manual digit 5	PATO:0000001	quality
OBA:1000151		GO:1903509	liposaccharide metabolic process	PATO:0000001	quality
OBA:1000152		GO:0006206	pyrimidine nucleobase metabolic process	PATO:0000001	quality
OBA:1000153		GO:0006568	tryptophan metabolic process	PATO:0000001	quality
OBA:1000154		GO:0006591	ornithine metabolic process	PATO:0000001	quality
OBA:1000155		GO:0006631	fatty acid metabolic process	PATO:0000001	quality
OBA:1000156		UBERON:0002203	vasculature of eye	PATO:0000001	quality
OBA:1000157		UBERON:0002085	interatrial septum	PATO:0000001	quality
OBA:1000158		UBERON:0003638	manual digit 4 phalanx	PATO:0000001	quality
OBA:1000159		UBERON:0014411	greater sciatic notch	PATO:0000001	quality
OBA:1000160		UBERON:0013767	frontal process of maxilla	PATO:0000001	quality
OBA:1000161		UBERON:0003640	pedal digit 1 phalanx	PATO:0000001	quality
OBA:1000162		UBERON:0001724	sphenoidal sinus	PATO:0000001	quality
OBA:1000163		UBERON:0005402	philtrum	PATO:0000001	quality
OBA:1000164		UBERON:0004467	musculature of pharynx	PATO:0000001	quality
OBA:1000166		UBERON:0001359	cerebrospinal fluid	PATO:0000001	quality
OBA:1000167		GO:0006544	glycine metabolic process	PATO:0000001	quality
OBA:1000168		UBERON:0004449	cerebral artery	PATO:0000001	quality
OBA:1000169		UBERON:0001225	cortex of kidney	PATO:0000001	quality
OBA:1000170		UBERON:0004333	proximal phalanx of pedal digit 2	PATO:0000001	quality
OBA:1000171		UBERON:0003822	forelimb stylopod	PATO:0000001	quality
OBA:1000172		UBERON:0001825	paranasal sinus	PATO:0000001	quality
OBA:1000173		UBERON:0008598	risorius muscle	PATO:0000001	quality
OBA:1000174		UBERON:0000002	uterine cervix	PATO:0000001	quality
OBA:1000175		UBERON:0004327	middle phalanx of pedal digit 5	PATO:0000001	quality
OBA:1000176		UBERON:0001640	celiac artery	PATO:0000001	quality
OBA:1000177		UBERON:0001273	ilium	PATO:0000001	quality
OBA:1000178		UBERON:0004329	proximal phalanx of manual digit 3	PATO:0000001	quality
OBA:1000179		CL:0000097	mast cell	PATO:0000001	quality
OBA:1000180		UBERON:0004406	distal epiphysis of femur	PATO:0000001	quality
OBA:1000181		UBERON:0008573	lateral crico-arytenoid	PATO:0000001	quality
OBA:1000182		CL:0000178	Leydig cell	PATO:0000001	quality
OBA:1000183		UBERON:0004387	epiphysis of phalanx of manus	PATO:0000001	quality
OBA:1000184		UBERON:0001173	biliary tree	PATO:0000001	quality
OBA:1000185		UBERON:0002435	striatum	PATO:0000001	quality
OBA:1000186		UBERON:0001689	malleus bone	PATO:0000001	quality
OBA:1000187		UBERON:0004084	genital labium	PATO:0000001	quality
OBA:1000188		UBERON:0001828	gingiva	PATO:0000001	quality
OBA:1000189		UBERON:0001451	navicular bone of pes	PATO:0000001	quality
OBA:1000190		UBERON:0003865	distal phalanx of manus	PATO:0000001	quality
OBA:1000191		UBERON:0003632	pedal digit 2	PATO:0000001	quality
OBA:1000192		UBERON:0002515	periosteum	PATO:0000001	quality
OBA:1000193		UBERON:0000012	somatic nervous system	PATO:0000001	quality
OBA:1000194		GO:0009064	glutamine family amino acid metabolic process	PATO:0000001	quality
OBA:1000195		UBERON:0001985	corneal endothelium	PATO:0000001	quality
OBA:1000196		UBERON:0004405	distal epiphysis of tibia	PATO:0000001	quality
OBA:1000197		NBO:0000444	eye movement	PATO:0000001	quality
OBA:1000198		UBERON:0003723	vestibular nerve	PATO:0000001	quality
OBA:1000199		PR:000017364	von Willebrand factor	PATO:0000001	quality
OBA:1000200		UBERON:0001653	facial vein	PATO:0000001	quality
OBA:1000201		GO:0098803	respiratory chain complex	PATO:0000001	quality
OBA:1000202		UBERON:0001867	cartilage of external ear	PATO:0000001	quality
OBA:1000203		UBERON:0001714	cranial ganglion	PATO:0000001	quality
OBA:1000204		UBERON:0004330	proximal phalanx of manual digit 4	PATO:0000001	quality
OBA:1000205		UBERON:0002217	synovial joint	PATO:0000001	quality
OBA:1000206		UBERON:0002132	dentate nucleus	PATO:0000001	quality
OBA:1000207		UBERON:0008585	levator veli palatini	PATO:0000001	quality
OBA:1000208		UBERON:0004322	middle phalanx of manual digit 4	PATO:0000001	quality
OBA:1000209		UBERON:0005373	spinal cord dorsal column	PATO:0000001	quality
OBA:1000210		UBERON:0004312	distal phalanx of manual digit 3	PATO:0000001	quality
OBA:1000211		UBERON:0003685	cranial suture	PATO:0000001	quality
OBA:1000212		UBERON:0003868	proximal phalanx of pes	PATO:0000001	quality
OBA:1000213		UBERON:0000474	female reproductive system	PATO:0000001	quality
OBA:1000214		UBERON:0001574	palatoglossus muscle	PATO:0000001	quality
OBA:1000215		UBERON:0004335	proximal phalanx of pedal digit 4	PATO:0000001	quality
OBA:1000216		UBERON:0003695	metacarpophalangeal joint	PATO:0000001	quality
OBA:1000217		UBERON:0001581	depressor labii inferioris	PATO:0000001	quality
OBA:1000218		UBERON:0011931	nasal hair	PATO:0000001	quality
OBA:1000219		NBO:0000129	agitation behavior	PATO:0000001	quality
OBA:1000220		GO:0009069	serine family amino acid metabolic process	PATO:0000001	quality
OBA:1000221		UBERON:0004389	epiphysis of metatarsal bone	PATO:0000001	quality
OBA:1000222		UBERON:0008596	mentalis muscle	PATO:0000001	quality
OBA:1000223	mucopolysaccharide metabolism trait	GO:0030203	glycosaminoglycan metabolic process	PATO:0000001	quality
OBA:1000224		UBERON:0006059	falx cerebri	PATO:0000001	quality
OBA:1000225		NBO:0000018	fear/anxiety related behavior	PATO:0000001	quality
OBA:1000226		UBERON:0000010	peripheral nervous system	PATO:0000001	quality
OBA:1000227		UBERON:0000965	lens of camera-type eye	PATO:0000001	quality
OBA:1000228		UBERON:0004328	proximal phalanx of manual digit 2	PATO:0000001	quality
OBA:1000229		UBERON:0002084	heart left ventricle	PATO:0000001	quality
OBA:1000230		UBERON:0003471	artery of lower lip	PATO:0000001	quality
OBA:1000231		GO:0050667	homocysteine metabolic process	PATO:0000001	quality
OBA:1000232		GO:0006520	cellular amino acid metabolic process	PATO:0000001	quality
OBA:1000233		UBERON:0001565	geniohyoid muscle	PATO:0000001	quality
OBA:1000234		UBERON:0001688	incus bone	PATO:0000001	quality
OBA:1000235		UBERON:0004096	odontoid process of cervical vertebra 2	PATO:0000001	quality
OBA:1000236		CL:0000125	glial cell	PATO:0000001	quality
OBA:1000237		UBERON:0004099	joint space of elbow	PATO:0000001	quality
OBA:1000238		CL:0000128	oligodendrocyte	PATO:0000001	quality
OBA:1000239		UBERON:0013698	strand of pubic hair	PATO:0000001	quality
OBA:1000240		UBERON:0004336	proximal phalanx of pedal digit 5	PATO:0000001	quality
OBA:1000241		UBERON:0001766	anterior chamber of eyeball	PATO:0000001	quality
OBA:1000243		CL:0000766	myeloid leukocyte	PATO:0000001	quality
OBA:1000244		UBERON:0002372	tonsil	PATO:0000001	quality
OBA:1000245		UBERON:0001647	facial nerve	PATO:0000001	quality
OBA:1000246		UBERON:0003502	neck blood vessel	PATO:0000001	quality
OBA:1000247		GO:0005976	polysaccharide metabolic process	PATO:0000001	quality
OBA:1000248		UBERON:0010953	nasalis muscle	PATO:0000001	quality
OBA:1000249		UBERON:0002517	basicranium	PATO:0000001	quality
OBA:1000250		UBERON:0004106	crus of ear	PATO:0000001	quality
OBA:1000251		UBERON:0002099	cardiac septum	PATO:0000001	quality
OBA:1000252		UBERON:0004711	jugular vein	PATO:0000001	quality
OBA:1000253		UBERON:0001037	strand of hair	PATO:0000001	quality
OBA:1000254		UBERON:0003654	metatarsal bone of digit 5	PATO:0000001	quality
OBA:1000255		UBERON:0002363	dura mater	PATO:0000001	quality
OBA:1000256		GO:0006541	glutamine metabolic process	PATO:0000001	quality
OBA:1000257		GO:0006144	purine nucleobase metabolic process	PATO:0000001	quality
OBA:1000258		GO:0008015	blood circulation	PATO:0000001	quality
OBA:1000259		GO:0006573	valine metabolic process	PATO:0000001	quality
OBA:1000260		UBERON:0010365	odontoid tissue	PATO:0000001	quality
OBA:1000261		UBERON:0000378	tongue muscle	PATO:0000001	quality
OBA:1000262		UBERON:0006664	greater palatine artery	PATO:0000001	quality
OBA:1000263		UBERON:0000173	amniotic fluid	PATO:0000001	quality
OBA:1000264		GO:0006486	protein glycosylation	PATO:0000001	quality
OBA:1000265		UBERON:0001686	auditory ossicle	PATO:0000001	quality
OBA:1000266		UBERON:0001772	corneal epithelium	PATO:0000001	quality
OBA:1000267		UBERON:0003292	meninx of spinal cord	PATO:0000001	quality
OBA:1000268		GO:0007049	cell cycle	PATO:0000001	quality
OBA:1000269		UBERON:0003634	pedal digit 4	PATO:0000001	quality
OBA:1000270		GO:0001573	ganglioside metabolic process	PATO:0000001	quality
OBA:1000271		UBERON:0004314	distal phalanx of manual digit 5	PATO:0000001	quality
OBA:1000272		UBERON:0002498	deltopectoral crest	PATO:0000001	quality
OBA:1000273		UBERON:0008788	posterior cranial fossa	PATO:0000001	quality
OBA:1000274		UBERON:0004108	clivus of occipital bone	PATO:0000001	quality
OBA:1000275		UBERON:0001556	lower urinary tract	PATO:0000001	quality
OBA:1000276		UBERON:0001576	intrinsic muscle of tongue	PATO:0000001	quality
OBA:1000277		UBERON:0001707	nasal cavity	PATO:0000001	quality
OBA:1000278		NBO:0000604	social inhibition	PATO:0000001	quality
OBA:1000279		UBERON:0011575	styloid process of ulna	PATO:0000001	quality
OBA:1000280		UBERON:0002080	heart right ventricle	PATO:0000001	quality
OBA:1000281		UBERON:0003951	ocular fundus	PATO:0000001	quality
OBA:1000282		UBERON:0011143	upper urinary tract	PATO:0000001	quality
OBA:1000283		UBERON:0004319	distal phalanx of pedal digit 5	PATO:0000001	quality
OBA:1000284		CL:0000518	phagocyte (sensu Vertebrata)	PATO:0000001	quality
OBA:1000285		UBERON:0004086	brain ventricle	PATO:0000001	quality
OBA:1000286		UBERON:0001575	extrinsic muscle of tongue	PATO:0000001	quality
OBA:1000287		UBERON:0001070	external carotid artery	PATO:0000001	quality
OBA:1000288		UBERON:0001351	lacrimal sac	PATO:0000001	quality
OBA:1000289		UBERON:0016413	medullary cavity of long bone	PATO:0000001	quality
OBA:1000290		UBERON:0003889	fallopian tube	PATO:0000001	quality
OBA:1000291		UBERON:0004313	distal phalanx of manual digit 4	PATO:0000001	quality
OBA:1000292		UBERON:0001638	vein	PATO:0000001	quality
OBA:1000293		UBERON:0000401	mandibular ramus	PATO:0000001	quality
OBA:1000294		GO:0070085	glycosylation	PATO:0000001	quality
OBA:1000295		UBERON:0001648	vestibulocochlear nerve	PATO:0000001	quality
OBA:1000296		UBERON:0004408	distal epiphysis of ulna	PATO:0000001	quality
OBA:1000297		UBERON:0003635	pedal digit 5	PATO:0000001	quality
OBA:1000298		UBERON:0006073	thoracic region of vertebral column	PATO:0000001	quality
OBA:1000299		UBERON:0004326	middle phalanx of pedal digit 4	PATO:0000001	quality
OBA:1000300		UBERON:0001424	ulna	PATO:0000001	quality
OBA:1000301		UBERON:0003496	head blood vessel	PATO:0000001	quality
OBA:1000302		GO:1901052	sarcosine metabolic process	PATO:0000001	quality
OBA:1000303		UBERON:0002196	adenohypophysis	PATO:0000001	quality
OBA:1000304		UBERON:0004413	proximal epiphysis of radius	PATO:0000001	quality
OBA:1000305		GO:0046110	xanthine metabolic process	PATO:0000001	quality
OBA:1000306		UBERON:0008833	great auricular nerve	PATO:0000001	quality
OBA:1000307		UBERON:0001732	pharyngeal tonsil	PATO:0000001	quality
OBA:1000308		UBERON:0003728	mediastinum	PATO:0000001	quality
OBA:1000309		NBO:0000416	vestibulo-ocular reflex	PATO:0000001	quality
OBA:1000310		UBERON:0002411	clitoris	PATO:0000001	quality
OBA:1000311		GO:0030261	chromosome condensation	PATO:0000001	quality
OBA:1000312		GO:0042359	vitamin D metabolic process	PATO:0000001	quality
OBA:1000313		UBERON:0008588	procerus	PATO:0000001	quality
OBA:1000314		UBERON:0001466	pedal digit	PATO:0000001	quality
OBA:1000315		GO:0006525	arginine metabolic process	PATO:0000001	quality
OBA:1000316		UBERON:0001683	jugal bone	PATO:0000001	quality
