iri,iri label,attribute,attribute label,entity,entity label
OBA:1000385,,PATO:0000001,quality,UBERON:0001769,iris
OBA:1000386,,PATO:0000001,quality,UBERON:0018408,infra-orbital nerve
OBA:1000387,,PATO:0000001,quality,UBERON:0008982,fascia
OBA:1000388,,PATO:0000001,quality,UBERON:0008595,levator anguli oris
OBA:1000389,,PATO:0000001,quality,UBERON:0004324,middle phalanx of pedal digit 2
OBA:1000390,,PATO:0000001,quality,UBERON:0001801,anterior segment of eyeball
OBA:1000391,,PATO:0000001,quality,GO:0007598,"blood coagulation, extrinsic pathway"
OBA:1000392,,PATO:0000001,quality,GO:0001676,long-chain fatty acid metabolic process
OBA:1000393,,PATO:0000001,quality,UBERON:0001603,lateral rectus extra-ocular muscle
OBA:1000394,,PATO:0000001,quality,UBERON:0004411,proximal epiphysis of humerus
OBA:1000395,,PATO:0000001,quality,GO:0006566,threonine metabolic process
OBA:1000396,,PATO:0000001,quality,UBERON:0001771,pupil
OBA:1000397,,PATO:0000001,quality,UBERON:0011110,humeroulnar joint
OBA:1000398,,PATO:0000001,quality,UBERON:0004465,musculature of neck
OBA:1000399,,PATO:0000001,quality,UBERON:0004410,distal epiphysis of fibula
OBA:1000400,,PATO:0000001,quality,NBO:0000128,irritability behavior
OBA:1000401,,PATO:0000001,quality,UBERON:0003729,mouth mucosa
OBA:1000402,,PATO:0000001,quality,UBERON:0011220,mastoid process of temporal bone
OBA:1000403,,PATO:0000001,quality,UBERON:0001847,lobule of pinna
OBA:1000404,,PATO:0000001,quality,GO:0006029,proteoglycan metabolic process
OBA:1000405,,PATO:0000001,quality,UBERON:0016446,hair of head
OBA:1000406,,PATO:0000001,quality,UBERON:0001895,metencephalon
OBA:1000407,,PATO:0000001,quality,NBO:0000011,social behavior
OBA:1000408,,PATO:0000001,quality,UBERON:0007709,superior cerebellar peduncle of pons
OBA:1000409,,PATO:0000001,quality,UBERON:0006657,glenoid fossa
OBA:1000410,,PATO:0000001,quality,UBERON:0010746,iliac blade
OBA:1000411,,PATO:0000001,quality,UBERON:0010234,palatopharyngeus muscle
OBA:1000412,,PATO:0000001,quality,UBERON:0001894,diencephalon
OBA:1000413,,PATO:0000001,quality,UBERON:0003652,metatarsal bone of digit 3
OBA:1000414,,PATO:0000001,quality,UBERON:0010260,umbilical blood vessel
OBA:1000415,,PATO:0000001,quality,GO:0006281,DNA repair
OBA:1000416,,PATO:0000001,quality,UBERON:0001274,ischium
OBA:1000417,,PATO:0000001,quality,UBERON:0003700,temporomandibular joint
OBA:1000418,,PATO:0000001,quality,CL:0000084,T cell
OBA:1000419,,PATO:0000001,quality,UBERON:0004325,middle phalanx of pedal digit 3
OBA:1000420,,PATO:0000001,quality,UBERON:0018405,inferior alveolar nerve
OBA:1000421,,PATO:0000001,quality,GO:0031052,chromosome breakage
OBA:1000422,,PATO:0000001,quality,UBERON:0004334,proximal phalanx of pedal digit 3
OBA:1000423,,PATO:0000001,quality,UBERON:0009552,distal segment of manual digit
OBA:1000424,,PATO:0000001,quality,UBERON:0010284,lacrimal punctum
OBA:1000425,,PATO:0000001,quality,UBERON:0011648,jaw muscle
OBA:1000426,,PATO:0000001,quality,UBERON:0002198,neurohypophysis
OBA:1000427,,PATO:0000001,quality,UBERON:0004316,distal phalanx of pedal digit 2
OBA:1000428,,PATO:0000001,quality,GO:0006558,L-phenylalanine metabolic process
OBA:1000429,,PATO:0000001,quality,UBERON:0003129,skull
OBA:1000430,,PATO:0000001,quality,UBERON:0001597,masseter muscle
OBA:1000431,,PATO:0000001,quality,UBERON:0004727,cochlear nerve
OBA:1000432,,PATO:0000001,quality,UBERON:0001586,internal jugular vein
OBA:1000433,,PATO:0000001,quality,UBERON:0006719,lateral pterygoid muscle
OBA:1000434,,PATO:0000001,quality,GO:0055064,chloride ion homeostasis
OBA:1000435,,PATO:0000001,quality,UBERON:0002360,meninx
OBA:1000436,,PATO:0000001,quality,UBERON:0003655,molar tooth
OBA:1000437,,PATO:0000001,quality,UBERON:0001817,lacrimal gland
OBA:1000438,,PATO:0000001,quality,UBERON:0003704,intrahepatic bile duct
OBA:1000439,,PATO:0000001,quality,UBERON:0004367,Descemet's membrane
OBA:1000440,,PATO:0000001,quality,UBERON:0007722,interphalangeal joint of manus
OBA:1000441,,PATO:0000001,quality,UBERON:0000990,reproductive system
OBA:1000442,,PATO:0000001,quality,UBERON:0007416,cerebellar peduncle
OBA:1000443,,PATO:0000001,quality,NBO:0000120,physical aggression behavior
OBA:1000444,,PATO:0000001,quality,UBERON:0005956,outflow part of left ventricle
OBA:1000445,,PATO:0000001,quality,UBERON:0004098,tibial plateaux
OBA:1000446,,PATO:0000001,quality,UBERON:0003633,pedal digit 3
OBA:1000447,,PATO:0000001,quality,UBERON:0008338,plantar part of pes
OBA:1000448,,PATO:0000001,quality,GO:0004035,alkaline phosphatase activity
OBA:1000449,,PATO:0000001,quality,UBERON:0002395,talus
OBA:1000450,,PATO:0000001,quality,UBERON:0011156,facial skeleton
OBA:1000451,,PATO:0000001,quality,UBERON:0002058,ciliary ganglion
OBA:1000452,,PATO:0000001,quality,GO:0005975,carbohydrate metabolic process
OBA:1000453,,PATO:0000001,quality,UBERON:0011859,internal acoustic meatus
OBA:1000454,,PATO:0000001,quality,UBERON:0001681,nasal bone
OBA:1000455,,PATO:0000001,quality,GO:0055069,zinc ion homeostasis
OBA:1000456,,PATO:0000001,quality,UBERON:0006609,corpus cavernosum
OBA:1000457,,PATO:0000001,quality,UBERON:0008594,zygomaticus minor muscle
OBA:1000458,,PATO:0000001,quality,UBERON:0004256,hindlimb zeugopod muscle
OBA:1000459,,PATO:0000001,quality,UBERON:0002097,skin of body
OBA:1000460,,PATO:0000001,quality,UBERON:0004118,vasculature of iris
OBA:1000461,,PATO:0000001,quality,UBERON:0004332,proximal phalanx of pedal digit 1
OBA:1000462,,PATO:0000001,quality,UBERON:0003216,hard palate
OBA:1000463,,PATO:0000001,quality,UBERON:0001508,arch of aorta
OBA:1000464,,PATO:0000001,quality,NBO:0000119,impulsive behavior
OBA:1000465,,PATO:0000001,quality,UBERON:0001557,upper respiratory tract
OBA:1000466,,PATO:0000001,quality,GO:0006687,glycosphingolipid metabolic process
OBA:1000467,,PATO:0000001,quality,UBERON:0002422,fourth ventricle
OBA:1000468,,PATO:0000001,quality,UBERON:0004318,distal phalanx of pedal digit 4
OBA:1000469,,PATO:0000001,quality,UBERON:0001582,buccinator muscle
OBA:1000470,,PATO:0000001,quality,UBERON:0001528,radio-ulnar joint
OBA:1000471,,PATO:0000001,quality,UBERON:0001021,nerve
OBA:1000472,,PATO:0000001,quality,GO:0006547,histidine metabolic process
OBA:1000473,,PATO:0000001,quality,GO:0042703,menstruation
OBA:1000474,,PATO:0000001,quality,UBERON:0001833,lip
OBA:1000475,,PATO:0000001,quality,UBERON:0010952,frontalis muscle belly
OBA:1000476,,PATO:0000001,quality,UBERON:0014693,inferior alveolar artery
OBA:1000477,,PATO:0000001,quality,UBERON:0001811,conjunctiva
OBA:1000478,,PATO:0000001,quality,GO:0009081,branched-chain amino acid metabolic process
OBA:1000479,,PATO:0000001,quality,UBERON:0014386,vertebral endplate
OBA:1000480,,PATO:0000001,quality,GO:0019852,L-ascorbic acid metabolic process
OBA:1000481,,PATO:0000001,quality,UBERON:0009002,placental membrane
OBA:1000482,,PATO:0000001,quality,CL:0000218,Schwann cell
OBA:1000483,,PATO:0000001,quality,UBERON:0001619,ophthalmic artery
OBA:1000484,,PATO:0000001,quality,UBERON:0011111,humeroradial joint
OBA:1000485,,PATO:0000001,quality,UBERON:0002016,pulmonary vein
OBA:1000486,,PATO:0000001,quality,UBERON:0003677,tooth root
OBA:1000487,,PATO:0000001,quality,UBERON:0008878,palmar part of manus
OBA:1000488,,PATO:0000001,quality,GO:0055074,calcium ion homeostasis
OBA:1000489,,PATO:0000001,quality,UBERON:0001620,central retinal artery
OBA:1000490,,PATO:0000001,quality,UBERON:0002707,corticospinal tract
OBA:1000491,,PATO:0000001,quality,UBERON:0003651,metatarsal bone of digit 2
OBA:1000492,,PATO:0000001,quality,UBERON:0003866,middle phalanx of pes
OBA:1000493,,PATO:0000001,quality,NBO:0000446,visual pursuit
OBA:1000494,,PATO:0000001,quality,GO:0006493,protein O-linked glycosylation
OBA:1000495,,PATO:0000001,quality,UBERON:0003709,circle of Willis
OBA:1000496,,PATO:0000001,quality,UBERON:0004089,midface
OBA:1000497,,PATO:0000001,quality,UBERON:0005467,platysma
OBA:1000498,,PATO:0000001,quality,GO:0006570,tyrosine metabolic process
OBA:1000499,,PATO:0000001,quality,GO:0000096,sulfur amino acid metabolic process
OBA:1000500,,PATO:0000001,quality,GO:0055067,monovalent inorganic cation homeostasis
OBA:1000501,,PATO:0000001,quality,UBERON:0001449,phalanx of pes
OBA:1000502,,PATO:0000001,quality,GO:0006549,isoleucine metabolic process
OBA:1000503,,PATO:0000001,quality,UBERON:0001572,hyoglossus muscle
OBA:1000504,,PATO:0000001,quality,UBERON:0001598,temporalis muscle
OBA:1000505,,PATO:0000001,quality,GO:0003014,renal system process
OBA:1000506,,PATO:0000001,quality,UBERON:0006558,lymphatic part of lymphoid system
OBA:1000507,,PATO:0000001,quality,UBERON:0001612,facial artery
OBA:1000508,,PATO:0000001,quality,UBERON:0001447,tarsal bone
OBA:1000509,,PATO:0000001,quality,UBERON:0004864,vasculature of retina
OBA:1000510,,PATO:0000001,quality,UBERON:0004320,middle phalanx of manual digit 2
OBA:1000511,,PATO:0000001,quality,UBERON:0002500,zygomatic arch
OBA:1000512,,PATO:0000001,quality,UBERON:0002453,ethmoid sinus
OBA:1000513,,PATO:0000001,quality,UBERON:0012318,anterior ethmoidal artery
OBA:1000514,,PATO:0000001,quality,UBERON:0006689,frenulum of tongue
OBA:1000515,,PATO:0000001,quality,GO:0042373,vitamin K metabolic process
OBA:1000516,,PATO:0000001,quality,UBERON:0006322,inferior rectus extraocular muscle
OBA:1000517,,PATO:0000001,quality,UBERON:0005438,coronary sinus
OBA:1000518,,PATO:0000001,quality,UBERON:0000007,pituitary gland
OBA:1000519,,PATO:0000001,quality,GO:0006560,proline metabolic process
OBA:1000520,,PATO:0000001,quality,UBERON:0000210,tetrapod parietal bone
OBA:1000521,,PATO:0000001,quality,UBERON:0000079,male reproductive system
OBA:1000522,,PATO:0000001,quality,GO:0006563,L-serine metabolic process
OBA:1000523,,PATO:0000001,quality,UBERON:0001174,common bile duct
OBA:1000524,,PATO:0000001,quality,UBERON:0004087,vena cava
OBA:1000525,,PATO:0000001,quality,UBERON:0001896,medulla oblongata
OBA:1000526,,PATO:0000001,quality,UBERON:0004321,middle phalanx of manual digit 3
OBA:1000527,,PATO:0000001,quality,UBERON:0007156,inferior thyroid vein
OBA:1000528,,PATO:0000001,quality,GO:0042593,glucose homeostasis
OBA:1000529,,PATO:0000001,quality,UBERON:0000045,ganglion
OBA:1000530,,PATO:0000001,quality,UBERON:0001535,vertebral artery
OBA:1000531,,PATO:0000001,quality,UBERON:0003338,ganglion of peripheral nervous system
OBA:1000532,,PATO:0000001,quality,UBERON:0001573,styloglossus
OBA:1000533,,PATO:0000001,quality,UBERON:0004085,labium majora
OBA:1000534,,PATO:0000001,quality,UBERON:0002228,rib
OBA:1000535,,PATO:0000001,quality,UBERON:0001365,sacro-iliac joint
OBA:1000536,,PATO:0000001,quality,UBERON:0000964,cornea
OBA:1000537,,PATO:0000001,quality,UBERON:0010946,occipitofrontalis muscle
OBA:1000538,,PATO:0000001,quality,GO:0010960,magnesium ion homeostasis
OBA:1000539,,PATO:0000001,quality,NBO:0000605,sexual inhibition
OBA:1000540,,PATO:0000001,quality,UBERON:0001623,dorsal nasal artery
OBA:1000541,,PATO:0000001,quality,UBERON:0006074,lumbar region of vertebral column
OBA:1000542,,PATO:0000001,quality,GO:0009235,cobalamin metabolic process
OBA:1000543,,PATO:0000001,quality,UBERON:0010235,uvular muscle
OBA:1000544,,PATO:0000001,quality,NBO:0000403,voluntary movement behavior
OBA:1000545,,PATO:0000001,quality,UBERON:0000992,female gonad
OBA:1000546,,PATO:0000001,quality,UBERON:0001295,endometrium
OBA:1000547,,PATO:0000001,quality,UBERON:0001802,posterior segment of eyeball
OBA:1000548,,PATO:0000001,quality,UBERON:0001646,abducens nerve
OBA:1000549,,PATO:0000001,quality,UBERON:0013699,strand of axillary hair
OBA:1000550,,PATO:0000001,quality,GO:0042360,vitamin E metabolic process
OBA:1000551,,PATO:0000001,quality,UBERON:0001777,substantia propria of cornea
OBA:1000552,,PATO:0000001,quality,UBERON:0004769,diaphysis
OBA:1000553,,PATO:0000001,quality,GO:0036066,protein O-linked fucosylation
OBA:1000554,,PATO:0000001,quality,UBERON:0004571,systemic arterial system
OBA:1000555,,PATO:0000001,quality,UBERON:0004323,middle phalanx of manual digit 5
OBA:1000556,,PATO:0000001,quality,UBERON:0016464,dorsum of nose
OBA:1000557,,PATO:0000001,quality,UBERON:0001610,lingual artery
OBA:1000558,,PATO:0000001,quality,GO:0022011,myelination in peripheral nervous system
OBA:1000559,,PATO:0000001,quality,CL:0000623,natural killer cell
OBA:1000560,,PATO:0000001,quality,UBERON:0008775,proximal epiphysis of fibula
OBA:1000561,,PATO:0000001,quality,UBERON:0003697,abdominal wall
OBA:1000562,,PATO:0000001,quality,UBERON:0016440,glabella region of bone
OBA:1000563,,PATO:0000001,quality,UBERON:0001663,cerebral vein
OBA:1000564,,PATO:0000001,quality,CL:0000129,microglial cell
OBA:1000565,,PATO:0000001,quality,UBERON:0001571,genioglossus muscle
OBA:1000566,,PATO:0000001,quality,UBERON:0004090,periorbital region
OBA:1000567,,PATO:0000001,quality,UBERON:0002019,accessory XI nerve
OBA:1000568,,PATO:0000001,quality,UBERON:0004404,distal epiphysis of humerus
OBA:1000569,,PATO:0000001,quality,UBERON:0001564,mylohyoid muscle
OBA:1000570,,PATO:0000001,quality,UBERON:0001051,hypopharynx
OBA:1000571,,PATO:0000001,quality,UBERON:0004315,distal phalanx of pedal digit 1
OBA:1000572,,PATO:0000001,quality,UBERON:0001446,fibula
OBA:1000573,,PATO:0000001,quality,GO:0055062,phosphate ion homeostasis
OBA:1000574,,PATO:0000001,quality,CL:0000236,B cell
OBA:1000575,,PATO:0000001,quality,UBERON:0003862,pedal digit 4 phalanx
OBA:1000576,,PATO:0000001,quality,GO:0033559,unsaturated fatty acid metabolic process
OBA:1000577,,PATO:0000001,quality,UBERON:0002544,digit
OBA:1000578,,PATO:0000001,quality,UBERON:0001098,incisor tooth
OBA:1000579,,PATO:0000001,quality,GO:0000052,citrulline metabolic process
OBA:1000580,,PATO:0000001,quality,UBERON:0001814,brachial nerve plexus
OBA:1000581,,PATO:0000001,quality,UBERON:0001850,lacrimal drainage system
OBA:1000582,,PATO:0000001,quality,GO:0009437,carnitine metabolic process
OBA:1000583,,PATO:0000001,quality,GO:0019752,carboxylic acid metabolic process
OBA:1000584,,PATO:0000001,quality,UBERON:0001016,nervous system
OBA:1000585,,PATO:0000001,quality,GO:0006801,superoxide metabolic process
OBA:1000586,,PATO:0000001,quality,UBERON:0002375,cricoid cartilage
OBA:1000587,,PATO:0000001,quality,UBERON:0004100,renal collecting system
OBA:1000588,,PATO:0000001,quality,NBO:0000617,laughing behavior
OBA:1000589,,PATO:0000001,quality,GO:0006600,creatine metabolic process
OBA:1000590,,PATO:0000001,quality,UBERON:0004395,epiphysis of first metatarsal bone
OBA:1000591,,PATO:0000001,quality,UBERON:0001423,radius bone
OBA:1000592,,PATO:0000001,quality,UBERON:0001076,neural spine
OBA:1000593,,PATO:0000001,quality,UBERON:0007120,premolar tooth
OBA:1000594,,PATO:0000001,quality,UBERON:0002207,xiphoid process
OBA:1000595,,PATO:0000001,quality,UBERON:0006822,proximal epiphysis of ulna
OBA:1000596,,PATO:0000001,quality,GO:0009066,aspartate family amino acid metabolic process
OBA:1000597,,PATO:0000001,quality,UBERON:0003650,metatarsal bone of digit 1
OBA:1000598,,PATO:0000001,quality,UBERON:0002293,costochondral joint
OBA:1000599,,PATO:0000001,quality,UBERON:0005413,spinocerebellar tract
OBA:1000600,,PATO:0000001,quality,UBERON:0004407,distal epiphysis of radius
OBA:1000601,,PATO:0000001,quality,UBERON:0006718,medial pterygoid muscle
OBA:1000602,,PATO:0000001,quality,GO:0001843,neural tube closure
OBA:1000603,,PATO:0000001,quality,NBO:0000003,emotional behavior
OBA:1000604,,PATO:0000001,quality,GO:0032787,monocarboxylic acid metabolic process
OBA:1000605,,PATO:0000001,quality,UBERON:0002362,arachnoid mater
OBA:1000606,,PATO:0000001,quality,UBERON:0000323,late embryo
OBA:1000607,,PATO:0000001,quality,UBERON:0006320,inferior oblique extraocular muscle
OBA:1000608,,PATO:0000001,quality,UBERON:0010230,eyeball of camera-type eye
OBA:1000609,,PATO:0000001,quality,GO:0070293,renal absorption
OBA:1000610,,PATO:0000001,quality,UBERON:0002234,proximal phalanx of manus
OBA:1000611,,PATO:0000001,quality,UBERON:0003653,metatarsal bone of digit 4
OBA:1000612,,PATO:0000001,quality,GO:0003010,voluntary skeletal muscle contraction
OBA:1000613,,PATO:0000001,quality,UBERON:0003725,cervical plexus
OBA:1000614,,PATO:0000001,quality,UBERON:0002343,abdomen musculature
OBA:1000615,,PATO:0000001,quality,UBERON:0001697,orbit of skull
OBA:1000616,,PATO:0000001,quality,GO:0006522,alanine metabolic process
OBA:1000617,,PATO:0000001,quality,UBERON:0002390,hematopoietic system
OBA:1000618,,PATO:0000001,quality,UBERON:0001676,occipital bone
OBA:1000619,,PATO:0000001,quality,GO:0006487,protein N-linked glycosylation
OBA:1000620,,PATO:0000001,quality,UBERON:0001987,placenta
OBA:1000621,,PATO:0000001,quality,UBERON:0000981,femur
OBA:1000622,,PATO:0000001,quality,UBERON:0001622,lacrimal artery
OBA:1000623,,PATO:0000001,quality,UBERON:0002224,thoracic cavity
OBA:1000624,,PATO:0000001,quality,GO:0042713,sperm ejaculation
OBA:1000625,,PATO:0000001,quality,UBERON:0000916,abdomen
OBA:1000626,,PATO:0000001,quality,UBERON:0002331,umbilical cord
OBA:1000627,,PATO:0000001,quality,UBERON:0010408,ocular angle artery
OBA:1000628,,PATO:0000001,quality,UBERON:0003867,distal phalanx of pes
OBA:1000629,,PATO:0000001,quality,UBERON:0004092,hypothalamus-pituitary axis
OBA:1000630,,PATO:0000001,quality,GO:0055080,cation homeostasis
OBA:1000631,,PATO:0000001,quality,UBERON:0001764,maxillary sinus
OBA:1000632,,PATO:0000001,quality,UBERON:0001436,phalanx of manus
OBA:1000633,,PATO:0000001,quality,GO:0006783,heme biosynthetic process
OBA:1000634,,PATO:0000001,quality,GO:0060464,lung lobe formation
OBA:1000635,,PATO:0000001,quality,UBERON:0002107,liver
OBA:1000636,,PATO:0000001,quality,UBERON:0010933,orbicularis oris muscle
OBA:1000637,,PATO:0000001,quality,UBERON:0001604,levator palpebrae superioris
OBA:1000638,,PATO:0000001,quality,UBERON:0001813,somatic nerve plexus
OBA:1000639,,PATO:0000001,quality,UBERON:0002094,interventricular septum
OBA:1000640,,PATO:0000001,quality,UBERON:0004703,dorsal thalamus
OBA:1000641,,PATO:0000001,quality,GO:0072377,"blood coagulation, common pathway"
OBA:1000642,,PATO:0000001,quality,GO:0050892,intestinal absorption
OBA:1000643,,PATO:0000001,quality,UBERON:0001753,cementum
OBA:1000644,,PATO:0000001,quality,UBERON:0002000,gluteal muscle
OBA:1000645,,PATO:0000001,quality,UBERON:0008597,depressor anguli oris muscle
OBA:1000646,,PATO:0000001,quality,UBERON:0005810,cervical vertebra 1 anterior tubercle
OBA:1000647,,PATO:0000001,quality,NBO:0000171,associative learning behavior
OBA:1000648,,PATO:0000001,quality,NBO:0000333,chemical nociceptive behavior
OBA:1000649,,PATO:0000001,quality,GO:0042640,anagen
OBA:1000650,,PATO:0000001,quality,GO:0004096,catalase activity
OBA:1000651,,PATO:0000001,quality,GO:0001806,type IV hypersensitivity
OBA:1000652,,PATO:0000001,quality,NBO:0000555,spatial working memory
OBA:1000653,,PATO:0000001,quality,UBERON:0006430,xiphoid cartilage
OBA:1000654,,PATO:0000001,quality,NBO:0000136,saccharin consumption
OBA:1000655,,PATO:0000001,quality,GO:0004585,ornithine carbamoyltransferase activity
OBA:1000656,,PATO:0000001,quality,NBO:0000450,social grooming
OBA:1000657,,PATO:0000001,quality,NBO:0000098,response to novel object
OBA:1000658,,PATO:0000001,quality,GO:0004104,cholinesterase activity
OBA:1000659,,PATO:0000001,quality,UBERON:0002974,molecular layer of cerebellar cortex
OBA:1000660,,PATO:0000001,quality,UBERON:0004451,trunk or cervical vertebra
OBA:1000661,,PATO:0000001,quality,UBERON:0002443,choroidal blood vessel
OBA:1000662,,PATO:0000001,quality,GO:0004511,tyrosine 3-monooxygenase activity
OBA:1000663,,PATO:0000001,quality,CL:0000650,mesangial cell
OBA:1000664,,PATO:0000001,quality,NBO:0000560,barbering behavior
OBA:1000665,,PATO:0000001,quality,UBERON:0010510,strand of auchene hair
OBA:1000666,,PATO:0000001,quality,UBERON:0014451,tongue taste bud
OBA:1000667,,PATO:0000001,quality,GO:0004111,creatine kinase activity
OBA:1000668,,PATO:0000001,quality,NBO:0001571,behavioral response to light
OBA:1000669,,PATO:0000001,quality,GO:0001658,branching involved in ureteric bud morphogenesis
OBA:1000670,,PATO:0000001,quality,GO:0001957,intramembranous ossification
OBA:1000671,,PATO:0000001,quality,UBERON:0010753,lymph node secondary follicle
OBA:1000672,,PATO:0000001,quality,GO:0032402,melanosome transport
OBA:1000673,,PATO:0000001,quality,GO:0050885,neuromuscular process controlling balance
OBA:1000674,,PATO:0000001,quality,UBERON:0010511,strand of awl hair
OBA:1000675,,PATO:0000001,quality,UBERON:0001077,transverse process of vertebra
OBA:1000676,,PATO:0000001,quality,GO:1903709,uterine gland development
OBA:1000677,,PATO:0000001,quality,UBERON:0001839,bony labyrinth
OBA:1000678,,PATO:0000001,quality,NBO:0000001,body part movement
OBA:1000679,,PATO:0000001,quality,NBO:0001915,cocaine consumption
OBA:1000680,,PATO:0000001,quality,GO:0033878,hormone-sensitive lipase activity
OBA:1000681,,PATO:0000001,quality,NBO:0000570,head bobbing
OBA:1000682,,PATO:0000001,quality,UBERON:0005367,hippocampus granule cell layer
OBA:1000683,,PATO:0000001,quality,GO:0045136,development of secondary sexual characteristics
OBA:1000684,,PATO:0000001,quality,NBO:0000013,locomotory behavior
OBA:1000685,,PATO:0000001,quality,NBO:0000211,conditioned taste aversion
OBA:1000686,,PATO:0000001,quality,UBERON:0001798,vitreous body
OBA:1000687,,PATO:0000001,quality,NBO:0000152,maternal nurturing behavior
OBA:1000688,,PATO:0000001,quality,GO:0001802,type III hypersensitivity
OBA:1000689,,PATO:0000001,quality,GO:0004031,aldehyde oxidase activity
OBA:1000690,,PATO:0000001,quality,NBO:0000134,food consumption
OBA:1000691,,PATO:0000001,quality,NBO:0000166,circadian rhythm
OBA:1000692,,PATO:0000001,quality,GO:0004656,procollagen-proline 4-dioxygenase activity
OBA:1000693,,PATO:0000001,quality,NBO:0000334,mechanical nociceptive behavior
OBA:1000694,,PATO:0000001,quality,UBERON:0006615,venous sinus
OBA:1000695,,PATO:0000001,quality,UBERON:0002215,synchondrosis
OBA:1000696,,PATO:0000001,quality,GO:0048341,paraxial mesoderm formation
OBA:1000697,,PATO:0000001,quality,UBERON:0001862,vestibular labyrinth
OBA:1000698,,PATO:0000001,quality,UBERON:0004872,splanchnic layer of lateral plate mesoderm
OBA:1000699,,PATO:0000001,quality,UBERON:0006658,interphalangeal joint
OBA:1000700,,PATO:0000001,quality,GO:0072001,renal system development
OBA:1000701,,PATO:0000001,quality,GO:0030018,Z disc
OBA:1000702,,PATO:0000001,quality,GO:1903699,tarsal gland development
OBA:1000703,,PATO:0000001,quality,GO:0004731,purine-nucleoside phosphorylase activity
OBA:1000704,,PATO:0000001,quality,UBERON:0001352,external acoustic meatus
OBA:1000705,,PATO:0000001,quality,GO:0097009,energy homeostasis
OBA:1000706,,PATO:0000001,quality,GO:0004418,hydroxymethylbilane synthase activity
OBA:1000707,,PATO:0000001,quality,NBO:0000103,coping behavior
OBA:1000708,,PATO:0000001,quality,NBO:0000584,clutching reflex
OBA:1000709,,PATO:0000001,quality,GO:0042730,fibrinolysis
OBA:1000710,,PATO:0000001,quality,UBERON:0002195,trabecula of lymph node
OBA:1000711,,PATO:0000001,quality,NBO:0000336,chemically-elicited antinociceptive behavior
OBA:1000712,,PATO:0000001,quality,NBO:0000447,locomotor activation behavior
OBA:1000713,,PATO:0000001,quality,NBO:0000330,cutaneous sensation behavior
OBA:1000714,,PATO:0000001,quality,GO:0004601,peroxidase activity
OBA:1000715,,PATO:0000001,quality,GO:0060235,lens induction in camera-type eye
OBA:1000716,,PATO:0000001,quality,GO:0003870,5-aminolevulinate synthase activity
OBA:1000717,,PATO:0000001,quality,NBO:0001728,behavioral response to addictive substance
OBA:1000718,,PATO:0000001,quality,NBO:0000574,optokinetic reflex
OBA:1000719,,PATO:0000001,quality,GO:0007143,female meiotic division
OBA:1000720,,PATO:0000001,quality,GO:0060384,innervation
OBA:1000721,,PATO:0000001,quality,GO:0042637,catagen
OBA:1000722,,PATO:0000001,quality,CL:0000300,gamete
OBA:1000723,,PATO:0000001,quality,NBO:0000172,olfactory learning behavior
OBA:1000724,,PATO:0000001,quality,NBO:0001679,behavioral response to xenobiotics
OBA:1000725,,PATO:0000001,quality,UBERON:0006946,efferent duct
OBA:1000726,,PATO:0000001,quality,NBO:0000020,head movement
OBA:1000727,,PATO:0000001,quality,GO:0050879,multicellular organismal movement
OBA:1000728,,PATO:0000001,quality,GO:0004743,pyruvate kinase activity
OBA:1000729,,PATO:0000001,quality,NBO:0000552,long term object recognition memory
OBA:1000730,,PATO:0000001,quality,UBERON:0002006,cortex of lymph node
OBA:1000731,,PATO:0000001,quality,NBO:0000157,nest building behavior
OBA:1000732,,PATO:0000001,quality,GO:0004340,glucokinase activity
OBA:1000733,,PATO:0000001,quality,NBO:0000097,response to novel environment
OBA:1000734,,PATO:0000001,quality,GO:0007140,male meiosis
OBA:1000735,,PATO:0000001,quality,NBO:0000023,head shaking
OBA:1000736,,PATO:0000001,quality,UBERON:0010417,lymph node T cell domain
OBA:1000737,,PATO:0000001,quality,NBO:0000576,pinna reflex
OBA:1000738,,PATO:0000001,quality,UBERON:0000052,fornix of brain
OBA:1000739,,PATO:0000001,quality,NBO:0000146,mating receptivity
OBA:1000740,,PATO:0000001,quality,UBERON:0002393,pharyngotympanic tube
OBA:1000741,,PATO:0000001,quality,NBO:0000389,reflexive behavior
OBA:1000742,,PATO:0000001,quality,GO:0033484,nitric oxide homeostasis
OBA:1000743,,PATO:0000001,quality,GO:0009416,response to light stimulus
OBA:1000744,,PATO:0000001,quality,GO:0004351,glutamate decarboxylase activity
OBA:1000745,,PATO:0000001,quality,UBERON:0001310,umbilical artery
OBA:1000746,,PATO:0000001,quality,NBO:0000331,nociceptive behavior
OBA:1000747,,PATO:0000001,quality,NBO:0000559,maternal grooming
OBA:1000748,,PATO:0000001,quality,NBO:0000079,feeding behavior
OBA:1000749,,PATO:0000001,quality,UBERON:0002468,foliate papilla
OBA:1000750,,PATO:0000001,quality,GO:0097283,keratinocyte apoptotic process
OBA:1000751,,PATO:0000001,quality,GO:0042060,wound healing
OBA:1000752,,PATO:0000001,quality,GO:0060208,proestrus
OBA:1000753,,PATO:0000001,quality,NBO:0000150,maternal behavior
OBA:1000754,,PATO:0000001,quality,UBERON:0002226,basilar membrane of cochlea
OBA:1000755,,PATO:0000001,quality,UBERON:0000086,zona pellucida
OBA:1000756,,PATO:0000001,quality,GO:0001958,endochondral ossification
OBA:1000757,,PATO:0000001,quality,NBO:0000355,posture
