iri	iri label	entity	entity label	attribute	attribute label
OBA:0002602		UBERON:0002146	pulmonary valve	PATO:0000944	sharpness
OBA:0002603		UBERON:0002217	synovial joint	PATO:0000117	size
OBA:0002604		UBERON:0006658	interphalangeal joint	PATO:0001543	flexibility
OBA:0002605		UBERON:0002343	abdomen musculature	PATO:0000070	amount
OBA:0002606		UBERON:0003704	intrahepatic bile duct	PATO:0000141	structure
OBA:0002607		UBERON:0001045	midgut	PATO:0001599	rotated
OBA:0002608		UBERON:0001264	pancreas	PATO:0000025	composition
OBA:0002609		UBERON:0000160	intestine	PATO:0000136	closure
OBA:0002610		UBERON:0000160	intestine	PATO:0000025	composition
OBA:0002611		UBERON:0001173	biliary tree	PATO:0000136	closure
OBA:0002612		UBERON:0001264	pancreas	PATO:0000141	structure
OBA:0002613		UBERON:0002115	jejunum	PATO:0000136	closure
OBA:0002614		UBERON:0002107	liver	PATO:0002037	degeneration
OBA:0002615		UBERON:0003703	extrahepatic bile duct	PATO:0000136	closure
OBA:0002616		UBERON:0000160	intestine	PATO:0000117	size
OBA:0002617		UBERON:0002378	muscle of abdomen	PATO:0000117	size
OBA:0002618		UBERON:0003704	intrahepatic bile duct	PATO:0000136	closure
OBA:0002619		UBERON:0001100	pectoralis minor	PATO:0000070	amount
OBA:0002620		UBERON:0001443	chest	PATO:0000117	size
OBA:0002621		UBERON:0003407	cartilage of nasal septum	PATO:0000070	amount
OBA:0002622		UBERON:0012128	nose tip	PATO:0000140	position
OBA:0002623		UBERON:0008340	nasal bridge	PATO:0001591	curvature
OBA:0002624		UBERON:0008340	nasal bridge	PATO:0000070	amount
OBA:0002625		UBERON:0001532	internal carotid artery	PATO:0000117	size
OBA:0002626		UBERON:0001638	vein	PATO:0001626	sufficiency
OBA:0002627		UBERON:0001508	arch of aorta	PATO:0000025	composition
OBA:0002628		UBERON:0002016	pulmonary vein	PATO:0000117	size
OBA:0002629		UBERON:0000102	lung vasculature	PATO:0000070	amount
OBA:0002630		UBERON:0001706	nasal septum	PATO:0000140	position
OBA:0002631		UBERON:0000388	epiglottis	PATO:0000117	size
OBA:0002632		GO:0030183	B cell differentiation	PATO:0001509	functionality
OBA:0002633		CL:0000236	B cell	PATO:0000070	amount
OBA:0002634		GO:0042113	B cell activation	PATO:0001509	functionality
OBA:0002635		CL:0000775	neutrophil	PATO:0001488	cellular motility
OBA:0002636		CL:0000084	T cell	PATO:0000070	amount
OBA:0002637		CL:0000492	CD4-positive helper T cell	PATO:0000070	amount
OBA:0002638		CL:0000795	CD8-positive, alpha-beta regulatory T cell	PATO:0000070	amount
OBA:0002639		UBERON:0002489	coronal suture	PATO:0000136	closure
OBA:0002640		UBERON:0008788	posterior cranial fossa	PATO:0000117	size
OBA:0002641		UBERON:0002453	ethmoid sinus	PATO:0000070	amount
OBA:0002642		UBERON:0006059	falx cerebri	PATO:0000025	composition
OBA:0002643		UBERON:0000209	tetrapod frontal bone	PATO:0000117	size
OBA:0002644		UBERON:0001676	occipital bone	PATO:0001591	curvature
OBA:0002645		UBERON:0002492	sagittal suture	PATO:0000136	closure
OBA:0002646		UBERON:0002490	frontal suture	PATO:0000140	position
OBA:0002647		UBERON:0006683	posterior fontanelle	PATO:0002325	onset quality
OBA:0002648		CL:0000556	megakaryocyte	PATO:0000070	amount
OBA:0002649		UBERON:0000074	renal glomerulus	PATO:0000070	amount
OBA:0002650		UBERON:0006658	interphalangeal joint	PATO:0000004	mobility
OBA:0002651		UBERON:0002495	long bone	PATO:0000117	size
OBA:0002652		UBERON:0002386	forelimb zeugopod	PATO:0000070	amount
OBA:0002653		UBERON:0003633	pedal digit 3	PATO:0000122	length
OBA:0002654		UBERON:0001066	intervertebral disk	PATO:0000025	composition
OBA:0002655		UBERON:0006801	proximal head of humerus	PATO:0000051	morphology
OBA:0002656		UBERON:0004314	distal phalanx of manual digit 5	PATO:0002175	deviation
OBA:0002657		UBERON:0003466	forelimb zeugopod bone	PATO:0000117	size
OBA:0002658		UBERON:0002414	lumbar vertebra	PATO:0001591	curvature
OBA:0002659		UBERON:0004657	mandible condylar process	PATO:0000117	size
OBA:0002660		UBERON:0003865	distal phalanx of manus	PATO:0000070	amount
OBA:0002661		UBERON:0003864	middle phalanx of manus	PATO:0000122	length
OBA:0002662		UBERON:0003632	pedal digit 2	PATO:0002175	deviation
OBA:0002663		GO:0070977	bone maturation	PATO:0000057	occurrence
OBA:0002664		UBERON:0003864	middle phalanx of manus	PATO:0002006	2-D shape
OBA:0002665		UBERON:0004337	distal phalanx of manual digit 1	PATO:0002005	concavity
OBA:0002666		UBERON:0017670	bony part of cervical vertebral arch	PATO:0000136	closure
OBA:0002667		UBERON:0017692	internal surface of cranial base	PATO:0000117	size
OBA:0002668		UBERON:0004337	distal phalanx of manual digit 1	PATO:0002175	deviation
OBA:0002669		UBERON:0002374	metacarpal bone	PATO:0000070	amount
OBA:0002670		GO:0005929	cilium	PATO:0001433	growth quality of occurrent
OBA:0002671		UBERON:0001737	larynx	PATO:0000136	closure
OBA:0002672		GO:0006094	gluconeogenesis	PATO:0000161	rate
OBA:0002673		UBERON:0000056	ureter	PATO:0000136	closure
OBA:0002674		UBERON:0003221	phalanx	PATO:0000117	size
OBA:0002675		UBERON:0004387	epiphysis of phalanx of manus	PATO:0002006	2-D shape
OBA:0002676		UBERON:0003646	metacarpal bone of digit 2	PATO:0000122	length
OBA:0002677		UBERON:0002374	metacarpal bone	PATO:0002009	branchiness
OBA:0002678		UBERON:0013753	distal epiphysis of metacarpal bone	PATO:0000117	size
OBA:0002679		UBERON:0004390	epiphysis of metacarpal bone	PATO:0002007	convex 3-D shape
OBA:0002680		UBERON:0002374	metacarpal bone	PATO:0000944	sharpness
OBA:0002681		UBERON:0002234	proximal phalanx of manus	PATO:0000122	length
OBA:0002682		UBERON:0004390	epiphysis of metacarpal bone	PATO:0000117	size
OBA:0002683		UBERON:0001436	phalanx of manus	PATO:0000122	length
OBA:0002684		UBERON:0001463	manual digit 1	PATO:0002175	deviation
OBA:0002685		UBERON:0019246	palmar skin crease	PATO:0000140	position
OBA:0002686		UBERON:0003695	metacarpophalangeal joint	PATO:0000117	size
OBA:0002687		UBERON:0002374	metacarpal bone	PATO:0002007	convex 3-D shape
OBA:0002688		UBERON:0009767	proximal interphalangeal joint	PATO:0000140	position
OBA:0002689		UBERON:0001435	carpal bone	PATO:0000140	position
OBA:0002690		UBERON:0019246	palmar skin crease	PATO:0000117	size
OBA:0002691		UBERON:0009767	proximal interphalangeal joint	PATO:0000117	size
OBA:0002692		UBERON:0001436	phalanx of manus	PATO:0000944	sharpness
OBA:0002693		UBERON:0009768	distal interphalangeal joint	PATO:0000004	mobility
OBA:0002694		UBERON:0002374	metacarpal bone	PATO:0000052	shape
OBA:0002695		UBERON:0006658	interphalangeal joint	PATO:0000140	position
OBA:0002696		UBERON:0006658	interphalangeal joint	PATO:0000117	size
OBA:0002697		UBERON:0009767	proximal interphalangeal joint	PATO:0000141	structure
OBA:0002698		CL:0000169	type B pancreatic cell	PATO:0000070	amount
OBA:0002699		GO:0070166	enamel mineralization	PATO:0000161	rate
OBA:0002700		UBERON:0018551	central incisor tooth	PATO:0000070	amount
OBA:0002701		UBERON:0018603	upper central incisor tooth	PATO:0000070	amount
OBA:0002702		UBERON:0001752	enamel	PATO:0000117	size
OBA:0002703		UBERON:0007116	primary dentition	PATO:0000117	size
OBA:0002704		UBERON:0007116	primary dentition	PATO:0000082	persistence
OBA:0002705		UBERON:0003677	tooth root	PATO:0000122	length
OBA:0002706		UBERON:0016453	lower secondary premolar tooth	PATO:0000051	morphology
OBA:0002707		UBERON:0003451	lower jaw incisor	PATO:0002007	convex 3-D shape
OBA:0002708		UBERON:0013616	primary molar tooth	PATO:0000051	morphology
OBA:0002709		UBERON:0001098	incisor tooth	PATO:0002006	2-D shape
OBA:0002710		UBERON:0007120	premolar tooth	PATO:0000117	size
OBA:0002711		UBERON:0018601	lower central incisor tooth	PATO:0000070	amount
OBA:0002712		UBERON:0004384	epiphysis of femur	PATO:0001019	mass density
OBA:0002713		UBERON:0002446	patella	PATO:0000060	spatial pattern
OBA:0002714		UBERON:0004408	distal epiphysis of ulna	PATO:0000025	composition
OBA:0002715		UBERON:0010709	pelvic complex	PATO:0000122	length
OBA:0002716		UBERON:0004407	distal epiphysis of radius	PATO:0000117	size
OBA:0002717		UBERON:0006864	distal metaphysis of femur	PATO:0000117	size
OBA:0002718		UBERON:0002495	long bone	PATO:0001019	mass density
OBA:0002719		UBERON:0004406	distal epiphysis of femur	PATO:0001591	curvature
OBA:0002720		UBERON:0002471	zeugopod	PATO:0000122	length
OBA:0002721		UBERON:0004406	distal epiphysis of femur	PATO:0001019	mass density
OBA:0002722		UBERON:0013750	metaphysis of tibia	PATO:0000117	size
OBA:0002723		UBERON:0006865	metaphysis of femur	PATO:0000117	size
OBA:0002724		UBERON:0000979	tibia	PATO:0000070	amount
OBA:0002725		UBERON:0007119	neck of femur	PATO:0000117	size
OBA:0002726		UBERON:0004406	distal epiphysis of femur	PATO:0000117	size
OBA:0002727		UBERON:0002446	patella	PATO:0000070	amount
OBA:0002728		UBERON:0002446	patella	PATO:0000141	structure
OBA:0002729		UBERON:0006767	head of femur	PATO:0002181	displaced
OBA:0002730		UBERON:0008772	proximal epiphysis of tibia	PATO:0001019	mass density
OBA:0002731		UBERON:0001098	incisor tooth	PATO:0000070	amount
OBA:0002732		UBERON:0002495	long bone	PATO:0001591	curvature
OBA:0002733		UBERON:0003822	forelimb stylopod	PATO:0001591	curvature
OBA:0002734		UBERON:0001956	cartilage of bronchus	PATO:0000117	size
OBA:0002735		UBERON:0002107	liver	PATO:0000025	composition
OBA:0002736		UBERON:0001173	biliary tree	PATO:0000117	size
OBA:0002737		UBERON:0003704	intrahepatic bile duct	PATO:0000070	amount
OBA:0002738		UBERON:0006657	glenoid fossa	PATO:0000070	amount
OBA:0002739		UBERON:0001103	diaphragm	PATO:0002076	movement behavioral quality
OBA:0002740		UBERON:0002293	costochondral joint	PATO:0001019	mass density
OBA:0002741		UBERON:0006657	glenoid fossa	PATO:0000117	size
OBA:0002742		UBERON:0002239	floating rib	PATO:0000140	position
OBA:0002743		UBERON:0001443	chest	PATO:0000141	structure
OBA:0002744		UBERON:0002236	costal cartilage	PATO:0000025	composition
OBA:0002745		UBERON:0004601	rib 1	PATO:0000117	size
OBA:0002746		UBERON:0001467	shoulder	PATO:0001599	rotated
OBA:0002747		UBERON:0004611	rib 12	PATO:0000117	size
OBA:0002748		UBERON:0002352	atrioventricular node	PATO:0000070	amount
OBA:0002749		UBERON:0014852	chorda tendinea of right ventricle	PATO:0000122	length
OBA:0002750		UBERON:0001825	paranasal sinus	PATO:0000117	size
OBA:0002751		UBERON:0002420	basal ganglion	PATO:0000141	structure
OBA:0002752		CL:0011001	spinal cord motor neuron	PATO:0000051	morphology
OBA:0002753		UBERON:0001785	cranial nerve	PATO:0002076	movement behavioral quality
OBA:0002754		UBERON:0002567	basal part of pons	PATO:0000117	size
OBA:0002755		UBERON:0005366	olfactory lobe	PATO:0000117	size
OBA:0002756		UBERON:0001886	choroid plexus	PATO:0000025	composition
OBA:0002757		UBERON:0002336	corpus callosum	PATO:0000141	structure
OBA:0002758		UBERON:0001017	central nervous system	PATO:0002037	degeneration
OBA:0002759		UBERON:0002707	corticospinal tract	PATO:0000117	size
OBA:0002760		UBERON:0002265	olfactory tract	PATO:0000117	size
OBA:0002761		UBERON:0002420	basal ganglion	PATO:0000117	size
OBA:0002762		UBERON:0001875	globus pallidus	PATO:0002037	degeneration
OBA:0002763		UBERON:0001502	interosseous muscle of manus	PATO:0000117	size
OBA:0002764		UBERON:0001577	facial muscle	PATO:0002076	movement behavioral quality
OBA:0002765		UBERON:0004482	musculature of lower limb	PATO:0000117	size
OBA:0002766		UBERON:0001891	midbrain	PATO:0000070	amount
OBA:0002767		UBERON:0002589	lateral corticospinal tract	PATO:0001509	functionality
OBA:0002768		GO:0032286	central nervous system myelin maintenance	PATO:0000070	amount
OBA:0002769		UBERON:0001870	frontal cortex	PATO:0000117	size
OBA:0002770		UBERON:0010890	pelvic complex muscle	PATO:0001230	strength
OBA:0002771		UBERON:0002437	cerebral hemisphere white matter	PATO:0000141	structure
OBA:0002772		UBERON:0002037	cerebellum	PATO:0000025	composition
OBA:0002773		CL:0000100	motor neuron	PATO:0000117	size
OBA:0002774		UBERON:0002097	skin of body	PATO:0000150	texture
OBA:0002775		UBERON:0013778	skin of sole of pes	PATO:0000117	size
OBA:0002776		UBERON:0001820	sweat gland	PATO:0000070	amount
OBA:0002777		UBERON:0011932	pilosebaceous unit	PATO:0000117	size
OBA:0002778		UBERON:0002027	stratum corneum of epidermis	PATO:0000117	size
OBA:0002779		UBERON:0013777	skin of palm of manus	PATO:0000150	texture
OBA:0002780		UBERON:0011818	superficial fascia	PATO:0000025	composition
OBA:0002781		UBERON:0019255	lower eyelash	PATO:0000070	amount
OBA:0002782		UBERON:0001713	lower eyelid	PATO:0000060	spatial pattern
OBA:0002783		UBERON:0001702	eyelash	PATO:0000052	shape
OBA:0002784		UBERON:0002392	nasolacrimal duct	PATO:0000141	structure
OBA:0002785		UBERON:0001771	pupil	PATO:0001509	functionality
OBA:0002786		UBERON:0001713	lower eyelid	PATO:0000117	size
OBA:0002787		UBERON:0000964	cornea	PATO:0002037	degeneration
OBA:0002788		UBERON:0001601	extra-ocular muscle	PATO:0001230	strength
OBA:0002789		UBERON:0001817	lacrimal gland	PATO:0000117	size
OBA:0002790		UBERON:0001786	fovea centralis	PATO:0000117	size
OBA:0002791		UBERON:0001777	substantia propria of cornea	PATO:0000957	opacity
OBA:0002792		UBERON:0000966	retina	PATO:0000117	size
OBA:0002793		UBERON:0001775	ciliary body	PATO:0000117	size
OBA:0002794		UBERON:0019255	lower eyelash	PATO:0000060	spatial pattern
OBA:0002795		UBERON:0016459	posterior pole of lens	PATO:0000957	opacity
OBA:0002796		UBERON:0010284	lacrimal punctum	PATO:0000136	closure
OBA:0002797		UBERON:0019254	upper eyelash	PATO:0000122	length
OBA:0002798		UBERON:0000966	retina	PATO:0000025	composition
OBA:0002799		UBERON:0001601	extra-ocular muscle	PATO:0000070	amount
OBA:0002800		UBERON:0010284	lacrimal punctum	PATO:0000117	size
OBA:0002801		UBERON:0001850	lacrimal drainage system	PATO:0000117	size
OBA:0002802		UBERON:0013766	epicanthal fold	PATO:0000140	position
OBA:0002803		UBERON:0001782	pigmented layer of retina	PATO:0000070	amount
OBA:0002804		UBERON:0001779	iris stroma	PATO:0000117	size
OBA:0002805		UBERON:0001850	lacrimal drainage system	PATO:0000051	morphology
OBA:0002806		UBERON:0001037	strand of hair	PATO:0000060	spatial pattern
OBA:0002807		UBERON:0003634	pedal digit 4	PATO:0000122	length
OBA:0002808		UBERON:0003633	pedal digit 3	PATO:0002175	deviation
OBA:0002809		UBERON:0015180	neck of talus	PATO:0000122	length
OBA:0002810		UBERON:0001447	tarsal bone	PATO:0000051	morphology
OBA:0002811		UBERON:0001466	pedal digit	PATO:0002181	displaced
OBA:0002812		CL:0000912	helper T cell	PATO:0000070	amount
OBA:0002813		UBERON:0001235	adrenal cortex	PATO:0000117	size
OBA:0002814		GO:0046544	development of secondary male sexual characteristics	PATO:0002325	onset quality
OBA:0002815		UBERON:0002046	thyroid gland	PATO:0000141	structure
OBA:0002816		UBERON:0002046	thyroid gland	PATO:0000070	amount
OBA:0002817		GO:0045136	development of secondary sexual characteristics	PATO:0000070	amount
OBA:0002818		UBERON:0002369	adrenal gland	PATO:0000141	structure
OBA:0002819		UBERON:0001236	adrenal medulla	PATO:0000117	size
OBA:0002820		UBERON:0002129	cerebellar cortex	PATO:0000117	size
OBA:0002821		GO:0005739	mitochondrion	PATO:0000051	morphology
OBA:0002822		UBERON:0011277	nail of manual digit 5	PATO:0000117	size
OBA:0002823		UBERON:0002412	vertebra	PATO:0000117	size
OBA:0002824		UBERON:0001066	intervertebral disk	PATO:0002037	degeneration
OBA:0002825		UBERON:0002412	vertebra	PATO:0000025	composition
OBA:0002826		UBERON:0002412	vertebra	PATO:0002006	2-D shape
OBA:0002827		UBERON:0001130	vertebral column	PATO:0000141	structure
OBA:0002828		UBERON:0004621	lumbar vertebra 5	PATO:0000117	size
OBA:0002829		UBERON:0002412	vertebra	PATO:0000052	shape
OBA:0002830		UBERON:0002413	cervical vertebra	PATO:0000117	size
OBA:0002831		UBERON:0001350	coccyx	PATO:0000070	amount
OBA:0002832		UBERON:0002347	thoracic vertebra	PATO:0002005	concavity
OBA:0002833		UBERON:0002242	nucleus pulposus	PATO:0000140	position
OBA:0002834		UBERON:0014542	cervical division of cord spinal central canal	PATO:0000141	structure
OBA:0002835		UBERON:0001095	caudal vertebra	PATO:0000117	size
OBA:0002836		UBERON:0003690	fused sacrum	PATO:0000141	structure
OBA:0002837		UBERON:0002413	cervical vertebra	PATO:0001433	growth quality of occurrent
OBA:0002838		UBERON:0001076	neural spine	PATO:0000117	size
OBA:0002839		UBERON:0016412	central part of body of bony vertebral centrum	PATO:0000117	size
OBA:0002840		UBERON:0002413	cervical vertebra	PATO:0000141	structure
OBA:0002841		UBERON:0001075	bony vertebral centrum	PATO:0000122	length
OBA:0002842		UBERON:0001094	sacral vertebra	PATO:0000117	size
OBA:0002843		UBERON:0001075	bony vertebral centrum	PATO:0000117	size
OBA:0002844		UBERON:0002488	helix	PATO:0001925	surface feature shape
OBA:0002845		UBERON:0001691	external ear	PATO:0000051	morphology
OBA:0002846		UBERON:0016467	antitragus	PATO:0000140	position
OBA:0002847		UBERON:0001848	auricular cartilage	PATO:0000117	size
OBA:0002848		GO:0046543	development of secondary female sexual characteristics	PATO:0000070	amount
OBA:0002849		UBERON:0000057	urethra	PATO:0000141	structure
OBA:0002850		GO:0007283	spermatogenesis	PATO:0000161	rate
OBA:0002851		UBERON:0004175	internal genitalia	PATO:0000070	amount
OBA:0002852		UBERON:0000991	gonad	PATO:0000025	composition
OBA:0002853		UBERON:0000473	testis	PATO:0001433	growth quality of occurrent
OBA:0002854		UBERON:0000996	vagina	PATO:0000117	size
OBA:0002855		UBERON:0001737	larynx	PATO:0000117	size
OBA:0002856		UBERON:0001737	larynx	PATO:0002005	concavity
OBA:0002857		UBERON:0000388	epiglottis	PATO:0000070	amount
OBA:0002858		UBERON:0001737	larynx	PATO:0000025	composition
OBA:0002859		UBERON:0003706	laryngeal vocal fold	PATO:0001591	curvature
OBA:0002860		UBERON:0006863	proximal metaphysis of femur	PATO:0000117	size
OBA:0002861		UBERON:0004412	proximal epiphysis of femur	PATO:0002007	convex 3-D shape
OBA:0002862		UBERON:0001464	hip	PATO:0001599	rotated
OBA:0002863		UBERON:0002504	lesser trochanter	PATO:0000117	size
OBA:0002864		UBERON:0006767	head of femur	PATO:0000117	size
OBA:0002865		UBERON:0006767	head of femur	PATO:0000052	shape
OBA:0002866		UBERON:0001269	acetabular part of hip bone	PATO:0000141	structure
OBA:0002867		UBERON:0010746	iliac blade	PATO:0000119	height
OBA:0002868		UBERON:0006767	head of femur	PATO:0001591	curvature
OBA:0002869		UBERON:0014439	inferior pubic ramus	PATO:0000117	size
OBA:0002870		UBERON:0010747	body of ilium	PATO:0000117	size
OBA:0002871		UBERON:0014444	pubic ramus	PATO:0000117	size
OBA:0002872		UBERON:0002355	pelvic region of trunk	PATO:0000117	size
OBA:0002873		UBERON:0010890	pelvic complex muscle	PATO:0000117	size
OBA:0002874		GO:0005746	mitochondrial respiratory chain	PATO:0000161	rate
OBA:0002875		UBERON:0002377	muscle of neck	PATO:0000117	size
OBA:0002876		UBERON:0001103	diaphragm	PATO:0000070	amount
OBA:0002877		UBERON:0001497	muscle of pelvic girdle	PATO:0000117	size
OBA:0002878		UBERON:0002381	pectoralis major	PATO:0000117	size
OBA:0002879		UBERON:0001630	muscle organ	PATO:0000117	size
OBA:0002880		UBERON:0001507	biceps brachii	PATO:0000117	size
OBA:0002881		UBERON:0001125	serratus ventralis	PATO:0000117	size
OBA:0002882		UBERON:0002000	gluteal muscle	PATO:0000070	amount
OBA:0002883		UBERON:0002384	connective tissue	PATO:0002083	altered number of
OBA:0002884		UBERON:0001112	latissimus dorsi muscle	PATO:0000117	size
OBA:0002885		UBERON:0009132	peroneus	PATO:0000117	size
OBA:0002886		UBERON:0001377	quadriceps femoris	PATO:0000117	size
OBA:0002887		UBERON:0004527	alveolar process of maxilla	PATO:0000052	shape
OBA:0002888		UBERON:0016442	median palatine suture	PATO:0000136	closure
OBA:0002889		UBERON:0004528	alveolar ridge of mandible	PATO:0000117	size
OBA:0002890		UBERON:0001103	diaphragm	PATO:0001230	strength
OBA:0002891		UBERON:0001013	adipose tissue	PATO:0002083	altered number of
OBA:0002892		UBERON:0004481	musculature of upper limb	PATO:0000117	size
OBA:0002893		UBERON:0004489	musculature of manus	PATO:0000117	size
OBA:0002894		UBERON:0004323	middle phalanx of manual digit 5	PATO:0002007	convex 3-D shape
OBA:0002895		UBERON:0004323	middle phalanx of manual digit 5	PATO:0000117	size
OBA:0002896		UBERON:0004390	epiphysis of metacarpal bone	PATO:0002006	2-D shape
OBA:0002897		UBERON:0004323	middle phalanx of manual digit 5	PATO:0001591	curvature
OBA:0002898		UBERON:0004323	middle phalanx of manual digit 5	PATO:0002006	2-D shape
OBA:0002899		UBERON:0004390	epiphysis of metacarpal bone	PATO:0001442	wholeness
OBA:0002900		UBERON:0004390	epiphysis of metacarpal bone	PATO:0001019	mass density
OBA:0002901		UBERON:0004390	epiphysis of metacarpal bone	PATO:0000060	spatial pattern
OBA:0002902		UBERON:0004390	epiphysis of metacarpal bone	PATO:0000070	amount
OBA:0002903		UBERON:0004331	proximal phalanx of manual digit 5	PATO:0000122	length
OBA:0002904		UBERON:0004331	proximal phalanx of manual digit 5	PATO:0000117	size
OBA:0002905		UBERON:0004331	proximal phalanx of manual digit 5	PATO:0002007	convex 3-D shape
OBA:0002906		UBERON:0004331	proximal phalanx of manual digit 5	PATO:0001591	curvature
OBA:0002907		UBERON:0004331	proximal phalanx of manual digit 5	PATO:0002006	2-D shape
OBA:0002908		UBERON:0003625	manual digit 5	PATO:0000122	length
OBA:0002909		UBERON:0004314	distal phalanx of manual digit 5	PATO:0000117	size
OBA:0002910		UBERON:0004314	distal phalanx of manual digit 5	PATO:0002007	convex 3-D shape
OBA:0002911		UBERON:0004314	distal phalanx of manual digit 5	PATO:0002006	2-D shape
OBA:0002912		UBERON:0003624	manual digit 4	PATO:0002175	deviation
OBA:0002913		UBERON:0003624	manual digit 4	PATO:0000122	length
OBA:0002914		UBERON:0003638	manual digit 4 phalanx	PATO:0001591	curvature
OBA:0002915		UBERON:0004313	distal phalanx of manual digit 4	PATO:0001591	curvature
OBA:0002916		UBERON:0004322	middle phalanx of manual digit 4	PATO:0001591	curvature
OBA:0002917		UBERON:0004330	proximal phalanx of manual digit 4	PATO:0001591	curvature
OBA:0002918		UBERON:0004313	distal phalanx of manual digit 4	PATO:0000122	length
OBA:0002919		UBERON:0004313	distal phalanx of manual digit 4	PATO:0000117	size
OBA:0002920		UBERON:0004322	middle phalanx of manual digit 4	PATO:0000117	size
OBA:0002921		UBERON:0004322	middle phalanx of manual digit 4	PATO:0000122	length
OBA:0002922		UBERON:0004322	middle phalanx of manual digit 4	PATO:0002007	convex 3-D shape
OBA:0002923		UBERON:0004330	proximal phalanx of manual digit 4	PATO:0000122	length
OBA:0002924		UBERON:0004313	distal phalanx of manual digit 4	PATO:0002007	convex 3-D shape
OBA:0002925		UBERON:0004313	distal phalanx of manual digit 4	PATO:0002006	2-D shape
OBA:0002926		UBERON:0004322	middle phalanx of manual digit 4	PATO:0002006	2-D shape
OBA:0002927		UBERON:0004330	proximal phalanx of manual digit 4	PATO:0000117	size
OBA:0002928		UBERON:0004330	proximal phalanx of manual digit 4	PATO:0002007	convex 3-D shape
OBA:0002929		UBERON:0004330	proximal phalanx of manual digit 4	PATO:0002006	2-D shape
OBA:0002930		UBERON:0003623	manual digit 3	PATO:0002175	deviation
OBA:0002931		UBERON:0003639	manual digit 5 phalanx	PATO:0000117	size
OBA:0002932		UBERON:0003639	manual digit 5 phalanx	PATO:0002007	convex 3-D shape
OBA:0002933		UBERON:0003639	manual digit 5 phalanx	PATO:0002006	2-D shape
OBA:0002934		UBERON:0002389	manual digit	PATO:0000070	amount
OBA:0002935		UBERON:0002389	manual digit	PATO:0000122	length
OBA:0002936		UBERON:0003638	manual digit 4 phalanx	PATO:0000117	size
OBA:0002937		UBERON:0003638	manual digit 4 phalanx	PATO:0002007	convex 3-D shape
OBA:0002938		UBERON:0003638	manual digit 4 phalanx	PATO:0002006	2-D shape
OBA:0002939		UBERON:0004312	distal phalanx of manual digit 3	PATO:0000117	size
OBA:0002940		UBERON:0004312	distal phalanx of manual digit 3	PATO:0002007	convex 3-D shape
OBA:0002941		UBERON:0004312	distal phalanx of manual digit 3	PATO:0002006	2-D shape
OBA:0002942		UBERON:0004312	distal phalanx of manual digit 3	PATO:0001591	curvature
OBA:0002943		UBERON:0004321	middle phalanx of manual digit 3	PATO:0000117	size
OBA:0002944		UBERON:0004321	middle phalanx of manual digit 3	PATO:0002007	convex 3-D shape
OBA:0002945		UBERON:0004321	middle phalanx of manual digit 3	PATO:0001591	curvature
OBA:0002946		UBERON:0004321	middle phalanx of manual digit 3	PATO:0002006	2-D shape
OBA:0002947		UBERON:0004321	middle phalanx of manual digit 3	PATO:0000122	length
OBA:0002948		UBERON:0003637	manual digit 3 phalanx	PATO:0000117	size
OBA:0002949		UBERON:0003637	manual digit 3 phalanx	PATO:0002007	convex 3-D shape
OBA:0002950		UBERON:0003637	manual digit 3 phalanx	PATO:0001591	curvature
OBA:0002951		UBERON:0003637	manual digit 3 phalanx	PATO:0002006	2-D shape
OBA:0002952		UBERON:0004329	proximal phalanx of manual digit 3	PATO:0000117	size
OBA:0002953		UBERON:0004329	proximal phalanx of manual digit 3	PATO:0002007	convex 3-D shape
OBA:0002954		UBERON:0004329	proximal phalanx of manual digit 3	PATO:0001591	curvature
OBA:0002955		UBERON:0004329	proximal phalanx of manual digit 3	PATO:0002006	2-D shape
OBA:0002956		UBERON:0004329	proximal phalanx of manual digit 3	PATO:0000122	length
OBA:0002957		UBERON:0003623	manual digit 3	PATO:0000122	length
OBA:0002958		UBERON:0003622	manual digit 2	PATO:0002175	deviation
OBA:0002959		UBERON:0002398	manus	PATO:0002175	deviation
OBA:0002960		UBERON:0003622	manual digit 2	PATO:0000122	length
OBA:0002961		UBERON:0003636	manual digit 2 phalanx	PATO:0002006	2-D shape
OBA:0002962		UBERON:0003636	manual digit 2 phalanx	PATO:0000117	size
OBA:0002963		UBERON:0003636	manual digit 2 phalanx	PATO:0002007	convex 3-D shape
OBA:0002964		UBERON:0003636	manual digit 2 phalanx	PATO:0001591	curvature
OBA:0002965		UBERON:0001042	chordate pharynx	PATO:0000117	size
OBA:0002966		UBERON:0004311	distal phalanx of manual digit 2	PATO:0000117	size
OBA:0002967		UBERON:0004311	distal phalanx of manual digit 2	PATO:0002007	convex 3-D shape
OBA:0002968		UBERON:0004311	distal phalanx of manual digit 2	PATO:0001591	curvature
OBA:0002969		UBERON:0004311	distal phalanx of manual digit 2	PATO:0002006	2-D shape
OBA:0002970		UBERON:0004311	distal phalanx of manual digit 2	PATO:0000122	length
OBA:0002971		UBERON:0004320	middle phalanx of manual digit 2	PATO:0000117	size
OBA:0002972		UBERON:0004320	middle phalanx of manual digit 2	PATO:0002007	convex 3-D shape
OBA:0002973		UBERON:0004320	middle phalanx of manual digit 2	PATO:0001591	curvature
OBA:0002974		UBERON:0004320	middle phalanx of manual digit 2	PATO:0002006	2-D shape
OBA:0002975		UBERON:0004320	middle phalanx of manual digit 2	PATO:0000122	length
