"OBA"	"RELATIONSHIP"	"VT"	"LABEL"
"OBA:VT0003630"	"skos:exactMatch"	"VT:0003630"	"urothelium morphology trait"
"OBA:VT0003632"	"skos:exactMatch"	"VT:0003632"	"nervous system morphology trait"
"OBA:VT0003633"	"skos:exactMatch"	"VT:0003633"	"nervous system physiology trait"
"OBA:VT0003635"	"skos:exactMatch"	"VT:0003635"	"synaptic transmission trait"
"OBA:VT0003641"	"skos:exactMatch"	"VT:0003641"	"lung size trait"
"OBA:VT0003646"	"skos:exactMatch"	"VT:0003646"	"muscle fatigue trait"
"OBA:VT0003650"	"skos:exactMatch"	"VT:0003650"	"kidney shape trait"
"OBA:VT0003652"	"skos:exactMatch"	"VT:0003652"	"skin elasticity trait"
"OBA:VT0003661"	"skos:exactMatch"	"VT:0003661"	"locus ceruleus morphology trait"
"OBA:VT0003662"	"skos:exactMatch"	"VT:0003662"	"epiphyseal plate proliferative zone morphology trait"
"OBA:VT0003666"	"skos:exactMatch"	"VT:0003666"	"sperm capacitation trait"
"OBA:VT0003668"	"skos:exactMatch"	"VT:0003668"	"periodontal ligament morphology trait"
"OBA:VT0003670"	"skos:exactMatch"	"VT:0003670"	"glomerular capsule size trait"
"OBA:VT0003672"	"skos:exactMatch"	"VT:0003672"	"ureter development trait"
"OBA:VT0003673"	"skos:exactMatch"	"VT:0003673"	"inguinal canal morphology trait"
"OBA:VT0003677"	"skos:exactMatch"	"VT:0003677"	"ear lobe morphology trait"
"OBA:VT0003679"	"skos:exactMatch"	"VT:0003679"	"ear lobe size trait"
"OBA:VT0003684"	"skos:exactMatch"	"VT:0003684"	"inferior olivary complex morphology trait"
"OBA:VT0003685"	"skos:exactMatch"	"VT:0003685"	"cardiac ganglion morphology trait"
"OBA:VT0003686"	"skos:exactMatch"	"VT:0003686"	"eye muscle morphology trait"
"OBA:VT0003696"	"skos:exactMatch"	"VT:0003696"	"zona pellucida morphology trait"
"OBA:VT0003698"	"skos:exactMatch"	"VT:0003698"	"male reproductive system physiology trait"
"OBA:VT0003699"	"skos:exactMatch"	"VT:0003699"	"female reproductive system physiology trait"
"OBA:VT0003703"	"skos:exactMatch"	"VT:0003703"	"vestibulocochlear ganglion morphology trait"
"OBA:VT0003704"	"skos:exactMatch"	"VT:0003704"	"hair follicle development trait"
"OBA:VT0003705"	"skos:exactMatch"	"VT:0003705"	"hypodermis morphology trait"
"OBA:VT0003713"	"skos:exactMatch"	"VT:0003713"	"ear rotation"
"OBA:VT0003720"	"skos:exactMatch"	"VT:0003720"	"neural tube closure trait"
"OBA:VT0003722"	"skos:exactMatch"	"VT:0003722"	"ureter quantity"
"OBA:VT0003723"	"skos:exactMatch"	"VT:0003723"	"long bone morphology trait"
"OBA:VT0003727"	"skos:exactMatch"	"VT:0003727"	"retinal layer morphology trait"
"OBA:VT0003728"	"skos:exactMatch"	"VT:0003728"	"retinal photoreceptor layer morphology trait"
"OBA:VT0003729"	"skos:exactMatch"	"VT:0003729"	"photoreceptor outer segment morphology trait"
"OBA:VT0003730"	"skos:exactMatch"	"VT:0003730"	"photoreceptor inner segment morphology trait"
"OBA:VT0003731"	"skos:exactMatch"	"VT:0003731"	"retinal outer nuclear layer morphology trait"
"OBA:VT0003732"	"skos:exactMatch"	"VT:0003732"	"retinal outer plexiform layer morphology trait"
"OBA:VT0003733"	"skos:exactMatch"	"VT:0003733"	"retinal inner nuclear layer morphology trait"
"OBA:VT0003734"	"skos:exactMatch"	"VT:0003734"	"retinal inner plexiform layer morphology trait"
"OBA:VT0003737"	"skos:exactMatch"	"VT:0003737"	"outer ear cartilage morphology trait"
"OBA:VT0003739"	"skos:exactMatch"	"VT:0003739"	"auditory ossicle size trait"
"OBA:VT0003743"	"skos:exactMatch"	"VT:0003743"	"facial morphology trait"
"OBA:VT0003745"	"skos:exactMatch"	"VT:0003745"	"mouth mucosa morphology trait"
"OBA:VT0003749"	"skos:exactMatch"	"VT:0003749"	"mouth shape trait"
"OBA:VT0003755"	"skos:exactMatch"	"VT:0003755"	"palate morphology trait"
"OBA:VT0003756"	"skos:exactMatch"	"VT:0003756"	"hard palate morphology trait"
"OBA:VT0003759"	"skos:exactMatch"	"VT:0003759"	"palate width"
"OBA:VT0003760"	"skos:exactMatch"	"VT:0003760"	"palate length"
"OBA:VT0003763"	"skos:exactMatch"	"VT:0003763"	"thymus physiology trait"
"OBA:VT0003764"	"skos:exactMatch"	"VT:0003764"	"palate depth"
"OBA:VT0003769"	"skos:exactMatch"	"VT:0003769"	"lip morphology trait"
"OBA:VT0003771"	"skos:exactMatch"	"VT:0003771"	"lip shape trait"
"OBA:VT0003791"	"skos:exactMatch"	"VT:0003791"	"minor salivary gland morphology trait"
"OBA:VT0003792"	"skos:exactMatch"	"VT:0003792"	"major salivary gland morphology trait"
"OBA:VT0003793"	"skos:exactMatch"	"VT:0003793"	"submandibular gland morphology trait"
"OBA:VT0003796"	"skos:exactMatch"	"VT:0003796"	"cortical bone morphology"
"OBA:VT0003797"	"skos:exactMatch"	"VT:0003797"	"compact bone morphology trait"
"OBA:VT0003800"	"skos:exactMatch"	"VT:0003800"	"digit quantity"
"OBA:VT0003806"	"skos:exactMatch"	"VT:0003806"	"nucleotide metabolism trait"
"OBA:VT0003809"	"skos:exactMatch"	"VT:0003809"	"hair shaft morphology trait"
"OBA:VT0003810"	"skos:exactMatch"	"VT:0003810"	"hair cuticle morphology trait"
"OBA:VT0003811"	"skos:exactMatch"	"VT:0003811"	"hair cortex morphology trait"
"OBA:VT0003812"	"skos:exactMatch"	"VT:0003812"	"hair medulla morphology trait"
"OBA:VT0003815"	"skos:exactMatch"	"VT:0003815"	"hair quantity"
"OBA:VT0003816"	"skos:exactMatch"	"VT:0003816"	"pituitary gland development trait"
"OBA:VT0003817"	"skos:exactMatch"	"VT:0003817"	"Rathke's pouch morphology trait"
"OBA:VT0003826"	"skos:exactMatch"	"VT:0003826"	"Mullerian duct morphology trait"
"OBA:VT0003827"	"skos:exactMatch"	"VT:0003827"	"Wolffian duct morphology trait"
"OBA:VT0003840"	"skos:exactMatch"	"VT:0003840"	"coronal suture morphology trait"
"OBA:VT0003841"	"skos:exactMatch"	"VT:0003841"	"lambdoid suture morphology trait"
"OBA:VT0003842"	"skos:exactMatch"	"VT:0003842"	"metopic suture morphology trait"
"OBA:VT0003843"	"skos:exactMatch"	"VT:0003843"	"sagittal suture morphology trait"
"OBA:VT0003844"	"skos:exactMatch"	"VT:0003844"	"squamosal suture morphology trait"
"OBA:VT0003853"	"skos:exactMatch"	"VT:0003853"	"skin water amount"
"OBA:VT0003854"	"skos:exactMatch"	"VT:0003854"	"forelimb stylopod morphology trait"
"OBA:VT0003855"	"skos:exactMatch"	"VT:0003855"	"forelimb zeugopod morphology trait"
"OBA:VT0003856"	"skos:exactMatch"	"VT:0003856"	"hindlimb stylopod morphology trait"
"OBA:VT0003857"	"skos:exactMatch"	"VT:0003857"	"hindlimb zeugopod morphology trait"
"OBA:VT0003859"	"skos:exactMatch"	"VT:0003859"	"Harderian gland physiology trait"
"OBA:VT0003861"	"skos:exactMatch"	"VT:0003861"	"nervous system development trait"
"OBA:VT0003864"	"skos:exactMatch"	"VT:0003864"	"midbrain development trait"
"OBA:VT0003871"	"skos:exactMatch"	"VT:0003871"	"myelin sheath morphology trait"
"OBA:VT0003878"	"skos:exactMatch"	"VT:0003878"	"ear physiology trait"
"OBA:VT0003881"	"skos:exactMatch"	"VT:0003881"	"nephron morphology trait"
"OBA:VT0003883"	"skos:exactMatch"	"VT:0003883"	"stomach size trait"
"OBA:VT0003886"	"skos:exactMatch"	"VT:0003886"	"embryonic epiblast morphology trait"
"OBA:VT0003890"	"skos:exactMatch"	"VT:0003890"	"embryonic-extraembryonic boundary morphology trait"
"OBA:VT0003892"	"skos:exactMatch"	"VT:0003892"	"gastric gland morphology trait"
"OBA:VT0003893"	"skos:exactMatch"	"VT:0003893"	"hepatocyte proliferation trait"
"OBA:VT0003920"	"skos:exactMatch"	"VT:0003920"	"right ventricle morphology trait"
"OBA:VT0003921"	"skos:exactMatch"	"VT:0003921"	"left ventricle morphology trait"
"OBA:VT0003932"	"skos:exactMatch"	"VT:0003932"	"molar crown morphology trait"
"OBA:VT0003933"	"skos:exactMatch"	"VT:0003933"	"cementum morphology trait"
"OBA:VT0003934"	"skos:exactMatch"	"VT:0003934"	"pancreas development trait"
"OBA:VT0003936"	"skos:exactMatch"	"VT:0003936"	"reproductive system development trait"
"OBA:VT0003938"	"skos:exactMatch"	"VT:0003938"	"ear development trait"
"OBA:VT0003939"	"skos:exactMatch"	"VT:0003939"	"myotome morphology trait"
"OBA:VT0003940"	"skos:exactMatch"	"VT:0003940"	"dermatome morphology trait"
"OBA:VT0003941"	"skos:exactMatch"	"VT:0003941"	"skin development trait"
"OBA:VT0003943"	"skos:exactMatch"	"VT:0003943"	"hepatobiliary system development trait"
"OBA:VT0003947"	"skos:exactMatch"	"VT:0003947"	"cholesterol amount"
"OBA:VT0003949"	"skos:exactMatch"	"VT:0003949"	"blood lipid amount"
"OBA:VT0003952"	"skos:exactMatch"	"VT:0003952"	"copper amount"
"OBA:VT0003954"	"skos:exactMatch"	"VT:0003954"	"Reichert's membrane morphology trait"
"OBA:VT0003955"	"skos:exactMatch"	"VT:0003955"	"ultimobranchial body morphology trait"
"OBA:VT0003974"	"skos:exactMatch"	"VT:0003974"	"endocardium morphology trait"
"OBA:VT0003977"	"skos:exactMatch"	"VT:0003977"	"blood carnitine amount"
"OBA:VT0003984"	"skos:exactMatch"	"VT:0003984"	"embryonic growth trait"
"OBA:VT0003986"	"skos:exactMatch"	"VT:0003986"	"cochlear ganglion size trait"
"OBA:VT0003987"	"skos:exactMatch"	"VT:0003987"	"vestibular ganglion size trait"
"OBA:VT0003989"	"skos:exactMatch"	"VT:0003989"	"barrel cortex morphology trait"
"OBA:VT0003993"	"skos:exactMatch"	"VT:0003993"	"ventral spinal root morphology trait"
"OBA:VT0003994"	"skos:exactMatch"	"VT:0003994"	"dorsal spinal root morphology trait"
"OBA:VT0004002"	"skos:exactMatch"	"VT:0004002"	"jejunum morphology trait"
"OBA:VT0004005"	"skos:exactMatch"	"VT:0004005"	"intestinal smooth muscle contractility trait"
"OBA:VT0004006"	"skos:exactMatch"	"VT:0004006"	"jejunal smooth muscle contractility trait"
"OBA:VT0004007"	"skos:exactMatch"	"VT:0004007"	"lung blood vessel morphology trait"
"OBA:VT0004020"	"skos:exactMatch"	"VT:0004020"	"amniotic fluid amount"
"OBA:VT0004032"	"skos:exactMatch"	"VT:0004032"	"interventricular groove morphology trait"
"OBA:VT0004035"	"skos:exactMatch"	"VT:0004035"	"sublingual gland morphology trait"
"OBA:VT0004043"	"skos:exactMatch"	"VT:0004043"	"pH regulation trait"
"OBA:VT0004047"	"skos:exactMatch"	"VT:0004047"	"milk trait"
"OBA:VT0004054"	"skos:exactMatch"	"VT:0004054"	"periocular mesenchyme morphology trait"
"OBA:VT0004062"	"skos:exactMatch"	"VT:0004062"	"right atrium capacity"
"OBA:VT0004063"	"skos:exactMatch"	"VT:0004063"	"left atrium capacity"
"OBA:VT0004066"	"skos:exactMatch"	"VT:0004066"	"primitive node morphology trait"
"OBA:VT0004069"	"skos:exactMatch"	"VT:0004069"	"muscle spindle morphology trait"
"OBA:VT0004077"	"skos:exactMatch"	"VT:0004077"	"striatum morphology trait"
"OBA:VT0004078"	"skos:exactMatch"	"VT:0004078"	"caudate nucleus morphology trait"
"OBA:VT0004079"	"skos:exactMatch"	"VT:0004079"	"putamen morphology trait"
"OBA:VT0004080"	"skos:exactMatch"	"VT:0004080"	"nucleus accumbens morphology trait"
"OBA:VT0004081"	"skos:exactMatch"	"VT:0004081"	"globus pallidus morphology trait"
"OBA:VT0004082"	"skos:exactMatch"	"VT:0004082"	"habenula morphology trait"
"OBA:VT0004088"	"skos:exactMatch"	"VT:0004088"	"sarcoplasmic reticulum morphology trait"
"OBA:VT0004090"	"skos:exactMatch"	"VT:0004090"	"sarcomere morphology trait"
"OBA:VT0004091"	"skos:exactMatch"	"VT:0004091"	"Z line morphology trait"
"OBA:VT0004093"	"skos:exactMatch"	"VT:0004093"	"Z line configuration trait"
"OBA:VT0004094"	"skos:exactMatch"	"VT:0004094"	"M line morphology trait"
"OBA:VT0004095"	"skos:exactMatch"	"VT:0004095"	"eyelash morphology trait"
"OBA:VT0004096"	"skos:exactMatch"	"VT:0004096"	"midbrain-hindbrain boundary development trait"
"OBA:VT0004097"	"skos:exactMatch"	"VT:0004097"	"cerebellar cortex morphology trait"
"OBA:VT0004099"	"skos:exactMatch"	"VT:0004099"	"cerebellar glomerulus morphology trait"
"OBA:VT0004102"	"skos:exactMatch"	"VT:0004102"	"dorsal striatum morphology trait"
"OBA:VT0004103"	"skos:exactMatch"	"VT:0004103"	"ventral striatum morphology trait"
"OBA:VT0004104"	"skos:exactMatch"	"VT:0004104"	"eye shape trait"
"OBA:VT0004107"	"skos:exactMatch"	"VT:0004107"	"thoracic duct morphology trait"
"OBA:VT0004109"	"skos:exactMatch"	"VT:0004109"	"Sertoli cell development trait"
"OBA:VT0004111"	"skos:exactMatch"	"VT:0004111"	"coronary artery morphology trait"
"OBA:VT0004113"	"skos:exactMatch"	"VT:0004113"	"aortic arch morphology trait"
"OBA:VT0004114"	"skos:exactMatch"	"VT:0004114"	"atrioventricular node morphology trait"
"OBA:VT0004115"	"skos:exactMatch"	"VT:0004115"	"sinoatrial node morphology trait"
"OBA:VT0004117"	"skos:exactMatch"	"VT:0004117"	"atrioventricular bundle morphology trait"
"OBA:VT0004118"	"skos:exactMatch"	"VT:0004118"	"baroreceptor morphology trait"
"OBA:VT0004121"	"skos:exactMatch"	"VT:0004121"	"sarcolemma morphology trait"
"OBA:VT0004123"	"skos:exactMatch"	"VT:0004123"	"impulse conducting system morphology trait"
"OBA:VT0004124"	"skos:exactMatch"	"VT:0004124"	"Purkinje fiber morphology trait"
"OBA:VT0004127"	"skos:exactMatch"	"VT:0004127"	"hypodermis thickness"
"OBA:VT0004134"	"skos:exactMatch"	"VT:0004134"	"thorax morphology trait"
"OBA:VT0004136"	"skos:exactMatch"	"VT:0004136"	"tongue muscle morphology trait"
"OBA:VT0004142"	"skos:exactMatch"	"VT:0004142"	"muscle tone"
"OBA:VT0004147"	"skos:exactMatch"	"VT:0004147"	"porphyrin amount"
"OBA:VT0004152"	"skos:exactMatch"	"VT:0004152"	"blood iron amount"
"OBA:VT0004162"	"skos:exactMatch"	"VT:0004162"	"mammillary body morphology trait"
"OBA:VT0004163"	"skos:exactMatch"	"VT:0004163"	"adenophysis morphology trait"
"OBA:VT0004164"	"skos:exactMatch"	"VT:0004164"	"neurohypophysis morphology"
"OBA:VT0004165"	"skos:exactMatch"	"VT:0004165"	"lateral geniculate nucleus morphology trait"
"OBA:VT0004166"	"skos:exactMatch"	"VT:0004166"	"limbic system morphology trait"
"OBA:VT0004167"	"skos:exactMatch"	"VT:0004167"	"cingulate gyrus morphology trait"
"OBA:VT0004168"	"skos:exactMatch"	"VT:0004168"	"parahippocampal gyrus morphology trait"
"OBA:VT0004169"	"skos:exactMatch"	"VT:0004169"	"fornicate gyrus morphology trait"
"OBA:VT0004170"	"skos:exactMatch"	"VT:0004170"	"orbitofrontal cortex morphology trait"
"OBA:VT0004171"	"skos:exactMatch"	"VT:0004171"	"pallium development trait"
"OBA:VT0004172"	"skos:exactMatch"	"VT:0004172"	"subpallium development trait"
"OBA:VT0004173"	"skos:exactMatch"	"VT:0004173"	"intervertebral disk morphology trait"
"OBA:VT0004174"	"skos:exactMatch"	"VT:0004174"	"vertebral column orientation trait"
"OBA:VT0004183"	"skos:exactMatch"	"VT:0004183"	"sympathetic nervous system physiology trait"
"OBA:VT0004184"	"skos:exactMatch"	"VT:0004184"	"baroreceptor physiology trait"
"OBA:VT0004186"	"skos:exactMatch"	"VT:0004186"	"area postrema morphology trait"
"OBA:VT0004189"	"skos:exactMatch"	"VT:0004189"	"alveolar process morphology trait"
"OBA:VT0004192"	"skos:exactMatch"	"VT:0004192"	"kidney pyramid morphology trait"
"OBA:VT0004193"	"skos:exactMatch"	"VT:0004193"	"kidney papilla morphology trait"
"OBA:VT0004194"	"skos:exactMatch"	"VT:0004194"	"kidney pelvis morphology trait"
"OBA:VT0004195"	"skos:exactMatch"	"VT:0004195"	"calyx morphology trait"
"OBA:VT0004203"	"skos:exactMatch"	"VT:0004203"	"cranial flexure morphology trait"
"OBA:VT0004204"	"skos:exactMatch"	"VT:0004204"	"stapes size trait"
"OBA:VT0004209"	"skos:exactMatch"	"VT:0004209"	"sweet taste sensitivity trait"
"OBA:VT0004210"	"skos:exactMatch"	"VT:0004210"	"bitter taste sensitivity trait"
"OBA:VT0004211"	"skos:exactMatch"	"VT:0004211"	"sour taste sensitivity trait"
"OBA:VT0004212"	"skos:exactMatch"	"VT:0004212"	"salty taste sensitivity trait"
"OBA:VT0004213"	"skos:exactMatch"	"VT:0004213"	"umami taste sensitivity trait"
"OBA:VT0004214"	"skos:exactMatch"	"VT:0004214"	"long bone diaphysis morphology trait"
"OBA:VT0004221"	"skos:exactMatch"	"VT:0004221"	"iridocorneal angle morphology trait"
"OBA:VT0004223"	"skos:exactMatch"	"VT:0004223"	"trabecular meshwork size trait"
"OBA:VT0004226"	"skos:exactMatch"	"VT:0004226"	"canal of Schlemm size trait"
"OBA:VT0004234"	"skos:exactMatch"	"VT:0004234"	"masticatory muscle morphology trait"
"OBA:VT0004235"	"skos:exactMatch"	"VT:0004235"	"masseter muscle morphology trait"
"OBA:VT0004236"	"skos:exactMatch"	"VT:0004236"	"masseter muscle size trait"
"OBA:VT0004237"	"skos:exactMatch"	"VT:0004237"	"pterygoid muscle morphology trait"
"OBA:VT0004238"	"skos:exactMatch"	"VT:0004238"	"pterygoid muscle size trait"
"OBA:VT0004239"	"skos:exactMatch"	"VT:0004239"	"temporalis muscle morphology trait"
"OBA:VT0004240"	"skos:exactMatch"	"VT:0004240"	"temporalis muscle size trait"
"OBA:VT0004246"	"skos:exactMatch"	"VT:0004246"	"extensor digitorum longus morphology trait"
"OBA:VT0004248"	"skos:exactMatch"	"VT:0004248"	"epaxial muscle morphology trait"
"OBA:VT0004249"	"skos:exactMatch"	"VT:0004249"	"crista ampullaris morphology trait"
"OBA:VT0004252"	"skos:exactMatch"	"VT:0004252"	"heart tube looping direction"
"OBA:VT0004256"	"skos:exactMatch"	"VT:0004256"	"placenta maternal decidual layer morphology trait"
"OBA:VT0004257"	"skos:exactMatch"	"VT:0004257"	"placenta mass"
"OBA:VT0004258"	"skos:exactMatch"	"VT:0004258"	"placenta size trait"
"OBA:VT0004261"	"skos:exactMatch"	"VT:0004261"	"embryonic neuroepithelium morphology trait"
"OBA:VT0004264"	"skos:exactMatch"	"VT:0004264"	"extraembryonic tissue physiology trait"
"OBA:VT0004266"	"skos:exactMatch"	"VT:0004266"	"placenta color"
"OBA:VT0004267"	"skos:exactMatch"	"VT:0004267"	"optic tract morphology trait"
"OBA:VT0004268"	"skos:exactMatch"	"VT:0004268"	"optic stalk morphology trait"
"OBA:VT0004269"	"skos:exactMatch"	"VT:0004269"	"optic cup morphology trait"
"OBA:VT0004272"	"skos:exactMatch"	"VT:0004272"	"basement membrane morphology trait"
"OBA:VT0004273"	"skos:exactMatch"	"VT:0004273"	"basal lamina morphology trait"
"OBA:VT0004274"	"skos:exactMatch"	"VT:0004274"	"embryonic/fetal subventricular zone morphology trait"
"OBA:VT0004275"	"skos:exactMatch"	"VT:0004275"	"postnatal subventricular zone morphology trait"
"OBA:VT0004276"	"skos:exactMatch"	"VT:0004276"	"medial ganglionic eminence morphology trait"
"OBA:VT0004277"	"skos:exactMatch"	"VT:0004277"	"lateral ganglionic eminence morphology trait"
"OBA:VT0004278"	"skos:exactMatch"	"VT:0004278"	"caudal ganglionic eminence morphology trait"
"OBA:VT0004280"	"skos:exactMatch"	"VT:0004280"	"oculomotor nucleus morphology trait"
"OBA:VT0004281"	"skos:exactMatch"	"VT:0004281"	"hypoglossal nucleus morphology trait"
"OBA:VT0004284"	"skos:exactMatch"	"VT:0004284"	"Descemet membrane morphology trait"
"OBA:VT0004286"	"skos:exactMatch"	"VT:0004286"	"internal auditory canal morphology trait"
"OBA:VT0004287"	"skos:exactMatch"	"VT:0004287"	"spiral limbus morphology trait"
"OBA:VT0004288"	"skos:exactMatch"	"VT:0004288"	"spiral ligament morphology trait"
"OBA:VT0004289"	"skos:exactMatch"	"VT:0004289"	"bony labyrinth morphology trait"
"OBA:VT0004290"	"skos:exactMatch"	"VT:0004290"	"stapes footpiece morphology trait"
"OBA:VT0004305"	"skos:exactMatch"	"VT:0004305"	"Rosenthal canal morphology trait"
"OBA:VT0004306"	"skos:exactMatch"	"VT:0004306"	"Rosenthal canal size trait"
"OBA:VT0004308"	"skos:exactMatch"	"VT:0004308"	"basilar membrane morphology trait"
"OBA:VT0004310"	"skos:exactMatch"	"VT:0004310"	"otic vesicle size trait"
"OBA:VT0004313"	"skos:exactMatch"	"VT:0004313"	"vestibulocochlear ganglion size"
"OBA:VT0004316"	"skos:exactMatch"	"VT:0004316"	"saccule size trait"
"OBA:VT0004320"	"skos:exactMatch"	"VT:0004320"	"sternum shape trait"
"OBA:VT0004321"	"skos:exactMatch"	"VT:0004321"	"sternum length"
"OBA:VT0004322"	"skos:exactMatch"	"VT:0004322"	"sternebra morphology trait"
"OBA:VT0004323"	"skos:exactMatch"	"VT:0004323"	"sternum size trait"
"OBA:VT0004330"	"skos:exactMatch"	"VT:0004330"	"saccular macula morphology trait"
"OBA:VT0004333"	"skos:exactMatch"	"VT:0004333"	"utricular macula morphology trait"
"OBA:VT0004335"	"skos:exactMatch"	"VT:0004335"	"utricle size trait"
"OBA:VT0004338"	"skos:exactMatch"	"VT:0004338"	"clavicle size trait"
"OBA:VT0004340"	"skos:exactMatch"	"VT:0004340"	"scapula length"
"OBA:VT0004343"	"skos:exactMatch"	"VT:0004343"	"scapula size trait"
"OBA:VT0004345"	"skos:exactMatch"	"VT:0004345"	"acromion morphology trait"
"OBA:VT0004347"	"skos:exactMatch"	"VT:0004347"	"scapular spine morphology trait"
"OBA:VT0004348"	"skos:exactMatch"	"VT:0004348"	"femur length"
"OBA:VT0004350"	"skos:exactMatch"	"VT:0004350"	"humerus length"
"OBA:VT0004353"	"skos:exactMatch"	"VT:0004353"	"deltoid tuberosity morphology trait"
"OBA:VT0004355"	"skos:exactMatch"	"VT:0004355"	"radius length"
"OBA:VT0004357"	"skos:exactMatch"	"VT:0004357"	"tibia length"
"OBA:VT0004358"	"skos:exactMatch"	"VT:0004358"	"tibia curvature trait"
"OBA:VT0004361"	"skos:exactMatch"	"VT:0004361"	"ulna curvature trait"
"OBA:VT0004364"	"skos:exactMatch"	"VT:0004364"	"stria vascularis size trait"
"OBA:VT0004368"	"skos:exactMatch"	"VT:0004368"	"stria vascularis blood vessel morphology trait"
"OBA:VT0004370"	"skos:exactMatch"	"VT:0004370"	"ulna length"
"OBA:VT0004371"	"skos:exactMatch"	"VT:0004371"	"femur curvature trait"
"OBA:VT0004372"	"skos:exactMatch"	"VT:0004372"	"fibula curvature trait"
"OBA:VT0004373"	"skos:exactMatch"	"VT:0004373"	"humerus curvature trait"
"OBA:VT0004374"	"skos:exactMatch"	"VT:0004374"	"radius curvature trait"
"OBA:VT0004387"	"skos:exactMatch"	"VT:0004387"	"prechordal plate morphology trait"
"OBA:VT0004389"	"skos:exactMatch"	"VT:0004389"	"respiratory bronchiole morphology trait"
"OBA:VT0004390"	"skos:exactMatch"	"VT:0004390"	"bronchoalveolar duct junction morphology trait"
"OBA:VT0004391"	"skos:exactMatch"	"VT:0004391"	"respiratory conducting tube morphology trait"
"OBA:VT0004409"	"skos:exactMatch"	"VT:0004409"	"ampullary crest neuroepithelium morphology trait"
"OBA:VT0004423"	"skos:exactMatch"	"VT:0004423"	"squama temporalis morphology trait"
"OBA:VT0004425"	"skos:exactMatch"	"VT:0004425"	"otolith organ morphology trait"
"OBA:VT0004426"	"skos:exactMatch"	"VT:0004426"	"cochlear labyrinth morphology trait"
"OBA:VT0004427"	"skos:exactMatch"	"VT:0004427"	"vestibular labyrinth morphology trait"
"OBA:VT0004448"	"skos:exactMatch"	"VT:0004448"	"presphenoid bone morphology trait"
"OBA:VT0004452"	"skos:exactMatch"	"VT:0004452"	"pterygoid process morphology trait"
"OBA:VT0004453"	"skos:exactMatch"	"VT:0004453"	"pterygoid bone morphology trait"
"OBA:VT0004457"	"skos:exactMatch"	"VT:0004457"	"orbitosphenoid morphology trait"
"OBA:VT0004466"	"skos:exactMatch"	"VT:0004466"	"cochlear outer hair cell length"
"OBA:VT0004469"	"skos:exactMatch"	"VT:0004469"	"zygomatic arch morphology trait"
"OBA:VT0004479"	"skos:exactMatch"	"VT:0004479"	"oval window morphology trait"
"OBA:VT0004480"	"skos:exactMatch"	"VT:0004480"	"round window morphology trait"
"OBA:VT0004481"	"skos:exactMatch"	"VT:0004481"	"conjunctival epithelium morphology trait"
"OBA:VT0004493"	"skos:exactMatch"	"VT:0004493"	"cochlea size trait"
"OBA:VT0004816"	"skos:exactMatch"	"VT:0004816"	"class switch recombination trait"
"OBA:VT0004917"	"skos:exactMatch"	"VT:0004917"	"T cell selection trait"
"OBA:VT0004918"	"skos:exactMatch"	"VT:0004918"	"negative T cell selection trait"
"OBA:VT0004919"	"skos:exactMatch"	"VT:0004919"	"positive T cell selection trait"
"OBA:VT0004942"	"skos:exactMatch"	"VT:0004942"	"B cell selection trait"
"OBA:VT0004943"	"skos:exactMatch"	"VT:0004943"	"B cell positive selection trait"
"OBA:VT0004944"	"skos:exactMatch"	"VT:0004944"	"B cell negative selection trait"
"OBA:VT0004951"	"skos:exactMatch"	"VT:0004951"	"spleen mass"
"OBA:VT0004954"	"skos:exactMatch"	"VT:0004954"	"thymus mass"
"OBA:VT0005004"	"skos:exactMatch"	"VT:0005004"	"lymphocyte anergy trait"
"OBA:VT0005007"	"skos:exactMatch"	"VT:0005007"	"bone mineral mass"
"OBA:VT0005008"	"skos:exactMatch"	"VT:0005008"	"osteoblast development trait"
"OBA:VT0005028"	"skos:exactMatch"	"VT:0005028"	"trophectoderm morphology trait"
"OBA:VT0005029"	"skos:exactMatch"	"VT:0005029"	"amnion morphology trait"
"OBA:VT0005031"	"skos:exactMatch"	"VT:0005031"	"trophoblast layer morphology trait"
"OBA:VT0005032"	"skos:exactMatch"	"VT:0005032"	"ectoplacental cone morphology trait"
"OBA:VT0005034"	"skos:exactMatch"	"VT:0005034"	"anus morphology trait"
"OBA:VT0005045"	"skos:exactMatch"	"VT:0005045"	"thymus cortex area"
"OBA:VT0005081"	"skos:exactMatch"	"VT:0005081"	"dermis stratum reticulare morphology trait"
"OBA:VT0005082"	"skos:exactMatch"	"VT:0005082"	"epidermis stratum lucidum morphology trait"
"OBA:VT0005083"	"skos:exactMatch"	"VT:0005083"	"biliary tract morphology trait"
"OBA:VT0005084"	"skos:exactMatch"	"VT:0005084"	"gall bladder morphology trait"
"OBA:VT0005085"	"skos:exactMatch"	"VT:0005085"	"gall bladder physiology trait"
"OBA:VT0005086"	"skos:exactMatch"	"VT:0005086"	"bile amount"
"OBA:VT0005098"	"skos:exactMatch"	"VT:0005098"	"choroid morphology trait"
"OBA:VT0005099"	"skos:exactMatch"	"VT:0005099"	"ciliary body morphology trait"
"OBA:VT0005104"	"skos:exactMatch"	"VT:0005104"	"tarsus morphology trait"
"OBA:VT0005105"	"skos:exactMatch"	"VT:0005105"	"auditory ossicle morphology trait"
"OBA:VT0005106"	"skos:exactMatch"	"VT:0005106"	"incus morphology trait"
"OBA:VT0005107"	"skos:exactMatch"	"VT:0005107"	"stapes morphology trait"
