id	predicate	value
EFO:0010583	rdfs:label	alpha fetoprotein measurement@en
EFO:0010597	rdfs:label	NF-kappa-B essential modulator measurement@en
EFO:0020946	rdfs:label	phospholipids:total lipids ratio@en
EFO:0020773	rdfs:label	thymidine kinase, cytosolic measurement
EFO:0009176	rdfs:label	adrenal suppression measurement
EFO:0010361	rdfs:label	lysophosphatidylcholine 18:2 measurement@en
EFO:0021325	rdfs:label	X-12719 measurement
EFO:0020787	rdfs:label	tropomyosin beta chain measurement
EFO:0021075	rdfs:label	stearidonate 18:4n3 measurement
EFO:0004344	rdfs:label	birth weight
EFO:0010912	rdfs:label	endothelial cell-specific molecule 1 measurement
EFO:0009246	rdfs:label	Neutrophils Band Form to Neutrophils Ratio Measurement
EFO:0005661	rdfs:label	Child Behaviour Checklist assessment
EFO:0020655	rdfs:label	prokineticin-1 measurement
EFO:0021358	rdfs:label	X-13671 measurement
EFO:0021185	rdfs:label	X-03003 measurement
EFO:0021429	rdfs:label	N-acetylarginine measurement@en
EFO:0009134	rdfs:label	trimethyllysine measurement
EFO:0020166	rdfs:label	ATP synthase subunit beta, mitochondrial measurement
EFO:0021287	rdfs:label	X-12095--N1-methyl-3-pyridone-4-carboxamide measurement
EFO:0020503	rdfs:label	interleukin-3 measurement
EFO:0007602	rdfs:label	total ventricular volume measurement
EFO:0020959	rdfs:label	free brassicasterol measurement@en
EFO:0010071	rdfs:label	cardiac troponin I measurement
EFO:0000633	rdfs:label	operator variation
EFO:0020014	rdfs:label	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)* measurement@en
EFO:0020766	rdfs:label	testican-2 measurement
EFO:0010354	rdfs:label	diacylglycerol 36:1 measurement@en
EFO:0010229	rdfs:label	phosphatidylethanolamine ether measurement@en
EFO:0011045	rdfs:label	fetal weight
EFO:0008534	rdfs:label	tryptophan measurement
EFO:0009341	rdfs:label	Helicobacter pylori seropositivity
EFO:0020124	rdfs:label	a disintegrin and metalloproteinase with thrombospondin motifs 4 measurement
EFO:0020876	rdfs:label	docosahexaenoic acid change measurement
EFO:0007038	rdfs:label	Influenza A seropositivity
EFO:0007762	rdfs:label	gamma-linolenic acid measurement
EFO:0020932	rdfs:label	galectin-1 measurement@en
EFO:0021240	rdfs:label	X-11469 measurement
EFO:0008067	rdfs:label	carbonic anhydrase 13 measurement
EFO:0021178	rdfs:label	paraxanthine measurement
EFO:0020516	rdfs:label	kallikrein-8 measurement
EFO:0004955	rdfs:label	Breslow thickness
EFO:0008177	rdfs:label	interleukin 17 receptor D measurement
EFO:0020570	rdfs:label	microtubule-associated protein tau measurement
EFO:0006517	rdfs:label	interferon alpha measurement
EFO:0020323	rdfs:label	diablo homolog, mitochondrial measurement
EFO:0020494	rdfs:label	interleukin-17 receptor c measurement
EFO:0010418	rdfs:label	triacylglycerol 52:6 measurement@en
EFO:0008011	rdfs:label	a disintegrin and metalloproteinase with thrombospondin motifs 13
EFO:0007795	rdfs:label	anxiety disorder measurement
EFO:0021344	rdfs:label	X-12990--docosapentaenoic acid n6-DPA measurement
EFO:0020433	rdfs:label	heat shock 70 kda protein 1a/1b measurement
EFO:0007658	rdfs:label	carrier status
EFO:0020586	rdfs:label	n-acetylglucosamine-6-sulfatase measurement
EFO:0009307	rdfs:label	glycated albumin measurement
EFO:0008019	rdfs:label	alpha-1-antichymotrypsin measurement
EFO:0021016	rdfs:label	indolepropionate measurement
EFO:0005043	rdfs:label	cardiac troponin T measurement
EFO:0020696	rdfs:label	r-spondin-2 measurement
EFO:0010967	rdfs:label	urinary microalbumin measurement@en
EFO:0009942	rdfs:label	Glucocorticoid use measurement
EFO:0008305	rdfs:label	trypsin-2 measurement
EFO:0005936	rdfs:label	underweight body mass index status
EFO:0600059	rdfs:label	ABO blood group
EFO:0006946	rdfs:label	behavioural disinhibition measurement
EFO:0020752	rdfs:label	stabilin-2 measurement
EFO:0021060	rdfs:label	10-heptadecenoate 17:1n7 measurement
EFO:0021279	rdfs:label	X-12038 measurement
EFO:0008401	rdfs:label	susceptibility to shingles measurement
EFO:0020280	rdfs:label	complement component 1 q subcomponent-binding protein, mitochondrial measurement
EFO:0020791	rdfs:label	trypsin-3 measurement
EFO:0020509	rdfs:label	junctional adhesion molecule B measurement
EFO:0011031	rdfs:label	intestinal permeability measurement@en
EFO:0020336	rdfs:label	dual specificity protein phosphatase 3 measurement
EFO:0008232	rdfs:label	methionine aminopeptidase 2 measurement
EFO:0007001	rdfs:label	dehydroepiandrosterone sulphate measurement
EFO:0020619	rdfs:label	osteomodulin measurement
EFO:0021164	rdfs:label	homostachydrine measurement
EFO:0010510	rdfs:label	NG-monomethyl-arginine measurement@en
EFO:0020599	rdfs:label	neurogenic locus notch homolog protein 2 measurement
EFO:0005199	rdfs:label	renal transplant outcome measurement
EFO:0010524	rdfs:label	pimelic acid measurement@en
EFO:0000513	rdfs:label	genotype
EFO:0006503	rdfs:label	dense area measurement
EFO:0010620	rdfs:label	dickkopf‐related protein 1 measurement@en
EFO:0600012	rdfs:label	S100 calcium-binding protein B measurement
EFO:0020194	rdfs:label	brother of CDO measurement
EFO:0010787	rdfs:label	interleukin-12 subunit B measurement
EFO:0008380	rdfs:label	perceived unattractiveness to mosquitos measurement
EFO:0008125	rdfs:label	estrogen receptor measurement
EFO:0021109	rdfs:label	1-oleoylglycerol 1-monoolein measurement
EFO:0009713	rdfs:label	number of siblings
EFO:0009884	rdfs:label	urinary sodium to potassium ratio
EFO:0020329	rdfs:label	disintegrin and metalloproteinase domain-containing protein 9 measurement
EFO:0010459	rdfs:label	aminoadipic acid measurement@en
EFO:0008052	rdfs:label	C-C motif chemokine 3-like 1 measurement
EFO:0006876	rdfs:label	seasonality measurement
EFO:0008388	rdfs:label	gamma wave measurement
EFO:0021385	rdfs:label	propionylcarnitine-to-isovalerylcarnitine ratio
EFO:0021399	rdfs:label	X-12095--N1-methyl-3-pyridone-4-carboxamide-to-X-12844 ratio
EFO:0020203	rdfs:label	C-type lectin domain family 7 memberAmeasurement
EFO:0004761	rdfs:label	uric acid measurement
EFO:0005117	rdfs:label	CCL5 measurement
EFO:0020940	rdfs:label	platelet function test@en
EFO:0008156	rdfs:label	human Chorionic Gonadotropin measurement
EFO:0010613	rdfs:label	tumor necrosis factor ligand superfamily member 14 measurement@en
EFO:0010908	rdfs:label	Epstein-Barr virus seropositivity@en
EFO:0020055	rdfs:label	diacylglycerol 32.2 measurement
EFO:0009272	rdfs:label	Epstein Barr viral capsid antigen seropositivity
EFO:0008417	rdfs:label	susceptibility to common cold measurement
EFO:0007901	rdfs:label	hepcidin:ferritin ratio
EFO:0010381	rdfs:label	phosphatidylcholine 36:3 measurement@en
EFO:0008226	rdfs:label	MAP kinase-activated protein kinase 3 measurement
EFO:0004843	rdfs:label	vitamin B measurement
EFO:0010395	rdfs:label	sphingomyelin 22:0 measurement@en
EFO:0011037	rdfs:label	anti-human herpes virus 6 antibody measurement@en
EFO:0009340	oboInOwl:hasExactSynonym	VZV seropositivity
EFO:0009348	oboInOwl:hasExactSynonym	EBV-EA IgG measurement
EFO:0010588	oboInOwl:hasExactSynonym	MMP-1
EFO:0009243	oboInOwl:hasExactSynonym	Myeloid/Erythroid Ratio
EFO:0009243	oboInOwl:hasExactSynonym	MYPCERPC
EFO:0004467	oboInOwl:hasExactSynonym	insulin level
EFO:0010431	oboInOwl:hasExactSynonym	TAG 56:4
EFO:0005935	oboInOwl:hasExactSynonym	overweight BMI status
EFO:0004725	oboInOwl:hasExactSynonym	metabolite traits
EFO:0004725	oboInOwl:hasExactSynonym	metabolite levels
EFO:0010834	oboInOwl:hasExactSynonym	TNF measurement
EFO:0009222	oboInOwl:hasExactSynonym	Hemoglobin O-Arab/Total Hemoglobin
EFO:0009222	oboInOwl:hasExactSynonym	HBOARBHB
EFO:0010345	oboInOwl:hasExactSynonym	CE 18:2
EFO:0009762	oboInOwl:hasExactSynonym	health span
EFO:0009762	oboInOwl:hasExactSynonym	health-span
EFO:0010359	oboInOwl:hasExactSynonym	LPC 18:0
EFO:0004328	oboInOwl:hasExactSynonym	stress test
EFO:0010791	oboInOwl:hasExactSynonym	NT3
EFO:0010409	oboInOwl:hasExactSynonym	TAG 50:2
EFO:0010241	oboInOwl:hasExactSynonym	90K protein measurement
EFO:0010241	oboInOwl:hasExactSynonym	tumor-asociated antigen 90K measurement
EFO:0010241	oboInOwl:hasExactSynonym	mac-2-binding protein measurement
EFO:0004627	oboInOwl:hasExactSynonym	Insulin-Like Growth Factor 1 levels
EFO:0004919	oboInOwl:hasExactSynonym	metastasis free survival time
EFO:0021428	oboInOwl:hasExactSynonym	succinyladenosine measurement
EFO:0004313	oboInOwl:hasExactSynonym	FEF25-75%
EFO:0011010	oboInOwl:hasExactSynonym	GDCA-3G
EFO:0004461	oboInOwl:hasExactSynonym	iron status biomarkers
EFO:0004461	oboInOwl:hasExactSynonym	iron biomarker level
EFO:0010417	oboInOwl:hasExactSynonym	TAG 52:5
EFO:0007906	oboInOwl:hasExactSynonym	unibrow measurement
EFO:0007906	oboInOwl:hasExactSynonym	monobrow measurement
EFO:0010386	oboInOwl:hasExactSynonym	PC 38:4
EFO:0009224	oboInOwl:hasExactSynonym	HGBSHGB
EFO:0009224	oboInOwl:hasExactSynonym	Hemoglobin S Measurement
EFO:0009224	oboInOwl:hasExactSynonym	Hemoglobin S/Total Hemoglobin
EFO:0009224	oboInOwl:hasExactSynonym	Percent Hemoglobin S
EFO:0000412	oboInOwl:hasExactSynonym	time to development of distant metastases
EFO:0000412	oboInOwl:hasExactSynonym	event distant metastases
EFO:0006827	oboInOwl:hasExactSynonym	RAAS measurement
EFO:0007050	oboInOwl:hasExactSynonym	herpes simplex type 1 seropositivity
EFO:0010403	oboInOwl:hasExactSynonym	TAG 48:0
EFO:0008004	oboInOwl:hasExactSynonym	RMR measurement
EFO:0008468	oboInOwl:hasExactSynonym	MR-proANP
EFO:0005921	oboInOwl:hasExactSynonym	FEV1 change measurement
EFO:0010371	oboInOwl:hasExactSynonym	LPE 22:6
EFO:0004425	oboInOwl:hasExactSynonym	initial timepoint
EFO:0009947	oboInOwl:hasExactSynonym	NME1 measurement
EFO:0009947	oboInOwl:hasExactSynonym	NDP kinase A measurement
EFO:0009947	oboInOwl:hasExactSynonym	NM23 measurement
EFO:0009947	oboInOwl:hasExactSynonym	NDK A measurement
EFO:0009271	oboInOwl:hasExactSynonym	EBNA seropositivity
EFO:0009271	oboInOwl:hasExactSynonym	EBNA-1 seropositivity
EFO:0004633	oboInOwl:hasExactSynonym	coagulation factor XIV
EFO:0007650	oboInOwl:hasExactSynonym	sIL-2Ra measurement
EFO:0010421	oboInOwl:hasExactSynonym	TAG 54:3
EFO:0005538	oboInOwl:hasExactSynonym	TGP measurement
EFO:0010377	oboInOwl:hasExactSynonym	PC 34:3
EFO:0010380	oboInOwl:hasExactSynonym	PC 36:2
EFO:0004585	oboInOwl:hasExactSynonym	naphthyl-keratin adduct levels
EFO:0004346	oboInOwl:hasExactSynonym	brain imaging
EFO:0010437	oboInOwl:hasExactSynonym	TAG 58:10
EFO:0009212	oboInOwl:hasExactSynonym	Percent Hemoglobin A2
EFO:0009212	oboInOwl:hasExactSynonym	HGBA2HGB
EFO:0009212	oboInOwl:hasExactSynonym	Hemoglobin A2/Total Hemoglobin
EFO:0008476	oboInOwl:hasExactSynonym	delay discounting measurement
EFO:0003962	oboInOwl:hasExactSynonym	Echocardiography, Doppler, Pulsed
EFO:0003962	oboInOwl:hasExactSynonym	Doppler Pulsed Echocardiography
EFO:0003962	oboInOwl:hasExactSynonym	ECHOCARDIOGR DOPPLER PULSED
EFO:0003962	oboInOwl:hasExactSynonym	Doppler Echocardiography, Pulsed
EFO:0003962	oboInOwl:hasExactSynonym	PULSED DOPPLER ECHOCARDIOGR
EFO:0003962	oboInOwl:hasExactSynonym	Echocardiography, Pulsed Doppler
EFO:0003962	oboInOwl:hasExactSynonym	DOPPLER ECHOCARDIOGR PULSED
EFO:0003962	oboInOwl:hasExactSynonym	Echocardiography, Doppler Pulsed
EFO:0003962	oboInOwl:hasExactSynonym	Pulsed Echocardiography, Doppler
EFO:0003962	oboInOwl:hasExactSynonym	ECHOCARDIOGR PULSED DOPPLER
EFO:0003962	oboInOwl:hasExactSynonym	DOPPLER PULSED ECHOCARDIOGR
EFO:0003962	oboInOwl:hasExactSynonym	PULSED ECHOCARDIOGR DOPPLER
EFO:0007621	oboInOwl:hasExactSynonym	BMC measurement
EFO:0004514	oboInOwl:hasExactSynonym	broadband ultrasound attenuation
EFO:0004514	oboInOwl:hasExactSynonym	bone quantitative ultrasound
EFO:0011015	oboInOwl:hasExactSynonym	academic attainment
EFO:0010423	oboInOwl:hasExactSynonym	TAG 54:5
EFO:0007787	oboInOwl:hasExactSynonym	plasma trimethylaminoacetate measurement
EFO:0007787	oboInOwl:hasExactSynonym	plasma glycine betaine measurement
EFO:0007787	oboInOwl:hasExactSynonym	plasma N,N,N-Trimethylglycine measurement
EFO:0007787	oboInOwl:hasExactSynonym	plasma trimethylammonioacetate measurement
EFO:0010816	oboInOwl:hasExactSynonym	fat liking measurement
EFO:0004751	oboInOwl:hasExactSynonym	Chemokine (C-C motif) ligand 4 level
EFO:0004751	oboInOwl:hasExactSynonym	Chemokine (C-C motif) ligand 4 measurement
EFO:0004751	oboInOwl:hasExactSynonym	Chemokine (C-C motif) ligand 4 levels
EFO:0004751	oboInOwl:hasExactSynonym	macrophage inflammatory protein-1b
EFO:0007041	oboInOwl:hasExactSynonym	obese BMI status
EFO:0004458	oboInOwl:hasExactSynonym	C-reactive protein level
EFO:0007848	oboInOwl:hasExactSynonym	lipoprotein A-IV levels
EFO:0004910	oboInOwl:hasExactSynonym	CYP3A4 enzyme activity. 
EFO:0004576	oboInOwl:hasExactSynonym	fetal haemoglobin measurement
EFO:0004576	oboInOwl:hasExactSynonym	Fetal Hemoglobin
EFO:0004576	oboInOwl:hasExactSynonym	HbF levels
EFO:0004576	oboInOwl:hasExactSynonym	HGBF
EFO:0004576	oboInOwl:hasExactSynonym	Hemoglobin F
EFO:0004576	oboInOwl:hasExactSynonym	fetal hemoglobin levels
EFO:0010441	oboInOwl:hasExactSynonym	TAG 58:7
EFO:0004340	oboInOwl:hasExactSynonym	BMI
EFO:0004340	oboInOwl:hasExactSynonym	Quetelet's Index
EFO:0008426	oboInOwl:hasExactSynonym	IgG GlcNAc measurement
EFO:0008353	oboInOwl:hasExactSynonym	CAM measurement
EFO:0006520	oboInOwl:hasExactSynonym	breath carbon monoxide measurement
EFO:0000689	oboInOwl:hasExactSynonym	sampling_time_point
EFO:0020955	oboInOwl:hasExactSynonym	PSP94 measurement
EFO:0009214	oboInOwl:hasExactSynonym	Hemoglobin Barts/Total Hemoglobin
EFO:0009214	oboInOwl:hasExactSynonym	HBBARTHB
EFO:0004519	oboInOwl:hasExactSynonym	soluble P-selectin level
EFO:0004519	oboInOwl:hasExactSynonym	sP-selectin
EFO:0007011	oboInOwl:hasExactSynonym	selective serotonin reuptake inhibitor use measurement
EFO:0009245	oboInOwl:hasExactSynonym	Neutrophilic Myelocytes
EFO:0009245	oboInOwl:hasExactSynonym	NEUTMY
EFO:0010368	oboInOwl:hasExactSynonym	LPE 18:1
EFO:0005128	oboInOwl:hasExactSynonym	ALBGLOB
EFO:0005128	oboInOwl:hasExactSynonym	Albumin/Globulin
EFO:0005128	oboInOwl:hasExactSynonym	Albumin to Globulin Ratio Measurement
EFO:0005128	oboInOwl:hasExactSynonym	albumin-globulin ratio measurement
EFO:0009794	oboInOwl:hasExactSynonym	Nuclear factor (erythroid-derived 2)-like 2 measurement
EFO:0009794	oboInOwl:hasExactSynonym	NFE2L2 measurement
EFO:0010810	oboInOwl:hasExactSynonym	protein consumption measurement
EFO:0007961	oboInOwl:hasExactSynonym	polybromobiphenyl measurement
EFO:0009206	oboInOwl:hasExactSynonym	Hemoglobin, Free
EFO:0009206	oboInOwl:hasExactSynonym	HGBFR
EFO:0009351	oboInOwl:hasExactSynonym	VZV IgG measurement
EFO:0009359	oboInOwl:hasExactSynonym	HBc IgG measurement
EFO:0005691	oboInOwl:hasExactSynonym	TMAO measurement
EFO:0010934	oboInOwl:hasExactSynonym	AST:ALT ratio
EFO:0009312	oboInOwl:hasExactSynonym	PCSK9 measurement
EFO:0004915	oboInOwl:hasExactSynonym	vaspin levels
EFO:0004915	oboInOwl:hasExactSynonym	Serpin A12 measurement
EFO:0010598	oboInOwl:hasExactSynonym	PECAM-1
EFO:0010376	oboInOwl:hasExactSynonym	PC 34:2
EFO:0008387	oboInOwl:hasExactSynonym	caudate measurement
EFO:0006340	oboInOwl:hasExactSynonym	MAP
EFO:0007777	oboInOwl:hasExactSynonym	basal metabolic rate measurement
EFO:0007777	oboInOwl:hasExactSynonym	BMR measurement
EFO:0009177	oboInOwl:hasExactSynonym	myopic macular degeneration severity measurement
EFO:0010362	oboInOwl:hasExactSynonym	LPC 20:3
EFO:0005130	oboInOwl:hasExactSynonym	FT4 levels
EFO:0010419	oboInOwl:hasExactSynonym	TAG 54:1
EFO:0004345	oboInOwl:hasExactSynonym	videokeratography
EFO:0009247	oboInOwl:hasExactSynonym	Ovalocytes
EFO:0009247	oboInOwl:hasExactSynonym	OVALCY
EFO:0008458	oboInOwl:hasExactSynonym	tacrolimus hydrate measurement
EFO:0004520	oboInOwl:hasExactSynonym	sICAM-1
EFO:0004520	oboInOwl:hasExactSynonym	soluble intercellular adhesion molecule-1
EFO:0004520	oboInOwl:hasExactSynonym	soluble ICAM1 measurement
EFO:0009232	oboInOwl:hasExactSynonym	Blasts
EFO:0009232	oboInOwl:hasExactSynonym	BLAST
EFO:0004984	oboInOwl:hasExactSynonym	complement C4 levels
EFO:0010341	oboInOwl:hasExactSynonym	CE 16:0
EFO:0007910	oboInOwl:hasExactSynonym	chromogranin B cleavage product measurement
EFO:0010355	oboInOwl:hasExactSynonym	DAG 36:2
EFO:0004324	oboInOwl:hasExactSynonym	body measures
EFO:0004338	oboInOwl:hasExactSynonym	weight
EFO:0008334	oboInOwl:hasExactSynonym	T weave peak to T wave end measurement
EFO:0010428	oboInOwl:hasExactSynonym	TAG 56:10
EFO:0005937	oboInOwl:hasExactSynonym	body mass index change measurement
EFO:0010592	oboInOwl:hasExactSynonym	CD30-L
EFO:0004819	oboInOwl:hasExactSynonym	resistin level
EFO:0004819	oboInOwl:hasExactSynonym	resistin levels
EFO:0010396	oboInOwl:hasExactSynonym	SM 22:1
EFO:0010788	oboInOwl:hasExactSynonym	LIFR
EFO:0020941	oboInOwl:hasExactSynonym	LysoPC(15:0)
EFO:0010413	oboInOwl:hasExactSynonym	TAG 52:1
EFO:0010382	oboInOwl:hasExactSynonym	PC 36:4
EFO:0004768	oboInOwl:hasExactSynonym	follicle stimulating hormone level
EFO:0004768	oboInOwl:hasExactSynonym	FSH level
EFO:0004768	oboInOwl:hasExactSynonym	FSH levels
EFO:0004768	oboInOwl:hasExactSynonym	follicle stimulating hormone levels
EFO:0010125	oboInOwl:hasExactSynonym	viral titre
EFO:0010125	oboInOwl:hasExactSynonym	viral burden
EFO:0010125	oboInOwl:hasExactSynonym	viral titer
EFO:0010139	oboInOwl:hasExactSynonym	fish intake measurement
EFO:0005132	oboInOwl:hasExactSynonym	5-Hydroxyindoleacetic acid measurement
EFO:0006955	oboInOwl:hasExactSynonym	disintegrin and metalloproteinase with thrombospondin motifs 13 activity measurement
EFO:0004460	oboInOwl:hasExactSynonym	sTfR level
EFO:0004460	oboInOwl:hasExactSynonym	soluble transferrin receptor level
EFO:0008535	oboInOwl:hasExactSynonym	PTSD symptom measurement
EFO:0010792	oboInOwl:hasExactSynonym	OSM
EFO:0004468	oboInOwl:hasExactSynonym	glucose level
EFO:0010432	oboInOwl:hasExactSynonym	TAG 56:5
EFO:0009223	oboInOwl:hasExactSynonym	Sickle Hemoglobin
EFO:0009223	oboInOwl:hasExactSynonym	Hemoglobin S
EFO:0009223	oboInOwl:hasExactSynonym	HGBS
EFO:0010346	oboInOwl:hasExactSynonym	CE 18:3
EFO:0010390	oboInOwl:hasExactSynonym	SM 14:0
EFO:0011032	oboInOwl:hasExactSynonym	lactulose mannitol test
EFO:0011032	oboInOwl:hasExactSynonym	LacMan ratio
EFO:0020863	oboInOwl:hasExactSynonym	MACE
EFO:0000409	oboInOwl:hasExactSynonym	morbidity-free survival
EFO:0000409	oboInOwl:hasExactSynonym	 Disease-Free Survival
EFO:0004614	oboInOwl:hasExactSynonym	lipoprotein A-1 levels
EFO:0004614	oboInOwl:hasExactSynonym	Serum amyloid A-1 protein levels
EFO:0010221	oboInOwl:hasExactSynonym	systemizing measurement
EFO:0004314	oboInOwl:hasExactSynonym	FEV1
EFO:0004314	oboInOwl:hasExactSynonym	FEVt
EFO:0004314	oboInOwl:hasExactSynonym	timed vital capacity
EFO:0005276	oboInOwl:hasExactSynonym	hydroxy-isoleucine measurement
EFO:0005276	oboInOwl:hasExactSynonym	X-11787 measurement
EFO:0010234	oboInOwl:hasExactSynonym	virus type carrier status
EFO:0010729	oboInOwl:hasExactSynonym	sunlight exposure measurement
EFO:0004462	oboInOwl:hasExactSynonym	PQ interval
EFO:0010151	oboInOwl:hasExactSynonym	sTREM2 measurement
EFO:0010404	oboInOwl:hasExactSynonym	TAG 48:1
EFO:0010600	oboInOwl:hasExactSynonym	TIE2
EFO:0010589	oboInOwl:hasExactSynonym	MMP-10
EFO:0004134	oboInOwl:hasExactSynonym	size of tumor
EFO:0004697	oboInOwl:hasExactSynonym	oestrogen levels
EFO:0004697	oboInOwl:hasExactSynonym	oestrogen level
EFO:0004697	oboInOwl:hasExactSynonym	estradiol levels
EFO:0004983	oboInOwl:hasExactSynonym	complement C3 levels
EFO:0010340	oboInOwl:hasExactSynonym	CE 14:0
EFO:0008403	oboInOwl:hasExactSynonym	susceptibility to glandular fever measurement
EFO:0008403	oboInOwl:hasExactSynonym	susceptibility to infectious mononucleosis measurement
EFO:0009225	oboInOwl:hasExactSynonym	Hemoglobin Tetramer
EFO:0009225	oboInOwl:hasExactSynonym	HGBTET
EFO:0010764	oboInOwl:hasExactSynonym	CASP8
EFO:0005318	oboInOwl:hasExactSynonym	AL
EFO:0005318	oboInOwl:hasExactSynonym	axial length
EFO:0005318	oboInOwl:hasExactSynonym	ocular axial length
EFO:0010378	oboInOwl:hasExactSynonym	PC 34:4
EFO:0004530	oboInOwl:hasExactSynonym	triglyceride levels
EFO:0010641	oboInOwl:hasExactSynonym	N-carbamoyl-beta-alaninate measurement
EFO:0009419	oboInOwl:hasExactSynonym	neurotactin measurement
EFO:0009419	oboInOwl:hasExactSynonym	fractalkine measurement
EFO:0009419	oboInOwl:hasExactSynonym	C-X3-C motif chemokine 1 measurement
EFO:0004515	oboInOwl:hasExactSynonym	muscle mass measurement
EFO:0004515	oboInOwl:hasExactSynonym	muscle mass
EFO:0000714	oboInOwl:hasExactSynonym	time of survival
EFO:0000714	oboInOwl:hasExactSynonym	survival
EFO:0007677	oboInOwl:hasExactSynonym	low density lipoprotein peak particle diameter measurement
EFO:0010239	oboInOwl:hasExactSynonym	cortisol:dehydroepiandrosterone sulfate ratio measurement
EFO:0010239	oboInOwl:hasExactSynonym	cortisol:dehydroepiandrosterone sulphate ratio measurement
EFO:0007015	oboInOwl:hasExactSynonym	HMPMA measurement
EFO:0009369	oboInOwl:hasExactSynonym	pulmonary diffusing capacity
EFO:0009369	oboInOwl:hasExactSynonym	carbon monoxide diffusing capacity
EFO:0009369	oboInOwl:hasExactSynonym	transfer factor of the lung for carbon monoxide
EFO:0007635	oboInOwl:hasExactSynonym	CDR measurement
EFO:0010438	oboInOwl:hasExactSynonym	TAG 58:11
EFO:0010387	oboInOwl:hasExactSynonym	PC 38:5
EFO:0008044	oboInOwl:hasExactSynonym	chemokine CC-4 (HCC-4) measurement
EFO:0010797	oboInOwl:hasExactSynonym	ST1A1
EFO:0008390	oboInOwl:hasExactSynonym	PT/INR measurement
EFO:0008390	oboInOwl:hasExactSynonym	International normalized ratio of prothrombin time measurement
EFO:0008390	oboInOwl:hasExactSynonym	ProTime INR measurement
EFO:0008469	oboInOwl:hasExactSynonym	BNP:NT-proBNP ratio
EFO:0010372	oboInOwl:hasExactSynonym	PC 32:0
EFO:0005851	oboInOwl:hasExactSynonym	height-adjusted BMI
EFO:0009257	oboInOwl:hasExactSynonym	RMSSD
EFO:0010750	oboInOwl:hasExactSynonym	paired helical filament tau measurement
EFO:0004459	oboInOwl:hasExactSynonym	ferritin level
EFO:0009215	oboInOwl:hasExactSynonym	Hemoglobin C
EFO:0009215	oboInOwl:hasExactSynonym	Measurement of Hemoglobin C
EFO:0009215	oboInOwl:hasExactSynonym	HGBC
EFO:0011007	oboInOwl:hasExactSynonym	oestrogen measurement
EFO:0011007	oboInOwl:hasExactSynonym	oestrogen levels
EFO:0011007	oboInOwl:hasExactSynonym	estrogen levels
EFO:0004341	oboInOwl:hasExactSynonym	body fat patterning
EFO:0004586	oboInOwl:hasExactSynonym	Complete Blood Count
EFO:0004586	oboInOwl:hasExactSynonym	FBC
EFO:0004586	oboInOwl:hasExactSynonym	full blood count
EFO:0004586	oboInOwl:hasExactSynonym	Full Blood Count
EFO:0004586	oboInOwl:hasExactSynonym	blood cell count
EFO:0004586	oboInOwl:hasExactSynonym	CBC
EFO:0004790	oboInOwl:hasExactSynonym	CD154 ligand measurement
EFO:0010811	oboInOwl:hasExactSynonym	carbohydrate consumption measurement
EFO:0004869	oboInOwl:hasExactSynonym	Chitinase-3-like protein 1 measurement
EFO:0004869	oboInOwl:hasExactSynonym	Chitinase-3-like protein 1 levels
EFO:0004869	oboInOwl:hasExactSynonym	CHI3L1 measurement
EFO:0004869	oboInOwl:hasExactSynonym	YKL-40 levels
EFO:0004869	oboInOwl:hasExactSynonym	CHI3L1 levels
EFO:0004696	oboInOwl:hasExactSynonym	SHBG levels
EFO:0004696	oboInOwl:hasExactSynonym	SHBG level
EFO:0020956	oboInOwl:hasExactSynonym	TATI measurement
EFO:0020956	oboInOwl:hasExactSynonym	serine protease inhibitor Kazal-type 1 measurement
EFO:0006784	oboInOwl:hasExactSynonym	birth length
EFO:0008412	oboInOwl:hasExactSynonym	susceptibility to Candida vulvovaginitis measurement
EFO:0008412	oboInOwl:hasExactSynonym	susceptibility to thrush measurement
EFO:0006798	oboInOwl:hasExactSynonym	senile plaque measurement
EFO:0007622	oboInOwl:hasExactSynonym	soluble receptor for advanced glycation end-products measurement
EFO:0007012	oboInOwl:hasExactSynonym	non-steroid anti-inflammatory drug use measurement
EFO:0003892	oboInOwl:hasExactSynonym	PULM FUNCTION TESTS
EFO:0003892	oboInOwl:hasExactSynonym	Test, Respiratory Function
EFO:0003892	oboInOwl:hasExactSynonym	Lung Function Test
EFO:0003892	oboInOwl:hasExactSynonym	Tests, Lung Function
EFO:0003892	oboInOwl:hasExactSynonym	Function Test, Pulmonary
EFO:0003892	oboInOwl:hasExactSynonym	Test, Pulmonary Function
EFO:0003892	oboInOwl:hasExactSynonym	Function Test, Respiratory
EFO:0003892	oboInOwl:hasExactSynonym	PULM FUNCTION TEST
EFO:0003892	oboInOwl:hasExactSynonym	pulmonary function test
EFO:0003892	oboInOwl:hasExactSynonym	Tests, Pulmonary Function
EFO:0003892	oboInOwl:hasExactSynonym	TESTS PULM FUNCTION
EFO:0003892	oboInOwl:hasExactSynonym	Function Tests, Lung
EFO:0003892	oboInOwl:hasExactSynonym	FUNCTION TEST PULM
EFO:0003892	oboInOwl:hasExactSynonym	Tests, Respiratory Function
EFO:0003892	oboInOwl:hasExactSynonym	Pulmonary Function Tests
EFO:0003892	oboInOwl:hasExactSynonym	Lung Function Tests
