subject_id	subject_label	subject_category	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	confidence	mapping_date	author_id
1777-2	Alkaline phosphatase.bone [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
53819-9	Thiopurine methyltransferase [Enzymatic activity/volume] in Blood		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
15212-4	Lipase [Enzymatic activity/volume] in Body fluid		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
21563-2	Thiopurine methyltransferase [Enzymatic activity/volume] in Red Blood Cells		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
14803-1	Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Lactate to pyruvate reaction		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
35704-6	Adenosine deaminase [Enzymatic activity/volume] in Pleural fluid		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
60024-7	Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Lactate to pyruvate reaction		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1690-7	5'-Nucleotidase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
4659-9	Leukocyte phosphatase [Enzymatic activity/volume] in Leukocytes		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
86951-1	Lipoprotein associated phospholipase A2 [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
38355-4	Chitotriosidase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
17837-6	Acid phosphatase tartrate resistant [Enzymatic activity/volume] in Serum		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2537-9	Lactate dehydrogenase 1 [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2540-3	Lactate dehydrogenase 2 [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2543-7	Lactate dehydrogenase 3 [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2546-0	Lactate dehydrogenase 4 [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2549-4	Lactate dehydrogenase 5 [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1809-3	Amylase.salivary [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1805-1	Amylase.pancreatic [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
12173-1	Non prostatic acid phosphatase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1743-4	Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
49760-2	Adenosine deaminase [Enzymatic activity/volume] in Pericardial fluid		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
49759-4	Adenosine deaminase [Enzymatic activity/volume] in Peritoneal fluid		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
30239-8	Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2098-2	Cholinesterase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
1715-2	Acid phosphatase [Enzymatic activity/volume] in Serum or Plasma		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
10970-2	Galactose 1 phosphate uridyl transferase [Enzymatic activity/volume] in Blood		skos:broadMatch	OBA:VT0005584	enzyme/coenzyme activity trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
9728-7	CD3-CD16+CD56+ (Natural killer) cells [#/volume] in Blood		skos:broadMatch	OBA:VT0008043	NK cell quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
20604-5	CD3-CD16+CD56+ (Natural killer) cells [#/volume] in Specimen		skos:broadMatch	OBA:VT0008043	NK cell quantity	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
55813-0	Alpha aminobutyrate/Amino acids.total in Serum or Plasma		skos:broadMatch	OBA:VT0010120	protein amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
23825-3	Beta-N-acetylhexosaminidase.A/Beta-n-acetylhexosaminidase.total in Leukocytes		skos:broadMatch	OBA:VT0010120	protein amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
10634-4	Complement C1 esterase inhibitor.functional/Complement C1 esterase inhibitor.total in Serum or Plasma		skos:broadMatch	OBA:VT0010120	protein amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2536-1	Lactate dehydrogenase 1/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis		skos:broadMatch	OBA:VT0010477	blood lactate dehydrogenase amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2539-5	Lactate dehydrogenase 2/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis		skos:broadMatch	OBA:VT0010477	blood lactate dehydrogenase amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2542-9	Lactate dehydrogenase 3/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis		skos:broadMatch	OBA:VT0010477	blood lactate dehydrogenase amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2545-2	Lactate dehydrogenase 4/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis		skos:broadMatch	OBA:VT0010477	blood lactate dehydrogenase amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
2548-6	Lactate dehydrogenase 5/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis		skos:broadMatch	OBA:VT0010477	blood lactate dehydrogenase amount	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56006-0	Platelet aggregation ADP induced in Blood --10 umol/L		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56007-8	Platelet aggregation arachidonate induced in Blood --500 umol/L		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56011-0	Platelet aggregation ADP induced ATP secretion in Blood --10 umol/L		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56013-6	Platelet aggregation arachidonate induced ATP secretion in Blood --500 umol/L		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
53568-2	Platelet aggregation arachidonate induced in Platelet rich plasma --500 ug/mL		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56010-2	Platelet aggregation ristocetin induced in Blood --250 ug/mL		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56008-6	Platelet aggregation collagen induced in Blood --1 ug/mL		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56009-4	Platelet aggregation collagen induced in Blood --5 ug/mL		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56014-4	Platelet aggregation collagen induced ATP secretion in Blood --5 ug/mL		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56015-1	Platelet aggregation collagen induced ATP secretion in Blood --1 ug/mL		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56027-6	Platelet aggregation ristocetin induced in Blood --1.0 mg/mL		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
56019-3	Platelet aggregation thrombin induced ATP secretion in Blood --1 U/mL		skos:broadMatch	OBA:VT3000002	platelet aggregation trait	semapv:ManualMappingCuration	LOINC	OBA	1	2024-09-03	orcid:0000-0002-6581-7754
